# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.679265 0.653989 0.644909 1.97816
602000 1.64278 1.56058 1.62916 4.83252
603000 2.49652 2.4004 2.39988 7.29681
604000 3.455 3.28894 3.21415 9.95809
605000 4.18315 4.10126 4.03964 12.324
606000 5.26935 4.85359 4.918 15.0409
607000 6.45256 5.79403 5.87745 18.124
608000 7.18016 6.5143 6.83827 20.5327
609000 8.0377 7.38927 7.78798 23.215
610000 8.8439 8.17838 8.50899 25.5313
611000 10.1027 9.03986 9.74453 28.8871
612000 10.6452 9.79089 10.593 31.0291
613000 11.6553 10.9636 11.4645 34.0833
614000 12.6801 11.356 12.5626 36.5987
615000 13.3821 12.227 13.7396 39.3487
616000 13.9227 13.2626 14.7533 41.9386
617000 15.3356 14.455 15.5117 45.3024
618000 15.9742 15.2946 16.2635 47.5323
619000 16.713 16.1819 17.2753 50.1703
620000 17.7987 16.8271 18.2428 52.8686
621000 18.7979 17.6859 19.0724 55.5562
622000 20.3318 19.1925 20.2642 59.7885
623000 21.2919 20.3116 21.1305 62.734
624000 22.3434 21.007 22.2334 65.5838
625000 23.3614 21.793 23.1721 68.3264
626000 24.3183 22.5903 23.6979 70.6065
627000 25.7124 23.5356 24.455 73.703
628000 26.6691 24.0011 25.2999 75.9701
629000 27.6535 24.6898 26.3474 78.6907
630000 28.9159 26.0115 27.1888 82.1162
631000 29.7916 26.9272 27.7454 84.4642
632000 30.5586 27.7514 29.24 87.5501
633000 31.4138 29.0253 30.8497 91.2887
634000 32.2803 30.2742 31.635 94.1895
635000 32.9679 31.4474 32.0612 96.4765
636000 33.6074 31.8603 32.1322 97.5998
637000 34.0607 32.491 32.486 99.0378
638000 35.305 33.5004 32.9214 101.727
639000 36.0927 33.9417 33.6236 103.658
640000 37.5738 34.7724 34.737 107.083
641000 38.8049 36.0072 35.61 110.422
642000 39.7122 36.8317 36.2487 112.793
643000 40.9756 38.1598 37.3661 116.501
644000 42.4432 38.8224 37.9754 119.241
645000 43.6153 39.2303 38.828 121.674
646000 43.9145 40.3106 39.0054 123.231
647000 44.5039 41.2143 39.569 125.287
648000 45.112 42.6452 40.6143 128.371
649000 45.7387 42.9031 41.5707 130.212
650000 46.9767 43.3897 42.2189 132.585
651000 48.3898 44.1529 42.8716 135.414
652000 49.2896 44.8716 44.1982 138.359
653000 49.5098 45.265 44.7076 139.482
654000 50.6894 46.1841 45.5773 142.451
655000 51.4102 46.8445 45.5173 143.772
656000 52.4318 47.6879 46.9239 147.044
657000 53.0795 48.0744 47.4883 148.642
658000 54.4022 48.9247 47.893 151.22
659000 55.2548 48.8811 48.5189 152.655
660000 56.0476 49.7293 49.0117 154.789
661000 56.5841 50.9474 49.7039 157.235
662000 57.422 52.261 50.1426 159.826
663000 58.8781 53.3306 51.0204 163.229
664000 59.683 53.7319 51.3237 164.739
665000 60.8305 54.4703 52.4722 167.773
666000 61.776 55.5295 53.048 170.353
667000 62.419 56.4842 53.9167 172.82
668000 63.0814 57.1901 54.0641 174.336
669000 63.7654 58.6831 55.0178 177.466
670000 64.7478 59.4434 55.3822 179.573
671000 65.7846 60.0179 56.6606 182.463
672000 67.2888 61.0583 57.8444 186.191
673000 67.9655 61.0323 58.839 187.837
674000 68.5684 61.2605 59.6328 189.462
675000 69.6416 61.3243 60.389 191.355
676000 70.3547 62.4828 61.0958 193.933
677000 71.8977 63.5501 61.7286 197.176
678000 73.3248 64.7081 62.717 200.75
679000 74.4038 65.5197 63.7666 203.69
680000 75.4497 65.8548 64.8558 206.16
681000 76.4834 66.0241 65.5711 208.079
682000 77.1412 67.1247 65.8834 210.149
683000 77.5888 67.4575 66.3151 211.361
684000 77.9083 67.8023 66.6536 212.364
685000 78.5475 68.5411 67.5724 214.661
686000 79.8127 69.1458 68.7001 217.659
687000 80.7315 70.2797 69.1662 220.177
688000 82.0217 71.4685 70.5001 223.99
689000 83.8789 72.697 72.1104 228.686
690000 84.1471 73.6883 72.9857 230.821
691000 84.891 75.5849 74.8335 235.309
692000 85.3595 77.2808 75.7637 238.404
693000 86.3896 78.7316 77.0249 242.146
694000 88.8955 80.3001 78.1967 247.392
695000 89.609 81.7097 79.0566 250.375
696000 90.2807 81.6549 80.1833 252.119
697000 92.459 84.4251 82.4066 259.291
698000 93.2062 85.2684 83.4245 261.899
699000 93.1534 85.3185 84.3575 262.829
700000 94.0798 86.8811 86.1704 267.131
701000 94.6706 87.778 87.4234 269.872
702000 95.7916 87.7091 88.6126 272.113
703000 96.5517 88.7796 89.2781 274.609
704000 97.3575 90.7391 91.0489 279.146
705000 97.6538 90.624 92.4579 280.736
706000 98.7323 92.493 93.8044 285.03
707000 99.1143 92.8647 94.242 286.221
708000 100.183 95.1952 95.7928 291.171
709000 100.786 96.5838 96.3018 293.672
710000 101.379 97.4887 96.6932 295.561
711000 101.921 98.6053 98.1697 298.696
712000 102.002 100.086 99.7842 301.872
713000 101.826 100.665 99.8987 302.39
714000 103.245 101.342 100.327 304.914
715000 105.178 103.12 101.483 309.781
716000 106.738 103.808 103.107 313.653
717000 107.2 103.56 104.123 314.883
718000 107.69 104.514 105.282 317.485
719000 108.661 105.233 105.919 319.813
720000 108.865 105.759 105.4 320.025
721000 109.142 106.731 105.81 321.682
722000 109.902 107.35 105.815 323.067
723000 110.706 107.727 105.322 323.754
724000 111.73 109.272 105.865 326.867
725000 113.6 110.402 107.528 331.53
726000 114.099 110.588 107.83 332.516
727000 115.423 111.066 108.086 334.574
728000 115.893 110.757 107.944 334.595
729000 116.578 111.344 108.75 336.672
730000 118.464 113.088 109.897 341.448
731000 119.018 114.667 110.129 343.813
732000 120.679 115.977 110.898 347.554
733000 121.091 115.793 111.709 348.593
734000 122.232 116.885 112.69 351.807
735000 124.335 117.596 114.295 356.226
736000 125.082 118.012 114.931 358.025
737000 126.132 119.268 116.04 361.439
738000 125.647 120.224 115.756 361.627
739000 126.333 122.068 116.818 365.22
740000 126.713 122.777 117.248 366.739
741000 127.719 123.246 119.261 370.226
742000 128.821 123.468 120.543 372.831
743000 129.261 124.618 121.026 374.904
744000 129.804 126.235 121.532 377.571
745000 130.307 127.689 122.95 380.945
746000 131.805 130.111 123.958 385.874
747000 133.501 131.712 124.709 389.922
748000 134.087 131.627 125.273 390.987
749000 134.742 131.676 125.841 392.259
750000 135.953 133.095 127.693 396.741
751000 137.27 134.733 130.199 402.201
752000 136.708 134.864 130.329 401.9
753000 138.324 136.228 130.873 405.425
754000 139.076 136.141 131.007 406.224
755000 139.759 137.27 131.288 408.317
756000 140.515 138.194 132.613 411.322
757000 141.726 139.414 133.559 414.699
758000 141.907 139.81 134.762 416.479
759000 141.493 140.993 135.158 417.643
760000 141.212 143.342 136.145 420.698
761000 141.484 143.895 136.451 421.83
762000 143.515 144.936 137.876 426.327
763000 144.217 143.885 138.093 426.195
764000 145.13 145.107 139.276 429.513
765000 146.152 147.287 140.528 433.966
766000 146.457 148.91 140.854 436.221
767000 147.321 149.937 141.919 439.177
768000 147.977 150.47 142.563 441.011
769000 149.621 151.738 144.085 445.445
770000 150.229 153.098 145.159 448.486
771000 151.5 153.77 146.889 452.159
772000 152.743 154.657 146.869 454.268
773000 152.902 155.479 146.489 454.87
774000 153.825 155.74 146.688 456.253
775000 155.311 158.082 147.334 460.727
776000 155.782 158.705 146.926 461.413
777000 156.376 158.799 147.042 462.217
778000 157.645 159.099 147.472 464.216
779000 159.76 160.096 148.005 467.861
780000 160.965 161.591 149.689 472.245
781000 161.572 161.538 150.093 473.203
782000 163.606 162.892 148.921 475.419
783000 164.224 165.624 150.121 479.969
784000 163.965 166.189 151.297 481.451
785000 163.769 167.213 151.677 482.659
786000 163.483 167.758 151.751 482.992
787000 164.988 168.396 153.29 486.674
788000 165.681 169.24 154.415 489.336
789000 167.242 168.927 155.261 491.43
790000 169.192 170.573 156.905 496.67
791000 170.058 172.508 158.011 500.577
792000 169.687 172.276 158.065 500.028
793000 169.752 172.863 158.205 500.82
794000 171.837 174.145 158.849 504.831
795000 173.151 177.064 159.674 509.888
796000 173.189 177.669 160.602 511.461
797000 174.177 179.246 162.018 515.441
798000 175.396 180.454 162.841 518.691
799000 177.257 180.391 163.286 520.934
800000 177.465 181.262 163.995 522.723
801000 178.792 182.323 164.534 525.65
802000 179.531 181.274 164.995 525.8
803000 179.231 182.028 165.933 527.192
804000 180.189 183.047 168.257 531.493
805000 180.965 184.44 168.28 533.685
806000 182.908 185.234 169.707 537.849
807000 184.258 184.861 171.011 540.129
808000 185.417 185.992 171.8 543.209
809000 185.359 187.553 170.759 543.671
810000 185.172 189.347 172.19 546.709
811000 187.047 191.237 173.794 552.079
812000 188.199 190.627 174.124 552.95
813000 189.055 192.051 176.224 557.329
814000 188.581 192.343 175.269 556.193
815000 189.197 192.379 175.509 557.085
816000 190.365 193.67 176.126 560.161
817000 190.767 195.479 177.724 563.97
