# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.0155687 0.00444444
37 2.99524 0.0863571 0.0305556
38 3.0773 0.193291 0.0922222
39 3.15936 0.356735 0.212222
40 3.24142 0.514488 0.394444
41 3.32348 0.617882 0.624444
42 3.40555 0.692223 0.895
43 3.48761 0.685913 1.17611
44 3.56967 0.736036 1.49222
45 3.65173 0.715882 1.81389
46 3.73379 0.714162 2.14944
47 3.81585 0.71191 2.49889
48 3.89791 0.757286 2.88667
49 3.97997 0.70235 3.26167
50 4.06204 0.717346 3.66056
51 4.1441 0.717968 4.07611
52 4.22616 0.692341 4.49278
53 4.30822 0.6981 4.92944
54 4.39028 0.755179 5.42
55 4.47234 0.723561 5.90778
56 4.5544 0.750237 6.43222
57 4.63647 0.733779 6.96389
58 4.71853 0.746458 7.52389
59 4.80059 0.728938 8.09
60 4.88265 0.707431 8.65833
61 4.96471 0.710126 9.24833
62 5.04677 0.682851 9.83444
63 5.12883 0.735706 10.4867
64 5.21089 0.708513 11.135
65 5.29296 0.710235 11.8056
66 5.37502 0.700145 12.4872
67 5.45708 0.720678 13.2106
68 5.53914 0.732325 13.9678
69 5.6212 0.725741 14.7406
70 5.70326 0.787543 15.6039
71 5.78532 0.768813 16.4711
72 5.86739 0.813995 17.4156
73 5.94945 0.855485 18.4361
74 6.03151 0.865513 19.4972
75 6.11357 0.86139 20.5822
76 6.19563 0.867987 21.705
77 6.27769 0.938264 22.9511
78 6.35975 0.906403 24.1867
79 6.44181 0.920495 25.4739
80 6.52388 0.933448 26.8128
81 6.60594 0.948215 28.2072
82 6.688 0.966711 29.6644
83 6.77006 0.966722 31.1578
84 6.85212 0.967299 32.6883
85 6.93418 0.965103 34.2522
86 7.01624 0.98576 35.8878
87 7.09831 1.00209 37.5894
88 7.18037 1.00008 39.3272
89 7.26243 1.00427 41.1122
90 7.34449 1.00906 42.9467
91 7.42655 1.01359 44.8306
92 7.50861 1.00622 46.7422
93 7.59067 1.06519 48.8106
94 7.67273 1.05873 50.9111
95 7.7548 1.01762 52.9733
96 7.83686 1.06368 55.175
97 7.91892 1.0534 57.4011
98 8.00098 1.06017 59.6883
99 8.08304 1.05742 62.0167
100 8.1651 1.09391 64.4744
101 8.24716 1.0701 66.9272
102 8.32923 1.0935 69.4839
103 8.41129 1.11189 72.135
104 8.49335 1.1028 74.8161
105 8.57541 1.09938 77.5406
106 8.65747 1.11688 80.3617
107 8.73953 1.10831 83.2144
108 8.82159 1.13523 86.1917
109 8.90365 1.11784 89.1783
110 8.98572 1.12071 92.2278
111 9.06778 1.10843 95.2994
112 9.14984 1.09507 98.3889
113 9.2319 1.08729 101.512
114 9.31396 1.08906 104.696
115 9.39602 1.09092 107.942
116 9.47808 1.06855 111.177
117 9.56015 1.04824 114.406
118 9.64221 1.02576 117.619
119 9.72427 1.05664 120.987
120 9.80633 1.01181 124.266
121 9.88839 1.00939 127.592
122 9.97045 1.01826 131.003
123 10.0525 0.980274 134.341
124 10.1346 0.994061 137.782
125 10.2166 0.972554 141.203
126 10.2987 0.990966 144.746
127 10.3808 0.994398 148.357
128 10.4628 0.983215 151.984
129 10.5449 0.979057 155.653
130 10.6269 1.00649 159.483
131 10.709 0.988497 163.304
132 10.7911 1.01361 167.282
133 10.8731 0.998371 171.259
134 10.9552 1.00517 175.325
135 11.0372 1.0217 179.519
136 11.1193 1.00939 183.725
137 11.2014 1.03762 188.112
138 11.2834 1.01267 192.457
139 11.3655 1.03716 196.972
140 11.4476 1.04873 201.604
141 11.5296 1.04207 206.272
142 11.6117 1.03726 210.986
143 11.6937 1.03049 215.734
144 11.7758 1.04031 220.596
145 11.8579 1.02817 225.468
146 11.9399 1.02848 230.409
147 12.022 1.03626 235.457
148 12.104 1.02675 240.526
149 12.1861 1.03948 245.728
150 12.2682 1.01711 250.887
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0.00204804 0.000555556
36 2.91318 0.0116321 0.00388889
37 2.99524 0.0751461 0.0266667
38 3.0773 0.225788 0.0988889
39 3.15936 0.397104 0.232778
40 3.24142 0.502656 0.411111
41 3.32348 0.555535 0.618333
42 3.40555 0.682229 0.885556
43 3.48761 0.773537 1.20333
44 3.56967 0.725451 1.51556
45 3.65173 0.715504 1.83778
46 3.73379 0.72697 2.18
47 3.81585 0.723012 2.53556
48 3.89791 0.70704 2.89833
49 3.97997 0.681302 3.26278
50 4.06204 0.680059 3.64167
51 4.1441 0.673575 4.03222
52 4.22616 0.727576 4.47111
53 4.30822 0.696568 4.90778
54 4.39028 0.74671 5.39389
55 4.47234 0.740207 5.89389
56 4.5544 0.728031 6.40389
57 4.63647 0.725488 6.93056
58 4.71853 0.719032 7.47111
59 4.80059 0.701104 8.01667
60 4.88265 0.742417 8.61444
61 4.96471 0.720854 9.21444
62 5.04677 0.694924 9.81222
63 5.12883 0.695415 10.43
64 5.21089 0.716709 11.0872
65 5.29296 0.719299 11.7678
66 5.37502 0.711177 12.4617
67 5.45708 0.715394 13.1811
68 5.53914 0.731443 13.9389
69 5.6212 0.757001 14.7467
70 5.70326 0.790429 15.615
71 5.78532 0.793885 16.5122
72 5.86739 0.820517 17.4661
73 5.94945 0.816579 18.4422
74 6.03151 0.881742 19.5256
75 6.11357 0.849955 20.5983
76 6.19563 0.883266 21.7433
77 6.27769 0.903357 22.9456
78 6.35975 0.961482 24.2589
79 6.44181 0.929663 25.5617
80 6.52388 0.942772 26.9167
81 6.60594 0.943153 28.3067
82 6.688 0.935318 29.7194
83 6.77006 0.99242 31.2556
84 6.85212 0.989486 32.8244
85 6.93418 0.951531 34.3694
86 7.01624 0.995144 36.0239
87 7.09831 0.98667 37.7028
88 7.18037 0.984982 39.4178
89 7.26243 1.03463 41.2606
90 7.34449 0.972948 43.0328
91 7.42655 1.01082 44.9156
92 7.50861 1.02064 46.8589
93 7.59067 1.02673 48.8567
94 7.67273 1.01999 50.8844
95 7.7548 1.05541 53.0278
96 7.83686 1.0891 55.2867
97 7.91892 1.0879 57.5906
98 8.00098 1.05852 59.8789
99 8.08304 1.04523 62.185
100 8.1651 1.06303 64.5783
101 8.24716 1.11581 67.1411
102 8.32923 1.06927 69.6461
103 8.41129 1.06358 72.1872
104 8.49335 1.08119 74.8211
105 8.57541 1.09258 77.5344
106 8.65747 1.09263 80.3
107 8.73953 1.10666 83.1544
108 8.82159 1.1134 86.0806
109 8.90365 1.09873 89.0222
110 8.98572 1.12655 92.0939
111 9.06778 1.12985 95.2311
112 9.14984 1.10749 98.3622
113 9.2319 1.10874 101.553
114 9.31396 1.08608 104.735
115 9.39602 1.07129 107.929
116 9.47808 1.07031 111.176
117 9.56015 1.0501 114.417
118 9.64221 1.02181 117.626
119 9.72427 1.02179 120.888
120 9.80633 1.00847 124.163
121 9.88839 1.00966 127.497
122 9.97045 1.02791 130.948
123 10.0525 1.00722 134.385
124 10.1346 1.01049 137.89
125 10.2166 0.990407 141.381
126 10.2987 1.01701 145.024
127 10.3808 0.997793 148.655
128 10.4628 0.978012 152.271
129 10.5449 0.990045 155.988
130 10.6269 1.00222 159.811
131 10.709 0.98345 163.619
132 10.7911 1.01072 167.594
