# Time-averaged data for fix thermo_avg
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
601000 0.4 300.007 128.521 -20894.6 3356.17 -17538.4 54725.1 1.04245
602000 0.4 298.965 94.0048 -20837.3 3344.52 -17492.8 54698.4 1.04296
603000 0.4 298.046 -23.0816 -20827.7 3334.24 -17493.4 54918.9 1.03879
604000 0.4 299.072 182.47 -20841.7 3345.71 -17496 54811.3 1.0408
605000 0.4 299.987 60.0876 -20828.3 3355.95 -17472.3 54366.9 1.04935
606000 0.4 298.702 129.152 -20876.6 3341.57 -17535 54699.8 1.04293
607000 0.4 298.881 141.986 -20823.4 3343.58 -17479.8 54553.2 1.04574
608000 0.4 299.529 -102.839 -20770.8 3350.83 -17419.9 54746.7 1.04206
609000 0.4 300.548 231.933 -20919.7 3362.23 -17557.5 54719.3 1.04255
610000 0.4 300.716 -41.6805 -20829.6 3364.1 -17465.5 54842.9 1.04021
611000 0.4 300.868 -8.60417 -20823.6 3365.8 -17457.8 54670.6 1.04349
612000 0.4 298.507 -67.42 -20884.1 3339.39 -17544.7 54576.9 1.04528
613000 0.4 299.685 204.311 -20937.3 3352.57 -17584.7 54493.2 1.04689
614000 0.4 300.887 -220.967 -20819.5 3366.02 -17453.5 54600.8 1.04482
615000 0.4 300.857 -63.1184 -20774.3 3365.68 -17408.7 54452.1 1.04768
616000 0.4 300.417 -21.6524 -20835.6 3360.76 -17474.8 54594.3 1.04495
617000 0.4 299.045 52.1659 -20867.3 3345.41 -17521.9 54817.8 1.04068
618000 0.4 300.453 -54.3026 -20883.2 3361.17 -17522 54464.5 1.04745
619000 0.4 300.591 -231.961 -20856.8 3362.71 -17494.1 54706.5 1.0428
620000 0.4 301.21 -67.4015 -20892.4 3369.64 -17522.7 54608.3 1.04469
621000 0.4 300.367 136.427 -20880.1 3360.2 -17519.9 54340.4 1.04983
622000 0.4 298.301 104.758 -20838.7 3337.08 -17501.6 54590.6 1.04501
623000 0.4 301.016 -135.963 -20883.1 3367.46 -17515.6 54840.6 1.04025
624000 0.4 300.085 14.3197 -20894.6 3357.05 -17537.5 54583.8 1.04516
625000 0.4 301.118 84.8513 -20932.4 3368.6 -17563.8 54705.6 1.04282
626000 0.4 301.512 -96.2352 -20889.2 3373.01 -17516.2 54923.2 1.03869
627000 0.4 299.356 -112.784 -20845.2 3348.89 -17496.3 54721.7 1.04251
628000 0.4 301.36 58.695 -20844.4 3371.31 -17473.1 54686.4 1.0432
629000 0.4 300.526 24.4139 -20821.4 3361.98 -17459.4 54824.6 1.04056
630000 0.4 300.105 -13.7589 -20845.6 3357.27 -17488.4 54936.6 1.03844
631000 0.4 300.779 31.8481 -20813.6 3364.81 -17448.8 54614.3 1.04458
632000 0.4 300.978 3.63908 -20775.7 3367.03 -17408.6 54748 1.04204
633000 0.4 300.219 17.0639 -20806.4 3358.54 -17447.8 54819.2 1.04067
634000 0.4 300.827 -25.5562 -20801.2 3365.35 -17435.9 54937.2 1.03842
635000 0.4 299.682 -106.719 -20817.5 3352.53 -17465 54641.3 1.04405
636000 0.4 299.802 87.5878 -20838.3 3353.88 -17484.4 54861.1 1.03988
637000 0.4 298.873 -79.2969 -20913.9 3343.49 -17570.4 54560.8 1.04559
638000 0.4 299.675 -39.5901 -20931.3 3352.45 -17578.9 54823.8 1.04058
639000 0.4 298.57 -47.164 -20888.6 3340.1 -17548.5 54389.5 1.04888
640000 0.4 302.542 -146.106 -20859.2 3384.53 -17474.7 54729.4 1.04238
641000 0.4 302.325 -25.4781 -20836 3382.1 -17453.9 54634.8 1.0442
642000 0.4 300.504 24.5912 -20906.7 3361.73 -17545 54527 1.04623
643000 0.4 300.106 35.9104 -20899.9 3357.28 -17542.6 54840.7 1.04026
644000 0.4 299.095 -35.9475 -20920.4 3345.97 -17574.4 54723.1 1.04249
645000 0.4 298.705 -250.393 -20822 3341.61 -17480.4 54722.5 1.04251
646000 0.4 299.367 95.5454 -20859.3 3349.01 -17510.3 54465.6 1.04743
647000 0.4 298.904 -128.606 -20843.7 3343.83 -17499.9 54326.1 1.05014
648000 0.4 301.219 37.2794 -20888 3369.74 -17518.3 54678.5 1.04334
649000 0.4 300.607 -126.906 -20878.4 3362.88 -17515.5 54535.3 1.04608
650000 0.4 300.17 -153.506 -20811 3358 -17453 54712.3 1.0427
651000 0.4 299.999 37.6403 -20831.7 3356.08 -17475.6 54830.5 1.04044
652000 0.4 298.668 94.1805 -20859.7 3341.2 -17518.5 54944.1 1.03831
653000 0.4 299.246 -29.1761 -20828.7 3347.66 -17481 54968.4 1.03784
654000 0.4 300.76 6.67597 -20895.9 3364.6 -17531.3 54889.3 1.03933
655000 0.4 299.506 188.793 -20871.3 3350.57 -17520.8 54331.9 1.04999
656000 0.4 299.679 91.4092 -20882.4 3352.5 -17529.9 54611.2 1.04462
657000 0.4 299.235 -147.061 -20877.7 3347.54 -17530.2 54729 1.04237
658000 0.4 299.978 -50.9608 -20889.9 3355.84 -17534.1 54954.9 1.0381
659000 0.4 299.693 3.21942 -20866.2 3352.66 -17513.5 54839.4 1.04027
660000 0.4 298.634 135.833 -20898.6 3340.81 -17557.8 54450.1 1.04773
661000 0.4 300.111 28.9222 -20859.1 3357.33 -17501.8 54381.2 1.04904
662000 0.4 300.745 25.0199 -20873.2 3364.43 -17508.7 54620.2 1.04449
663000 0.4 302.956 -0.171131 -20899.2 3389.16 -17510.1 54951.6 1.0382
664000 0.4 299.636 -34.0447 -20866.8 3352.02 -17514.8 54526.5 1.04624
665000 0.4 297.277 -192.904 -20834.9 3325.63 -17509.3 54755.5 1.04188
666000 0.4 299.38 157.45 -20818 3349.16 -17468.9 54639.4 1.04409
667000 0.4 300.668 -18.6321 -20874.9 3363.57 -17511.3 54576.1 1.04529
668000 0.4 299.906 -133.512 -20870.6 3355.04 -17515.5 54487.6 1.04698
669000 0.4 300.458 -195.87 -20944.6 3361.22 -17583.3 54464.1 1.04744
670000 0.4 299.903 61.5125 -20857.4 3355.01 -17502.4 54544.9 1.04592
671000 0.4 300.982 -5.52712 -20876 3367.07 -17508.9 54588.6 1.04506
672000 0.4 299.562 -253.201 -20892.2 3351.19 -17541 55112.7 1.03518
673000 0.4 301.133 -35.1812 -20907.6 3368.77 -17538.8 54971 1.03779
674000 0.4 300.238 -146.664 -20890.1 3358.75 -17531.3 54639.8 1.0441
675000 0.4 299.221 100.604 -20761.6 3347.38 -17414.2 54467.4 1.04739
676000 0.4 301.575 78.7759 -20753.6 3373.72 -17379.9 54549.3 1.04581
677000 0.4 299.589 -44.4103 -20825.8 3351.5 -17474.3 54485.5 1.04705
678000 0.4 300.197 241.788 -20930.5 3358.3 -17572.2 54654.2 1.0438
679000 0.4 300.468 13.4074 -20908.9 3361.33 -17547.6 54901.3 1.03912
680000 0.4 299.22 7.0408 -20953.1 3347.36 -17605.8 55089 1.03559
681000 0.4 299.769 -123.237 -20928.8 3353.51 -17575.3 54729.1 1.04241
682000 0.4 299.383 -9.61984 -20862 3349.19 -17512.9 54717.4 1.04262
683000 0.4 299.585 -19.5575 -20854 3351.45 -17502.6 54666.8 1.04356
684000 0.4 299.605 -13.5611 -20807 3351.68 -17455.3 54593.8 1.04496
685000 0.4 297.826 63.9262 -20791.9 3331.78 -17460.2 54646 1.04397
686000 0.4 299.093 76.0109 -20828 3345.95 -17482 54630.9 1.04425
687000 0.4 301.044 -114.155 -20790.7 3367.77 -17422.9 54670.8 1.04348
688000 0.4 300.13 139.797 -20851.8 3357.55 -17494.3 54518 1.0464
689000 0.4 300.119 182.353 -20832.2 3357.42 -17474.8 54786.4 1.04129
690000 0.4 299.967 16.622 -20818.8 3355.73 -17463.1 54243.1 1.05173
691000 0.4 300.142 -152.802 -20840.5 3357.68 -17482.8 54464.5 1.04745
692000 0.4 299.318 293.726 -20854.9 3348.46 -17506.5 54415.7 1.04839
693000 0.4 300.167 36.1313 -20829.2 3357.96 -17471.3 54234.6 1.05188
694000 0.4 298.779 112.034 -20863.9 3342.43 -17521.4 54675 1.04341
695000 0.4 300.209 -117.241 -20887.4 3358.44 -17529 54565.6 1.04549
