# Time-averaged data for fix rdf_CC_avg
# TimeStep Number-of-rows
# Row c_rdf_CC[1] c_rdf_CC[2] c_rdf_CC[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0.04564 0.00111111
34 2.74905 0.0869494 0.00333333
35 2.83112 0.283666 0.0111111
36 2.91318 1.61055 0.0577778
37 2.99524 2.35821 0.13
38 3.0773 4.85223 0.286667
39 3.15936 7.92262 0.556667
40 3.24142 10.0969 0.918889
41 3.32348 12.554 1.39222
42 3.40555 15.0106 1.98667
43 3.48761 14.91 2.60556
44 3.56967 15.631 3.28556
45 3.65173 15.7657 4.00333
46 3.73379 16.5047 4.78889
47 3.81585 16.726 5.62
48 3.89791 16.214 6.46111
49 3.97997 15.0184 7.27333
50 4.06204 15.4198 8.14222
51 4.1441 15.8058 9.06889
52 4.22616 14.9273 9.97889
53 4.30822 16.6129 11.0311
54 4.39028 16.5318 12.1189
55 4.47234 16.9266 13.2744
56 4.5544 16.8498 14.4678
57 4.63647 16.0427 15.6444
58 4.71853 15.0739 16.79
59 4.80059 15.8038 18.0333
60 4.88265 15.5654 19.3
61 4.96471 14.2874 20.5022
62 5.04677 15.1422 21.8189
63 5.12883 14.9842 23.1644
64 5.21089 13.7605 24.44
65 5.29296 13.5693 25.7378
66 5.37502 12.9699 27.0167
67 5.45708 13.2833 28.3667
68 5.53914 12.8148 29.7089
69 5.6212 12.631 31.0711
70 5.70326 10.9954 32.2922
71 5.78532 9.95642 33.43
72 5.86739 9.91891 34.5956
73 5.94945 8.35829 35.6056
74 6.03151 8.56874 36.67
75 6.11357 7.13244 37.58
76 6.19563 6.59886 38.4444
77 6.27769 5.44721 39.1767
78 6.35975 4.4423 39.79
79 6.44181 3.77204 40.3244
80 6.52388 2.89829 40.7456
81 6.60594 2.33471 41.0933
82 6.688 1.73973 41.3589
83 6.77006 1.13603 41.5367
84 6.85212 0.880602 41.6778
85 6.93418 0.48096 41.7567
86 7.01624 0.516924 41.8433
87 7.09831 0.37512 41.9078
88 7.18037 0.189289 41.9411
89 7.26243 0.136018 41.9656
90 7.34449 0.0965752 41.9833
91 7.42655 0.0355289 41.99
92 7.50861 0.0114887 41.9922
93 7.59067 0.0225814 41.9967
94 7.67273 0.0167291 42
95 7.7548 0 42
96 7.83686 0 42
97 7.91892 0 42
98 8.00098 0 42
99 8.08304 0 42
100 8.1651 0 42
101 8.24716 0 42
102 8.32923 0.00943448 42.0022
103 8.41129 0.0230118 42.0078
104 8.49335 0 42.0078
105 8.57541 0.0177282 42.0122
106 8.65747 0.025954 42.0189
107 8.73953 0.0255526 42.0256
108 8.82159 0.0625183 42.0422
109 8.90365 0.0533321 42.0567
110 8.98572 0.0563683 42.0722
111 9.06778 0.0950121 42.0989
112 9.14984 0.097207 42.1267
113 9.2319 0.141298 42.1678
114 9.31396 0.138759 42.2089
115 9.39602 0.169698 42.26
116 9.47808 0.174056 42.3133
117 9.56015 0.206573 42.3778
118 9.64221 0.174815 42.4333
119 9.72427 0.203187 42.4989
120 9.80633 0.243872 42.5789
121 9.88839 0.316108 42.6844
122 9.97045 0.265079 42.7744
123 10.0525 0.280184 42.8711
124 10.1346 0.329365 42.9867
125 10.2166 0.327374 43.1033
126 10.2987 0.401634 43.2489
127 10.3808 0.47402 43.4233
128 10.4628 0.416 43.5789
129 10.5449 0.424511 43.74
130 10.6269 0.492863 43.93
131 10.709 0.519782 44.1333
132 10.7911 0.503206 44.3333
133 10.8731 0.525475 44.5456
134 10.9552 0.512709 44.7556
135 11.0372 0.59083 45.0011
136 11.1193 0.634441 45.2689
137 11.2014 0.599267 45.5256
138 11.2834 0.649309 45.8078
139 11.3655 0.657329 46.0978
140 11.4476 0.637965 46.3833
141 11.5296 0.744693 46.7211
142 11.6117 0.712075 47.0489
143 11.6937 0.711443 47.3811
144 11.7758 0.760654 47.7411
145 11.8579 0.756879 48.1044
146 11.9399 0.792118 48.49
147 12.022 0.722683 48.8467
148 12.104 0.842254 49.2678
149 12.1861 0.828946 49.6878
150 12.2682 0.901768 50.1511
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.0429399 0.00111111
35 2.83112 0.488477 0.0144444
36 2.91318 1.69382 0.0633333
37 2.99524 2.47518 0.138889
38 3.0773 5.41345 0.313333
39 3.15936 8.70471 0.608889
40 3.24142 10.2249 0.974444
41 3.32348 12.6871 1.45111
42 3.40555 13.5846 1.98667
43 3.48761 15.9571 2.64667
44 3.56967 16.2789 3.35222
45 3.65173 15.6795 4.06333
46 3.73379 16.4042 4.84111
47 3.81585 16.2416 5.64556
48 3.89791 16.8564 6.51667
49 3.97997 14.1447 7.27889
50 4.06204 16.3583 8.19667
51 4.1441 15.7842 9.11889
52 4.22616 16.335 10.1111
53 4.30822 16.7226 11.1667
54 4.39028 16.4099 12.2422
55 4.47234 16.7004 13.3789
56 4.5544 17.1531 14.5889
57 4.63647 15.8726 15.7489
58 4.71853 15.79 16.9444
59 4.80059 15.4256 18.1533
60 4.88265 15.3814 19.4011
61 4.96471 15.2379 20.6789
62 5.04677 14.1264 21.9022
63 5.12883 14.4653 23.1967
64 5.21089 14.1508 24.5033
65 5.29296 13.2623 25.7667
66 5.37502 14.4547 27.1867
67 5.45708 13.1121 28.5144
68 5.53914 12.4165 29.81
69 5.6212 11.7574 31.0733
70 5.70326 11.6129 32.3578
71 5.78532 10.6533 33.5711
72 5.86739 9.62064 34.6978
73 5.94945 8.52865 35.7244
74 6.03151 8.03608 36.7189
75 6.11357 7.22166 37.6367
76 6.19563 6.03236 38.4244
77 6.27769 5.52906 39.1656
78 6.35975 4.37848 39.7678
79 6.44181 3.80819 40.3056
80 6.52388 2.99344 40.7389
81 6.60594 2.42522 41.0989
82 6.688 1.81772 41.3756
83 6.77006 1.17597 41.5589
84 6.85212 0.855853 41.6956
85 6.93418 0.577808 41.79
86 7.01624 0.530556 41.8789
87 7.09831 0.265871 41.9244
88 7.18037 0.152245 41.9511
89 7.26243 0.124265 41.9733
90 7.34449 0.0846724 41.9889
91 7.42655 0.0296638 41.9944
92 7.50861 0.0231665 41.9989
93 7.59067 0.00563243 42
94 7.67273 0 42
95 7.7548 0 42
96 7.83686 0 42
97 7.91892 0 42
98 8.00098 0.0102186 42.0022
99 8.08304 0 42.0022
100 8.1651 0 42.0022
101 8.24716 0 42.0022
102 8.32923 0.00471104 42.0033
103 8.41129 0.0323417 42.0111
104 8.49335 0.0316121 42.0189
105 8.57541 0.0442323 42.03
106 8.65747 0.0520884 42.0433
107 8.73953 0.106864 42.0711
108 8.82159 0.133986 42.1067
109 8.90365 0.123632 42.14
110 8.98572 0.169582 42.1867
111 9.06778 0.162649 42.2322
112 9.14984 0.237855 42.3
113 9.2319 0.26753 42.3778
114 9.31396 0.240912 42.4489
115 9.39602 0.273654 42.5311
116 9.47808 0.327417 42.6311
117 9.56015 0.346593 42.7389
118 9.64221 0.379471 42.8589
119 9.72427 0.424304 42.9956
120 9.80633 0.390122 43.1233
121 9.88839 0.461046 43.2767
122 9.97045 0.49888 43.4456
123 10.0525 0.516736 43.6233
124 10.1346 0.527546 43.8078
125 10.2166 0.494291 43.9833
126 10.2987 0.57276 44.19
127 10.3808 0.533031 44.3856
128 10.4628 0.560864 44.5944
129 10.5449 0.669243 44.8478
130 10.6269 0.682555 45.11
131 10.709 0.668751 45.3711
132 10.7911 0.656277 45.6311
