# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
135 11.0372 1.01443 187.393
136 11.1193 1.02737 191.726
137 11.2014 1.02902 196.129
138 11.2834 1.0375 200.635
139 11.3655 1.04385 205.234
140 11.4476 1.03346 209.854
141 11.5296 1.05588 214.641
142 11.6117 1.0511 219.476
143 11.6937 1.04257 224.338
144 11.7758 1.00981 229.115
145 11.8579 1.02824 234.047
146 11.9399 1.00206 238.919
147 12.022 1.01443 243.921
148 12.104 1.01821 249.009
149 12.1861 0.990205 254.024
150 12.2682 1.01505 259.236
630000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0 0
37 2.99524 0.0127557 0.00388889
38 3.0773 0.134218 0.0472222
39 3.15936 0.342912 0.163889
40 3.24142 0.664429 0.401667
41 3.32348 0.907898 0.743333
42 3.40555 0.975826 1.12889
43 3.48761 1.02712 1.55444
44 3.56967 0.981458 1.98056
45 3.65173 0.876723 2.37889
46 3.73379 0.90183 2.80722
47 3.81585 0.777079 3.19278
48 3.89791 0.737448 3.57444
49 3.97997 0.773283 3.99167
50 4.06204 0.808261 4.44611
51 4.1441 0.80148 4.915
52 4.22616 0.800776 5.40222
53 4.30822 0.803923 5.91056
54 4.39028 0.842013 6.46333
55 4.47234 0.806366 7.01278
56 4.5544 0.811176 7.58611
57 4.63647 0.862704 8.21778
58 4.71853 0.822483 8.84167
59 4.80059 0.801037 9.47056
60 4.88265 0.766766 10.0933
61 4.96471 0.776027 10.745
62 5.04677 0.775251 11.4178
63 5.12883 0.733287 12.075
64 5.21089 0.742333 12.7617
65 5.29296 0.723635 13.4522
66 5.37502 0.708414 14.1494
67 5.45708 0.8181 14.9794
68 5.53914 0.763321 15.7772
69 5.6212 0.835177 16.6761
70 5.70326 0.851447 17.6194
71 5.78532 0.88178 18.625
72 5.86739 0.942612 19.7306
73 5.94945 1.00296 20.94
74 6.03151 0.976032 22.1494
75 6.11357 0.976396 23.3928
76 6.19563 1.03148 24.7417
77 6.27769 1.00984 26.0978
78 6.35975 1.02164 27.5056
79 6.44181 1.0166 28.9428
80 6.52388 1.01279 30.4111
81 6.60594 1.018 31.9244
82 6.688 1.04797 33.5211
83 6.77006 1.05898 35.1744
84 6.85212 1.07982 36.9017
85 6.93418 1.04056 38.6061
86 7.01624 1.05616 40.3772
87 7.09831 1.09999 42.2656
88 7.18037 1.0708 44.1461
89 7.26243 1.09112 46.1067
90 7.34449 1.08507 48.1006
91 7.42655 1.05283 50.0789
92 7.50861 1.06093 52.1167
93 7.59067 1.09386 54.2639
94 7.67273 1.0976 56.465
95 7.7548 1.12051 58.7606
96 7.83686 1.08813 61.0372
97 7.91892 1.11328 63.4156
98 8.00098 1.14337 65.9089
99 8.08304 1.12823 68.42
100 8.1651 1.13998 71.0089
101 8.24716 1.14661 73.6656
102 8.32923 1.13319 76.3439
103 8.41129 1.14852 79.1122
104 8.49335 1.15129 81.9417
105 8.57541 1.16223 84.8533
106 8.65747 1.20758 87.9367
107 8.73953 1.17033 90.9817
108 8.82159 1.16048 94.0583
109 8.90365 1.15059 97.1656
110 8.98572 1.15703 100.348
111 9.06778 1.13054 103.515
112 9.14984 1.14713 106.787
113 9.2319 1.11151 110.014
114 9.31396 1.06471 113.161
115 9.39602 1.05603 116.337
116 9.47808 1.04118 119.523
117 9.56015 1.03133 122.734
118 9.64221 0.98905 125.867
119 9.72427 0.994592 129.071
120 9.80633 0.965232 132.233
121 9.88839 0.963768 135.443
122 9.97045 0.972749 138.738
123 10.0525 0.955044 142.026
124 10.1346 0.9663 145.407
125 10.2166 0.963758 148.834
126 10.2987 0.987923 152.403
127 10.3808 0.972443 155.973
128 10.4628 0.994296 159.681
129 10.5449 0.984996 163.412
130 10.6269 0.98772 167.212
131 10.709 0.992938 171.092
132 10.7911 1.02723 175.167
133 10.8731 1.00228 179.203
134 10.9552 1.02087 183.377
135 11.0372 1.03785 187.684
136 11.1193 1.02998 192.023
137 11.2014 1.03974 196.467
138 11.2834 1.05316 201.035
139 11.3655 1.02694 205.554
140 11.4476 1.04433 210.216
141 11.5296 1.04001 214.926
142 11.6117 1.03253 219.668
143 11.6937 1.04385 224.531
144 11.7758 1.00253 229.267
145 11.8579 1.0211 234.158
146 11.9399 1.00837 239.056
147 12.022 0.996713 243.963
148 12.104 0.997074 248.939
149 12.1861 0.995039 253.973
150 12.2682 0.991454 259.057
640000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.00191818 0.000555556
37 2.99524 0.0199131 0.00666667
38 3.0773 0.106286 0.0411111
39 3.15936 0.35454 0.162222
40 3.24142 0.659603 0.399444
41 3.32348 0.850947 0.721111
42 3.40555 1.02138 1.12667
43 3.48761 1.01024 1.54722
44 3.56967 0.892934 1.93667
45 3.65173 0.912923 2.35333
46 3.73379 0.828988 2.74889
47 3.81585 0.786983 3.14111
48 3.89791 0.794712 3.55444
49 3.97997 0.763464 3.96833
50 4.06204 0.783291 4.41056
51 4.1441 0.785321 4.87222
52 4.22616 0.797011 5.35944
53 4.30822 0.850041 5.89944
54 4.39028 0.81607 6.43778
55 4.47234 0.819662 6.99889
56 4.5544 0.881946 7.625
57 4.63647 0.794217 8.20944
58 4.71853 0.843438 8.85222
59 4.80059 0.766332 9.45667
60 4.88265 0.736788 10.0578
61 4.96471 0.764599 10.7028
62 5.04677 0.736834 11.345
63 5.12883 0.736883 12.0083
64 5.21089 0.765679 12.72
65 5.29296 0.734175 13.4239
66 5.37502 0.764189 14.1794
67 5.45708 0.736338 14.93
68 5.53914 0.780794 15.75
69 5.6212 0.769609 16.5822
70 5.70326 0.842493 17.52
71 5.78532 0.868584 18.515
72 5.86739 0.906668 19.5833
73 5.94945 0.944289 20.7272
74 6.03151 0.991059 21.9611
75 6.11357 1.01742 23.2628
76 6.19563 0.985305 24.5572
77 6.27769 1.02472 25.9394
78 6.35975 1.01416 27.3433
79 6.44181 1.00601 28.7722
80 6.52388 1.02442 30.2644
81 6.60594 1.07846 31.875
82 6.688 1.03969 33.4667
83 6.77006 1.02323 35.0717
84 6.85212 1.07511 36.7994
85 6.93418 1.03777 38.5072
86 7.01624 1.06114 40.295
87 7.09831 1.0715 42.1428
88 7.18037 1.06749 44.0267
89 7.26243 1.1052 46.0217
90 7.34449 1.07455 48.0056
91 7.42655 1.05902 50.0044
92 7.50861 1.10863 52.1433
93 7.59067 1.09046 54.2939
94 7.67273 1.14737 56.6056
95 7.7548 1.08168 58.8317
96 7.83686 1.1016 61.1472
97 7.91892 1.12371 63.5589
98 8.00098 1.10693 65.9839
99 8.08304 1.12603 68.5017
100 8.1651 1.18117 71.1967
101 8.24716 1.11925 73.8022
102 8.32923 1.16764 76.5744
103 8.41129 1.1244 79.2972
104 8.49335 1.15923 82.1589
105 8.57541 1.16361 85.0872
106 8.65747 1.19029 88.1411
107 8.73953 1.15629 91.1639
108 8.82159 1.16116 94.2567
109 8.90365 1.16127 97.4072
110 8.98572 1.13773 100.551
111 9.06778 1.13864 103.755
112 9.14984 1.09859 106.903
113 9.2319 1.0787 110.049
114 9.31396 1.07268 113.234
115 9.39602 1.04791 116.401
116 9.47808 1.04465 119.612
117 9.56015 0.993751 122.721
118 9.64221 0.997846 125.896
119 9.72427 0.974812 129.051
120 9.80633 0.997934 132.335
121 9.88839 0.981575 135.619
122 9.97045 0.970222 138.92
123 10.0525 0.990224 142.345
124 10.1346 0.947395 145.675
125 10.2166 0.976872 149.164
126 10.2987 0.958075 152.642
127 10.3808 0.985155 156.276
128 10.4628 0.978504 159.942
129 10.5449 1.00743 163.776
130 10.6269 1.00768 167.67
131 10.709 1.00158 171.601
132 10.7911 1.01801 175.658
133 10.8731 1.00601 179.728
134 10.9552 1.01853 183.912
135 11.0372 1.03137 188.212
136 11.1193 1.04 192.613
137 11.2014 1.04239 197.089
138 11.2834 1.03637 201.605
139 11.3655 1.04559 206.228
140 11.4476 1.02989 210.847
141 11.5296 1.04677 215.609
142 11.6117 1.04393 220.427
143 11.6937 1.02601 225.228
144 11.7758 1.01652 230.052
145 11.8579 1.01796 234.951
146 11.9399 1.02585 239.956
147 12.022 1.00787 244.941
148 12.104 0.999409 249.952
149 12.1861 0.987215 254.969
150 12.2682 0.985662 260.047
650000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.00190879 0.000555556
37 2.99524 0.0181009 0.00611111
38 3.0773 0.137007 0.0505556
39 3.15936 0.351268 0.170556
40 3.24142 0.597825 0.385556
41 3.32348 0.90349 0.727222
42 3.40555 1.04834 1.14333
43 3.48761 0.941637 1.53556
44 3.56967 0.9638 1.95611
45 3.65173 0.845725 2.34222
46 3.73379 0.867172 2.75611
47 3.81585 0.773417 3.14167
48 3.89791 0.790037 3.55278
49 3.97997 0.776167 3.97389
50 4.06204 0.766844 4.40722
51 4.1441 0.743747 4.84444
52 4.22616 0.790342 5.32778
53 4.30822 0.786876 5.82778
54 4.39028 0.859608 6.395
55 4.47234 0.804734 6.94611
56 4.5544 0.852046 7.55111
57 4.63647 0.802123 8.14167
58 4.71853 0.779533 8.73611
59 4.80059 0.795942 9.36389
60 4.88265 0.740389 9.96833
61 4.96471 0.793411 10.6378
62 5.04677 0.748458 11.2906
63 5.12883 0.74809 11.9644
64 5.21089 0.703435 12.6183
65 5.29296 0.7094 13.2989
66 5.37502 0.727112 14.0183
67 5.45708 0.773626 14.8072
68 5.53914 0.767185 15.6133
69 5.6212 0.785771 16.4633
70 5.70326 0.789267 17.3422
71 5.78532 0.910458 18.3856
72 5.86739 0.920547 19.4706
73 5.94945 0.953926 20.6267
74 6.03151 0.980753 21.8483
75 6.11357 1.00114 23.1294
76 6.19563 1.04253 24.4994
77 6.27769 1.00485 25.855
78 6.35975 1.02532 27.275
79 6.44181 1.03688 28.7483
80 6.52388 1.0071 30.2161
81 6.60594 1.0218 31.7428
82 6.688 1.02006 33.305
83 6.77006 1.01841 34.9033
84 6.85212 1.06259 36.6117
85 6.93418 1.06632 38.3672
86 7.01624 1.05757 40.15
87 7.09831 1.04472 41.9522
88 7.18037 1.09297 43.8811
89 7.26243 1.05145 45.78
90 7.34449 1.08676 47.7872
91 7.42655 1.07121 49.81
92 7.50861 1.06595 51.8678
93 7.59067 1.07353 53.9856
94 7.67273 1.05803 56.1183
95 7.7548 1.12335 58.4311
96 7.83686 1.09858 60.7417
97 7.91892 1.08823 63.0783
98 8.00098 1.12587 65.5461
99 8.08304 1.10267 68.0128
100 8.1651 1.11723 70.5633
101 8.24716 1.13555 73.2078
102 8.32923 1.15371 75.9483
103 8.41129 1.12264 78.6678
104 8.49335 1.17758 81.5761
105 8.57541 1.14982 84.4717
106 8.65747 1.15142 87.4267
107 8.73953 1.16346 90.4694
108 8.82159 1.17224 93.5933
109 8.90365 1.164 96.7528
110 8.98572 1.15788 99.9539
111 9.06778 1.14262 103.171
112 9.14984 1.10722 106.345
113 9.2319 1.11349 109.594
114 9.31396 1.06194 112.749
115 9.39602 1.05507 115.939
116 9.47808 1.05351 119.179
117 9.56015 1.0599 122.497
118 9.64221 1.01324 125.722
119 9.72427 1.00604 128.98
120 9.80633 1.01453 132.321
121 9.88839 1.00207 135.676
122 9.97045 0.968769 138.973
123 10.0525 0.96406 142.308
124 10.1346 0.96558 145.704
125 10.2166 0.95787 149.127
126 10.2987 0.986086 152.708
127 10.3808 1.00447 156.415
128 10.4628 0.982431 160.098
129 10.5449 0.971326 163.796
130 10.6269 0.986085 167.609
131 10.709 1.01133 171.58
132 10.7911 1.01231 175.616
133 10.8731 1.01592 179.729
134 10.9552 1.02774 183.952
135 11.0372 1.01305 188.178
136 11.1193 1.0244 192.514
137 11.2014 1.03346 196.954
138 11.2834 1.02081 201.404
139 11.3655 1.03459 205.981
140 11.4476 1.02691 210.588
141 11.5296 1.05677 215.399
142 11.6117 1.05057 220.249
143 11.6937 1.03326 225.087
144 11.7758 1.0236 229.947
145 11.8579 1.01696 234.843
146 11.9399 1.01626 239.804
147 12.022 1.02566 244.88
148 12.104 1.01906 249.992
149 12.1861 1.01709 255.164
150 12.2682 0.989291 260.262
660000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0 0
37 2.99524 0.0235014 0.00722222
38 3.0773 0.126811 0.0483333
39 3.15936 0.368986 0.174444
40 3.24142 0.667027 0.414444
41 3.32348 0.91536 0.760556
42 3.40555 0.996315 1.15611
43 3.48761 1.01656 1.57944
44 3.56967 1.00084 2.01611
45 3.65173 0.816825 2.38889
46 3.73379 0.861538 2.8
47 3.81585 0.767798 3.18278
48 3.89791 0.758119 3.57722
49 3.97997 0.721067 3.96833
50 4.06204 0.757178 4.39611
51 4.1441 0.79832 4.86556
52 4.22616 0.793574 5.35056
53 4.30822 0.759425 5.83333
54 4.39028 0.792445 6.35611
55 4.47234 0.868385 6.95056
56 4.5544 0.823789 7.53556
57 4.63647 0.859825 8.16833
58 4.71853 0.817068 8.79111
59 4.80059 0.80126 9.42333
60 4.88265 0.765875 10.0483
61 4.96471 0.726812 10.6617
62 5.04677 0.713474 11.2839
63 5.12883 0.724066 11.9361
64 5.21089 0.729115 12.6139
65 5.29296 0.759359 13.3422
66 5.37502 0.758426 14.0922
67 5.45708 0.747529 14.8544
68 5.53914 0.769149 15.6622
69 5.6212 0.795164 16.5222
70 5.70326 0.812668 17.4272
71 5.78532 0.848043 18.3989
72 5.86739 0.916436 19.4789
73 5.94945 0.944516 20.6233
74 6.03151 0.98402 21.8489
75 6.11357 0.987201 23.1122
76 6.19563 1.02744 24.4622
77 6.27769 0.994076 25.8033
78 6.35975 1.02554 27.2233
79 6.44181 1.02844 28.6844
80 6.52388 1.02555 30.1789
81 6.60594 1.05575 31.7561
82 6.688 1.0015 33.2894
83 6.77006 1.02815 34.9028
84 6.85212 1.03802 36.5711
85 6.93418 1.09256 38.3694
86 7.01624 1.04218 40.1256
87 7.09831 1.07657 41.9828
88 7.18037 1.09611 43.9172
89 7.26243 1.02751 45.7722
90 7.34449 1.072 47.7517
91 7.42655 1.07754 49.7867
92 7.50861 1.07817 51.8678
93 7.59067 1.07504 53.9883
94 7.67273 1.07309 56.1511
95 7.7548 1.1275 58.4722
96 7.83686 1.13424 60.8572
97 7.91892 1.11201 63.2444
98 8.00098 1.08861 65.63
99 8.08304 1.13478 68.1683
100 8.1651 1.1426 70.7761
101 8.24716 1.10752 73.355
102 8.32923 1.14221 76.0678
103 8.41129 1.16226 78.8828
104 8.49335 1.17225 81.7778
105 8.57541 1.16562 84.7122
106 8.65747 1.14072 87.64
107 8.73953 1.16239 90.6794
108 8.82159 1.13224 93.6961
109 8.90365 1.13979 96.7894
110 8.98572 1.16533 100.011
111 9.06778 1.1714 103.308
112 9.14984 1.13917 106.573
113 9.2319 1.09787 109.777
114 9.31396 1.07648 112.973
115 9.39602 1.06889 116.204
116 9.47808 1.05382 119.445
117 9.56015 1.02441 122.651
118 9.64221 1.01057 125.868
119 9.72427 1.01328 129.148
120 9.80633 0.976141 132.362
121 9.88839 0.997657 135.701
122 9.97045 0.976044 139.023
123 10.0525 0.971677 142.384
124 10.1346 0.975308 145.814
125 10.2166 0.970898 149.284
126 10.2987 0.967496 152.797
127 10.3808 0.99028 156.451
128 10.4628 1.01296 160.247
129 10.5449 0.993893 164.031
130 10.6269 0.98948 167.857
131 10.709 1.00844 171.817
132 10.7911 1.02603 175.907
133 10.8731 1.01557 180.018
134 10.9552 1.01444 184.186
135 11.0372 1.02399 188.456
136 11.1193 1.03585 192.84
137 11.2014 1.05378 197.367
138 11.2834 1.02749 201.845
139 11.3655 1.04889 206.483
140 11.4476 1.04517 211.173
141 11.5296 1.06272 216.009
142 11.6117 1.04664 220.841
143 11.6937 1.06001 225.804
144 11.7758 1.02465 230.668
145 11.8579 1.03478 235.65
146 11.9399 1.01936 240.626
147 12.022 1.028 245.712
148 12.104 1.00781 250.767
149 12.1861 1.00489 255.876
150 12.2682 0.99329 260.994
670000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
