# Time-averaged data for fix rdf_CC_avg
# TimeStep Number-of-rows
# Row c_rdf_CC[1] c_rdf_CC[2] c_rdf_CC[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0.201495 0.00555556
36 2.91318 1.33548 0.0444444
37 2.99524 2.48578 0.121111
38 3.0773 5.52509 0.301111
39 3.15936 8.35725 0.587778
40 3.24142 11.2354 0.993333
41 3.32348 12.9384 1.48444
42 3.40555 15.1399 2.08778
43 3.48761 16.8614 2.79222
44 3.56967 17.3511 3.55111
45 3.65173 17.1193 4.33556
46 3.73379 16.9385 5.14667
47 3.81585 16.2782 5.96111
48 3.89791 15.7765 6.78444
49 3.97997 15.276 7.61556
50 4.06204 14.7021 8.44889
51 4.1441 15.8603 9.38444
52 4.22616 16.0447 10.3689
53 4.30822 16.7143 11.4344
54 4.39028 16.6794 12.5389
55 4.47234 17.3514 13.7311
56 4.5544 16.6993 14.9211
57 4.63647 16.0373 16.1056
58 4.71853 16.0936 17.3367
59 4.80059 16.6388 18.6533
60 4.88265 15.1859 19.8967
61 4.96471 15.3789 21.1989
62 5.04677 13.8038 22.4067
63 5.12883 13.5366 23.63
64 5.21089 14.6163 24.9933
65 5.29296 13.4143 26.2844
66 5.37502 13.889 27.6633
67 5.45708 13.3417 29.0278
68 5.53914 12.7142 30.3678
69 5.6212 12.3348 31.7067
70 5.70326 11.3771 32.9778
71 5.78532 10.5919 34.1956
72 5.86739 9.84637 35.36
73 5.94945 8.18963 36.3556
74 6.03151 7.8795 37.34
75 6.11357 6.92204 38.2289
76 6.19563 6.21244 39.0478
77 6.27769 4.90731 39.7122
78 6.35975 3.97618 40.2644
79 6.44181 2.87189 40.6733
80 6.52388 2.41912 41.0267
81 6.60594 1.96634 41.3211
82 6.688 1.1942 41.5044
83 6.77006 0.834112 41.6356
84 6.85212 0.786027 41.7622
85 6.93418 0.47193 41.84
86 7.01624 0.269798 41.8856
87 7.09831 0.251022 41.9289
88 7.18037 0.125592 41.9511
89 7.26243 0.0859829 41.9667
90 7.34449 0.0599074 41.9778
91 7.42655 0.0412077 41.9856
92 7.50861 0.045837 41.9944
93 7.59067 0.0112319 41.9967
94 7.67273 0 41.9967
95 7.7548 0.0107942 41.9989
96 7.83686 0.00528466 42
97 7.91892 0.0102882 42.0022
98 8.00098 0.0151149 42.0056
99 8.08304 0.0296333 42.0122
100 8.1651 0.00484329 42.0133
101 8.24716 0.0378926 42.0222
102 8.32923 0.0464551 42.0333
103 8.41129 0.0593355 42.0478
104 8.49335 0.0761955 42.0667
105 8.57541 0.0965934 42.0911
106 8.65747 0.133352 42.1256
107 8.73953 0.190114 42.1756
108 8.82159 0.178489 42.2233
109 8.90365 0.150363 42.2644
110 8.98572 0.199973 42.32
111 9.06778 0.251315 42.3911
112 9.14984 0.200653 42.4489
113 9.2319 0.359893 42.5544
114 9.31396 0.335266 42.6544
115 9.39602 0.376624 42.7689
116 9.47808 0.330535 42.8711
117 9.56015 0.38179 42.9911
118 9.64221 0.44114 43.1322
119 9.72427 0.406139 43.2644
120 9.80633 0.46044 43.4167
121 9.88839 0.423056 43.5589
122 9.97045 0.484321 43.7244
123 10.0525 0.45408 43.8822
124 10.1346 0.49746 44.0578
125 10.2166 0.501447 44.2378
126 10.2987 0.530019 44.4311
127 10.3808 0.56996 44.6422
128 10.4628 0.652054 44.8878
129 10.5449 0.668329 45.1433
130 10.6269 0.646797 45.3944
131 10.709 0.646076 45.6489
132 10.7911 0.644082 45.9067
133 10.8731 0.642331 46.1678
134 10.9552 0.735347 46.4711
135 11.0372 0.69779 46.7633
136 11.1193 0.787032 47.0978
137 11.2014 0.716066 47.4067
138 11.2834 0.810341 47.7611
139 11.3655 0.740762 48.09
140 11.4476 0.762304 48.4333
141 11.5296 0.834064 48.8144
142 11.6117 0.891666 49.2278
143 11.6937 0.988455 49.6922
144 11.7758 0.98179 50.16
145 11.8579 0.926486 50.6078
146 11.9399 0.981919 51.0889
147 12.022 0.97989 51.5756
148 12.104 0.909662 52.0333
149 12.1861 0.927175 52.5067
150 12.2682 0.998955 53.0233
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.0430448 0.00111111
35 2.83112 0.446702 0.0133333
36 2.91318 1.41688 0.0544444
37 2.99524 3.95312 0.175556
38 3.0773 6.66374 0.391111
39 3.15936 8.69959 0.687778
40 3.24142 11.3355 1.09444
41 3.32348 13.7849 1.61444
42 3.40555 16.0729 2.25111
43 3.48761 15.9879 2.91556
44 3.56967 17.5869 3.68111
45 3.65173 16.7551 4.44444
46 3.73379 16.5666 5.23333
47 3.81585 15.9497 6.02667
48 3.89791 15.6656 6.84
49 3.97997 16.0758 7.71
50 4.06204 16.6754 8.65
51 4.1441 15.3595 9.55111
52 4.22616 16.0787 10.5322
53 4.30822 16.6974 11.5911
54 4.39028 17.246 12.7267
55 4.47234 16.8593 13.8789
56 4.5544 16.7621 15.0667
57 4.63647 16.9454 16.3111
58 4.71853 16.2737 17.5489
59 4.80059 15.8203 18.7944
60 4.88265 15.2229 20.0344
61 4.96471 15.2663 21.32
62 5.04677 14.926 22.6189
63 5.12883 15.1204 23.9778
64 5.21089 13.9896 25.2756
65 5.29296 14.5113 26.6644
66 5.37502 13.0801 27.9556
67 5.45708 13.2126 29.3
68 5.53914 12.7638 30.6378
69 5.6212 12.2674 31.9622
70 5.70326 11.6772 33.26
71 5.78532 10.8346 34.4989
72 5.86739 9.73767 35.6444
73 5.94945 8.66175 36.6922
74 6.03151 7.5778 37.6344
75 6.11357 6.44647 38.4578
76 6.19563 5.90287 39.2322
77 6.27769 4.59463 39.8511
78 6.35975 3.75349 40.37
79 6.44181 3.18088 40.8211
80 6.52388 2.35285 41.1633
81 6.60594 1.981 41.4589
82 6.688 1.27873 41.6544
83 6.77006 1.00045 41.8111
84 6.85212 0.858448 41.9489
85 6.93418 0.561294 42.0411
86 7.01624 0.475791 42.1211
87 7.09831 0.271003 42.1678
88 7.18037 0.309404 42.2222
89 7.26243 0.352364 42.2856
90 7.34449 0.265941 42.3344
91 7.42655 0.183131 42.3689
92 7.50861 0.231347 42.4133
93 7.59067 0.271801 42.4667
94 7.67273 0.199527 42.5067
95 7.7548 0.205944 42.5489
96 7.83686 0.20172 42.5911
97 7.91892 0.348359 42.6656
98 8.00098 0.274907 42.7256
99 8.08304 0.369188 42.8078
100 8.1651 0.395901 42.8978
101 8.24716 0.378503 42.9856
102 8.32923 0.427257 43.0867
103 8.41129 0.382024 43.1789
104 8.49335 0.437964 43.2867
105 8.57541 0.540134 43.4222
106 8.65747 0.447702 43.5367
107 8.73953 0.520176 43.6722
108 8.82159 0.652722 43.8456
109 8.90365 0.710324 44.0378
110 8.98572 0.67718 44.2244
111 9.06778 0.601783 44.3933
112 9.14984 0.726935 44.6011
113 9.2319 0.615177 44.78
114 9.31396 0.765528 45.0067
115 9.39602 0.810898 45.2511
116 9.47808 0.855155 45.5133
117 9.56015 0.915202 45.7989
118 9.64221 0.88915 46.0811
119 9.72427 0.805745 46.3411
120 9.80633 0.896618 46.6356
121 9.88839 0.918363 46.9422
122 9.97045 0.897279 47.2467
123 10.0525 0.982202 47.5856
124 10.1346 1.03901 47.95
125 10.2166 0.982202 48.3
126 10.2987 1.06157 48.6844
127 10.3808 0.942318 49.0311
128 10.4628 1.19775 49.4789
