# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.710166 0.758533 0.73195 2.20065
602000 1.79622 1.87414 1.77645 5.44681
603000 2.7081 2.60202 2.83925 8.14938
604000 3.38699 3.20296 3.83584 10.4258
605000 4.24655 4.12108 4.47578 12.8434
606000 5.19283 5.19309 5.36564 15.7516
607000 5.96049 5.83796 6.02145 17.8199
608000 6.69267 6.94817 6.94751 20.5883
609000 7.62589 7.73272 8.28535 23.644
610000 8.5661 8.57213 9.23608 26.3743
611000 9.36568 9.26324 10.3211 28.95
612000 10.7084 10.0372 11.0054 31.751
613000 11.5478 10.672 11.8989 34.1186
614000 12.5337 11.841 12.9659 37.3406
615000 13.074 13.1903 14.4435 40.7077
616000 14.0786 14.3854 15.1957 43.6597
617000 15.2464 15.3419 15.3065 45.8948
618000 16.3687 16.139 16.7223 49.2299
619000 17.2793 16.9525 17.7884 52.0201
620000 18.3014 18.1059 18.1032 54.5105
621000 18.4667 18.885 19.2235 56.5753
622000 19.3974 19.265 20.263 58.9254
623000 20.0843 20.5251 21.3699 61.9793
624000 21.5053 21.1421 22.5035 65.151
625000 21.9419 21.7827 23.6516 67.3762
626000 22.8419 22.3415 23.7565 68.9398
627000 23.668 22.6982 24.0203 70.3865
628000 24.2043 23.6434 24.3522 72.2
629000 24.1328 24.3957 24.9459 73.4743
630000 24.9219 25.0226 25.8931 75.8376
631000 25.7094 25.5944 27.1653 78.4691
632000 25.6771 26.2854 27.647 79.6095
633000 26.3815 26.7239 28.4836 81.5889
634000 27.296 27.234 29.8796 84.4096
635000 28.1102 28.0674 30.4905 86.6681
636000 29.0004 28.867 30.9892 88.8566
637000 30.0355 29.3932 32.1288 91.5575
638000 30.7838 29.8037 33.209 93.7965
639000 31.3207 30.8277 34.0808 96.2292
640000 31.8353 32.1482 34.519 98.5024
641000 31.8632 32.8273 34.7634 99.4538
642000 32.3939 33.473 36.058 101.925
643000 33.5194 34.5859 37.2251 105.33
644000 34.714 34.9929 39.3152 109.022
645000 35.2599 35.9954 39.6379 110.893
646000 35.9403 36.758 40.2689 112.967
647000 37.2957 37.6117 41.6366 116.544
648000 38.1646 38.1776 42.5465 118.889
649000 39.1432 38.8417 43.5045 121.489
650000 40.4117 40.2438 44.7863 125.442
651000 41.4167 41.5539 45.3896 128.36
652000 42.3858 42.1617 46.7545 131.302
653000 43.1242 43.1415 47.7636 134.029
654000 43.6777 44.6436 48.6148 136.936
655000 45.0802 46.5282 49.8103 141.419
656000 46.388 47.5943 50.9311 144.913
657000 46.9512 47.702 51.6977 146.351
658000 47.3659 48.7015 52.7358 148.803
659000 48.1195 48.8116 53.456 150.387
660000 48.5936 49.6521 54.3526 152.598
661000 49.661 50.6617 55.424 155.747
662000 50.4406 51.0927 56.0369 157.57
663000 51.1025 51.1021 56.6383 158.843
664000 51.321 51.0293 57.7303 160.081
665000 51.4309 51.8265 57.9707 161.228
666000 52.0415 53.0221 58.6676 163.731
667000 53.149 54.4854 60.1746 167.809
668000 53.3163 54.9493 61.096 169.362
669000 53.2369 56.2673 61.4441 170.948
670000 54.1313 57.3967 62.3828 173.911
671000 55.4885 58.234 62.5392 176.262
672000 56.2841 59.1209 63.2737 178.679
673000 57.2338 59.3208 63.819 180.374
674000 57.0868 59.7543 64.5391 181.38
