# Time-averaged data for fix thermo_avg_npt
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
101000 0.3 299.703 -17.0285 -20631.5 3352.77 -17278.7 54763 1.04172
102000 0.3 298.928 11.4364 -20653.6 3344.11 -17309.5 54625.7 1.04434
103000 0.3 298.271 210.85 -20671.4 3336.75 -17334.7 54218 1.05219
104000 0.3 299.319 -73.6436 -20576.6 3348.48 -17228.1 54790.9 1.04121
105000 0.3 300.249 -108.599 -20591.8 3358.87 -17232.9 55253.7 1.03247
106000 0.3 300.529 22.9672 -20607.5 3362.01 -17245.5 55068.4 1.03595
107000 0.3 299.455 89.5932 -20673.2 3350 -17323.2 54732.2 1.0423
108000 0.3 302.596 -26.1723 -20661.3 3385.13 -17276.2 54866.5 1.03975
109000 0.3 299.646 -31.5147 -20646.5 3352.13 -17294.4 54928.4 1.03858
110000 0.3 299.309 57.3407 -20706.2 3348.37 -17357.9 54940.2 1.03835
111000 0.3 300.34 143.423 -20637.2 3359.9 -17277.3 54839.8 1.04026
112000 0.3 300.627 38.4749 -20574.2 3363.11 -17211.1 54878.3 1.03953
113000 0.3 300.484 -26.4359 -20592.2 3361.51 -17230.7 55288.5 1.03182
114000 0.3 299.459 17.848 -20626.5 3350.04 -17276.5 55043.5 1.03643
115000 0.3 300.433 183.526 -20660.8 3360.94 -17299.9 54670.8 1.04347
116000 0.3 300.158 -398.867 -20683.6 3357.86 -17325.8 55196.6 1.03354
117000 0.3 299.015 -97.6647 -20667.2 3345.07 -17322.2 55097.4 1.0354
118000 0.3 298.329 193.889 -20694.9 3337.4 -17357.5 54584 1.04513
119000 0.3 298.095 -252.951 -20604.5 3334.78 -17269.7 54792.4 1.04116
120000 0.3 298.138 182.492 -20638.2 3335.26 -17302.9 54635.9 1.04414
121000 0.3 299.918 -197.022 -20674.8 3355.17 -17319.6 55013.6 1.03697
122000 0.3 298.804 -226.645 -20733.8 3342.72 -17391.1 55089.4 1.03555
123000 0.3 299.167 165.932 -20764 3346.78 -17417.3 54505.2 1.04665
124000 0.3 300.289 153.328 -20736.3 3359.33 -17376.9 54806.5 1.0409
125000 0.3 299.506 -217.562 -20697 3350.57 -17346.5 55511.7 1.02767
126000 0.3 299.901 25.5362 -20633.6 3354.99 -17278.6 55309.5 1.03144
127000 0.3 300.161 170.315 -20602.9 3357.89 -17245 54745.9 1.04204
128000 0.3 300.908 -57.7234 -20605.5 3366.25 -17239.2 54953.8 1.0381
129000 0.3 300.801 -89.9697 -20613.7 3365.05 -17248.6 55192.2 1.03361
130000 0.3 298.342 120.554 -20677.3 3337.54 -17339.8 54981.7 1.03757
131000 0.3 299.596 127.319 -20644 3351.57 -17292.5 54663.1 1.04362
132000 0.3 298.871 98.3532 -20682 3343.47 -17338.5 54954.9 1.03808
133000 0.3 298.42 -152.014 -20631.1 3338.42 -17292.7 55176 1.03392
134000 0.3 300.321 -107.088 -20602 3359.68 -17242.3 54933.6 1.03848
135000 0.3 299.532 72.4761 -20529.7 3350.86 -17178.9 54836.3 1.04032
136000 0.3 300.657 46.7896 -20624.4 3363.45 -17260.9 54702.6 1.04287
137000 0.3 299.48 -65.4943 -20579.4 3350.28 -17229.1 54684.7 1.04321
138000 0.3 299.471 40.3201 -20669.5 3350.18 -17319.3 54804.3 1.04093
139000 0.3 300.797 14.6599 -20710.9 3365.01 -17345.9 54771 1.04156
140000 0.3 300.192 -129.464 -20691 3358.24 -17332.8 54750.5 1.04195
141000 0.3 298.751 -128.322 -20632.9 3342.12 -17290.8 54724.7 1.04244
142000 0.3 299.872 -6.87294 -20670.5 3354.66 -17315.8 54761.7 1.04174
143000 0.3 299.638 253.892 -20645.1 3352.05 -17293 54591.3 1.04499
144000 0.3 300.586 -309.252 -20609.4 3362.65 -17246.7 54734.4 1.04226
145000 0.3 300.421 46.2239 -20715.6 3360.81 -17354.8 54585.1 1.04512
146000 0.3 298.065 301.619 -20671.9 3334.45 -17337.5 54744.3 1.04209
147000 0.3 300.749 -301.139 -20638.4 3364.47 -17274 55556.2 1.02685
148000 0.3 302.008 199.199 -20657.4 3378.55 -17278.8 55180.5 1.03384
149000 0.3 299.571 -78.4367 -20720.3 3351.3 -17369 55010.8 1.03702
150000 0.3 300.945 -11.5374 -20628.8 3366.67 -17262.1 55149 1.03443
151000 0.3 300.645 -350.139 -20620.1 3363.31 -17256.8 54976.9 1.0377
152000 0.3 300.135 38.6507 -20707.5 3357.6 -17349.9 54173.6 1.05305
153000 0.3 299.525 3.26255 -20653.6 3350.78 -17302.9 54569.3 1.04542
154000 0.3 300.074 -101.948 -20800 3356.92 -17443.1 54706.4 1.04279
155000 0.3 301.912 -228.536 -20718.9 3377.48 -17341.4 54494 1.04686
156000 0.3 299.321 108.49 -20679.6 3348.49 -17331.1 54602.3 1.04479
157000 0.3 299.948 74.5449 -20700.8 3355.51 -17345.3 54941.6 1.03833
158000 0.3 300.422 -93.1662 -20650.8 3360.81 -17290 54758.8 1.0418
159000 0.3 299.803 125.901 -20606.6 3353.89 -17252.7 54647.2 1.04393
160000 0.3 299.842 -174.697 -20589.5 3354.33 -17235.2 55280.4 1.03197
161000 0.3 299.057 -94.261 -20659.4 3345.54 -17313.9 55124.4 1.03489
162000 0.3 300.919 254.833 -20664 3366.38 -17297.6 54845 1.04016
163000 0.3 300.053 -162.292 -20600.2 3356.69 -17243.5 55165 1.03413
