# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0325458 0.00682708
32 2.58493 0.563452 0.132736
33 2.66699 2.00763 0.610297
34 2.74905 3.1427 1.40459
35 2.83112 2.99708 2.20795
36 2.91318 2.30402 2.86189
37 2.99524 1.61037 3.34516
38 3.0773 1.13506 3.70464
39 3.15936 0.867576 3.99429
40 3.24142 0.813862 4.28036
41 3.32348 0.767083 4.56374
42 3.40555 0.788297 4.8695
43 3.48761 0.8154 5.20123
44 3.56967 0.822674 5.55187
45 3.65173 0.86777 5.93889
46 3.73379 0.893826 6.35568
47 3.81585 0.97561 6.83078
48 3.89791 0.98057 7.32904
49 3.97997 1.01722 7.86794
50 4.06204 1.05771 8.45159
51 4.1441 1.10005 9.08338
52 4.22616 1.1415 9.76519
53 4.30822 1.13597 10.4703
54 4.39028 1.1314 11.1996
55 4.47234 1.12892 11.9547
56 4.5544 1.14192 12.7467
57 4.63647 1.11432 13.5477
58 4.71853 1.09365 14.3619
59 4.80059 1.08728 15.1999
60 4.88265 1.04762 16.035
61 4.96471 1.01419 16.871
62 5.04677 1.0104 17.7315
63 5.12883 0.959707 18.5758
64 5.21089 0.948962 19.4376
65 5.29296 0.929262 20.3082
66 5.37502 0.936798 21.2134
67 5.45708 0.908942 22.1187
68 5.53914 0.891079 23.033
69 5.6212 0.900082 23.9841
70 5.70326 0.911019 24.9752
71 5.78532 0.891242 25.9728
72 5.86739 0.918858 27.0307
73 5.94945 0.931141 28.133
74 6.03151 0.963267 29.305
75 6.11357 0.958566 30.5032
76 6.19563 1.01051 31.8004
77 6.27769 1.00471 33.1246
78 6.35975 1.01516 34.4977
79 6.44181 1.04553 35.9486
80 6.52388 1.04675 37.4385
81 6.60594 1.04528 38.964
82 6.688 1.0638 40.5553
83 6.77006 1.07394 42.2015
84 6.85212 1.07227 43.8849
85 6.93418 1.04999 45.5733
86 7.01624 1.04778 47.2984
87 7.09831 1.03303 49.0392
88 7.18037 1.04616 50.8429
89 7.26243 1.02482 52.6504
90 7.34449 1.01837 54.4873
91 7.42655 1.00813 56.3468
92 7.50861 0.993027 58.2191
93 7.59067 0.995338 60.137
94 7.67273 0.991481 62.089
95 7.7548 0.989731 64.0795
96 7.83686 0.975396 66.0828
97 7.91892 0.97166 68.1205
98 8.00098 0.972701 70.2027
99 8.08304 0.989959 72.3658
100 8.1651 0.986395 74.565
101 8.24716 0.988511 76.8134
102 8.32923 0.986725 79.1029
103 8.41129 0.989223 81.4435
104 8.49335 1.0033 83.8638
105 8.57541 0.989329 86.2968
106 8.65747 0.988159 88.7736
107 8.73953 1.00591 91.3431
108 8.82159 1.00943 93.9701
109 8.90365 1.00161 96.6255
110 8.98572 0.98845 99.2947
111 9.06778 1.00283 102.052
112 9.14984 0.996118 104.841
113 9.2319 1.00175 107.697
114 9.31396 0.99495 110.583
115 9.39602 1.00424 113.548
116 9.47808 0.994468 116.536
117 9.56015 0.995483 119.578
118 9.64221 1.0032 122.697
119 9.72427 0.994995 125.844
120 9.80633 0.992798 129.036
121 9.88839 0.9875 132.266
122 9.97045 0.997148 135.58
123 10.0525 1.00006 138.96
124 10.1346 1.01169 142.435
125 10.2166 0.995047 145.908
126 10.2987 0.99861 149.45
127 10.3808 1.00263 153.063
128 10.4628 1.00149 156.73
129 10.5449 0.997472 160.439
130 10.6269 1.00445 164.232
131 10.709 1.00914 168.103
132 10.7911 1.00585 172.02
133 10.8731 1.00826 176.006
134 10.9552 1.01216 180.069
135 11.0372 1.00371 184.158
136 11.1193 0.999203 188.289
137 11.2014 0.99915 192.482
138 11.2834 0.996895 196.726
139 11.3655 0.997276 201.034
140 11.4476 0.996657 205.402
141 11.5296 0.998595 209.842
142 11.6117 0.998221 214.343
143 11.6937 1.00406 218.934
144 11.7758 0.992615 223.537
145 11.8579 0.995969 228.221
146 11.9399 0.996629 232.972
147 12.022 1.00036 237.807
148 12.104 0.988307 242.649
149 12.1861 1.00488 247.639
150 12.2682 0.997965 252.662
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0443462 0.00928931
32 2.58493 0.577423 0.138332
33 2.66699 2.00542 0.615445
34 2.74905 3.17297 1.41746
35 2.83112 2.98437 2.21746
36 2.91318 2.31178 2.87353
37 2.99524 1.53895 3.33531
38 3.0773 1.0968 3.68271
39 3.15936 0.887677 3.97907
40 3.24142 0.818823 4.26682
41 3.32348 0.81299 4.56721
42 3.40555 0.781202 4.87029
43 3.48761 0.81046 5.2
44 3.56967 0.852512 5.5634
45 3.65173 0.866707 5.94997
46 3.73379 0.895956 6.36777
47 3.81585 0.939104 6.82507
48 3.89791 0.983164 7.32468
49 3.97997 1.00665 7.85797
50 4.06204 1.07017 8.44857
51 4.1441 1.07493 9.06592
52 4.22616 1.07556 9.70834
53 4.30822 1.14046 10.4163
54 4.39028 1.1553 11.1609
55 4.47234 1.13122 11.9176
56 4.5544 1.1331 12.7036
57 4.63647 1.1066 13.4992
58 4.71853 1.11114 14.3266
59 4.80059 1.10293 15.1766
60 4.88265 1.03831 16.0044
61 4.96471 1.03464 16.8572
62 5.04677 1.01085 17.7183
63 5.12883 0.991704 18.5908
64 5.21089 0.967368 19.4693
65 5.29296 0.951815 20.3612
66 5.37502 0.929475 21.2593
67 5.45708 0.916512 22.172
68 5.53914 0.919292 23.1152
69 5.6212 0.909333 24.0761
70 5.70326 0.891815 25.0463
71 5.78532 0.882793 26.0346
72 5.86739 0.907726 27.0797
73 5.94945 0.910321 28.1574
74 6.03151 0.945729 29.3081
75 6.11357 0.966282 30.5159
76 6.19563 0.986151 31.7819
77 6.27769 1.01145 33.1149
78 6.35975 1.02826 34.506
79 6.44181 1.03632 35.9443
80 6.52388 1.04227 37.428
81 6.60594 1.04956 38.9598
82 6.688 1.05389 40.5362
83 6.77006 1.06998 42.1763
84 6.85212 1.05378 43.8309
85 6.93418 1.05344 45.525
86 7.01624 1.05496 47.2619
87 7.09831 1.03903 49.0128
88 7.18037 1.04551 50.8154
89 7.26243 1.03385 52.6391
90 7.34449 1.01118 54.4632
91 7.42655 1.00266 56.3126
92 7.50861 1.00098 58.2
93 7.59067 0.999226 60.1255
94 7.67273 0.981883 62.0586
95 7.7548 0.98177 64.0331
96 7.83686 0.987751 66.062
97 7.91892 0.986489 68.1308
98 8.00098 0.980503 70.23
99 8.08304 0.986758 72.3861
100 8.1651 0.987909 74.5887
101 8.24716 0.980558 76.8194
102 8.32923 0.993737 79.1251
103 8.41129 0.988866 81.4649
104 8.49335 0.986585 83.845
105 8.57541 0.997411 86.2979
106 8.65747 0.991213 88.7824
107 8.73953 0.984242 91.2966
108 8.82159 1.00797 93.9202
109 8.90365 1.00677 96.5894
110 8.98572 0.999417 99.288
111 9.06778 1.0073 102.058
112 9.14984 1.0091 104.883
113 9.2319 0.989681 107.704
114 9.31396 1.00032 110.606
115 9.39602 1.00383 113.57
116 9.47808 0.999162 116.572
117 9.56015 1.00237 119.636
118 9.64221 0.997865 122.739
119 9.72427 0.993163 125.879
120 9.80633 0.990048 129.063
121 9.88839 0.997862 132.326
122 9.97045 1.00293 135.661
123 10.0525 0.99121 139.011
124 10.1346 0.989247 142.409
125 10.2166 0.997406 145.891
126 10.2987 0.992813 149.412
127 10.3808 0.998424 153.011
128 10.4628 1.00096 156.675
129 10.5449 0.998862 160.39
