# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 299.469 283.099 -21272.6 3350.16 54294.6 1.05071
600200 294.976 -446.645 -21249.2 3299.89 54632.6 1.0442
600300 302.895 199.37 -21227.5 3388.49 54572.8 1.04535
600400 297.987 -112.049 -21260.8 3333.57 54536.9 1.04603
600500 301.754 190.1 -21266.5 3375.71 54432.9 1.04803
600600 301.189 -145.146 -21223.8 3369.4 54531.5 1.04614
600700 297.415 41.789 -21224 3327.18 54620.3 1.04444
600800 301.499 90.5075 -21163.4 3372.86 54766.8 1.04165
600900 301.328 -364.506 -21181.7 3370.95 54966 1.03787
601000 298.123 249.689 -21260.3 3335.09 54714.4 1.04265
601100 298.663 46.4683 -21268.5 3341.14 54469 1.04734
601200 300.79 128.843 -21166.2 3364.93 54440.9 1.04788
601300 301.766 -279.803 -21111.9 3375.85 54601.3 1.0448
601400 296.315 326.397 -21188.7 3314.87 54424.7 1.04819
601500 299.232 289.111 -21191 3347.5 54441 1.04788
601600 301.796 -614.773 -21105.3 3376.18 54816.4 1.0407
601700 302.112 -21.3477 -21065.1 3379.72 54701.7 1.04289
601800 300.256 98.8168 -21156.2 3358.95 54394.1 1.04878
601900 298.169 41.8619 -21226.7 3335.61 54295.7 1.05068
602000 296.33 58.608 -21252 3315.04 54176.8 1.05299
602100 301.65 264.007 -21228.3 3374.56 54152 1.05347
602200 302.222 55.1809 -21147.8 3380.96 54586.2 1.0451
602300 298.645 -465.822 -21156.6 3340.94 54981.1 1.03758
602400 298.66 -107.668 -21195.2 3341.1 54788.7 1.04123
602500 301.341 114.123 -21107.3 3371.09 54437.3 1.04795
602600 300.384 61.3975 -21086.6 3360.39 54280.1 1.05098
602700 297.712 -4.26191 -21159.2 3330.5 54229.2 1.05197
602800 294.96 -340.236 -21156.1 3299.71 54115.2 1.05419
602900 301.449 306.134 -21149.7 3372.31 53768.7 1.06098
603000 296.251 -226.399 -21144.6 3314.15 53729.5 1.06175
603100 302.496 337.084 -21103.2 3384.02 53726.8 1.06181
603200 302.424 -143.58 -21145.9 3383.22 54008.3 1.05628
603300 298.618 60.4866 -21156.6 3340.64 54074.1 1.05499
603400 299.617 -20.5158 -21186.9 3351.81 54078.5 1.0549
603500 298.062 -34.5432 -21237.6 3334.42 54081.6 1.05484
603600 295.789 -354.683 -21271.8 3308.98 54076.4 1.05494
603700 300.046 318.864 -21205.2 3356.61 53937.1 1.05767
603800 298.468 -124.812 -21138.7 3338.96 54114.2 1.05421
603900 302.487 6.26686 -21083.7 3383.92 54205 1.05244
604000 299.123 -279.325 -21146.1 3346.28 54148 1.05355
604100 299.712 592.974 -21130.8 3352.87 53983.9 1.05675
604200 304.127 -202.38 -21035.4 3402.26 54283.6 1.05092
604300 301.814 0.277176 -20994.1 3376.39 54494.2 1.04686
604400 300.85 -329.136 -21030.4 3365.61 54639.1 1.04408
604500 300.144 -259.327 -21147.6 3357.7 54418.5 1.04831
604600 300.953 195.657 -21192.2 3366.75 54103.7 1.05441
604700 300.089 47.4133 -21159.9 3357.08 54136.3 1.05378
604800 300.225 0.386757 -21220 3358.62 54280.1 1.05098
604900 299.855 140.153 -21275.3 3354.48 54406.9 1.04853
605000 302.152 -56.6968 -21165.1 3380.17 54755.6 1.04186
605100 299.688 -510.787 -21072.4 3352.6 54809.3 1.04084
605200 298.494 149.358 -21176.7 3339.24 54382.9 1.049
605300 298.484 266.241 -21193.5 3339.14 54278.7 1.05101
605400 302.539 -64.5473 -21133.6 3384.49 54340.4 1.04982
605500 300.435 122.492 -21137.1 3360.96 54493.8 1.04686
605600 303.161 43.6094 -21130.7 3391.46 54773.1 1.04153
605700 298.759 -355.328 -21171.7 3342.21 54843.2 1.04019
605800 295.689 2.13682 -21105 3307.87 54533.5 1.0461
605900 301.939 384.319 -21127.2 3377.79 54181 1.05291
606000 296.626 197.84 -21178.7 3318.35 54282.3 1.05094
606100 299.312 -106.232 -21139.2 3348.39 54701.2 1.0429
606200 300.223 -390.289 -21079.8 3358.59 54900.4 1.03911
