# Time-averaged data for fix thermo_avg
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
601000 1 300.745 391.538 -22148 3364.43 -18783.5 53602.3 1.06429
602000 1 300.232 -157.11 -22165.3 3358.69 -18806.6 53721.3 1.06192
603000 1 299.076 45.1786 -22072.8 3345.76 -18727 53402.4 1.06827
604000 1 300.251 53.2478 -22110.2 3358.9 -18751.3 53124.2 1.07387
605000 1 300.068 -168.432 -22133.8 3356.85 -18776.9 53038.8 1.07559
606000 1 300.093 236.239 -22131.2 3357.14 -18774 53375.9 1.0688
607000 1 298.122 -32.8615 -22157.4 3335.09 -18822.3 53272.2 1.07091
608000 1 300.935 -11.6474 -22143.8 3366.55 -18777.2 53687.7 1.0626
609000 1 299.659 -29.8668 -22127.2 3352.27 -18774.9 53871.7 1.05899
610000 1 300.261 50.8601 -22119.3 3359.02 -18760.2 53900.5 1.0584
611000 1 300.058 194.879 -22167.4 3356.75 -18810.6 53556.8 1.0652
612000 1 297.288 -159.484 -22171.9 3325.76 -18846.1 53301.3 1.07032
613000 1 299.381 -214.059 -22134.4 3349.17 -18785.3 53249.2 1.07133
614000 1 299.477 -207.187 -22088.7 3350.25 -18738.5 53502.3 1.06628
615000 1 301.866 -58.5197 -22124.3 3376.97 -18747.3 53393.1 1.06847
616000 1 299.235 157.808 -22150 3347.53 -18802.4 53180.7 1.07272
617000 1 299.325 -18.5035 -22102.2 3348.54 -18753.6 53567.1 1.06499
618000 1 301.014 212.266 -22170.8 3367.44 -18803.4 53659.1 1.06319
619000 1 301.664 -122.047 -22194.9 3374.71 -18820.2 53795.4 1.06048
620000 1 298.916 10.4302 -22130.1 3343.97 -18786.1 53616.7 1.064
621000 1 301.027 275.308 -22184.3 3367.58 -18816.7 53523.3 1.06585
622000 1 299.861 120.061 -22173.5 3354.53 -18819 53600.2 1.06436
623000 1 301.023 75.2625 -22177.4 3367.53 -18809.9 53695.5 1.06244
624000 1 300.446 64.9075 -22178.3 3361.08 -18817.3 53390.7 1.06851
625000 1 298.186 -41.0611 -22174.2 3335.8 -18838.3 53658.5 1.06318
626000 1 300.77 310.447 -22189 3364.71 -18824.3 53805.9 1.06026
627000 1 300.304 -22.9487 -22206.6 3359.5 -18847.1 53371.1 1.06894
628000 1 299.765 -123.613 -22141.3 3353.46 -18787.8 53138.6 1.07358
629000 1 298.569 -40.4817 -22082.9 3340.08 -18742.8 53164.9 1.07307
630000 1 299.111 56.9656 -22184.2 3346.15 -18838.1 53511.4 1.06612
631000 1 299.507 -58.2733 -22128.5 3350.57 -18777.9 53682 1.06273
632000 1 300.045 32.6622 -22112.2 3356.6 -18755.6 53737.2 1.06162
633000 1 299.34 -21.5431 -22123.9 3348.71 -18775.2 53725.2 1.06184
634000 1 299.532 -28.0616 -22160 3350.86 -18809.1 53309.6 1.07014
635000 1 298.56 -320.172 -22172.4 3339.98 -18832.4 53257.2 1.07119
