# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.722329 0.775145 0.719758 2.21723
602000 1.67516 1.77058 1.721 5.16674
603000 2.56586 2.6899 2.6239 7.87966
604000 3.63242 3.80438 3.43448 10.8713
605000 4.40167 5.00932 4.21765 13.6287
606000 5.38043 5.89924 4.96945 16.2491
607000 6.28573 6.70466 5.84663 18.837
608000 7.1607 7.3546 6.57346 21.0888
609000 8.22636 8.08257 7.53487 23.8438
610000 8.9197 8.76891 8.42018 26.1088
611000 9.87705 10.1412 9.41209 29.4303
612000 11.3763 11.1695 10.49 33.0358
613000 12.6485 11.9383 11.0986 35.6854
614000 13.6454 12.593 11.6565 37.8949
615000 14.1747 13.2678 12.311 39.7535
616000 15.011 14.01 13.2504 42.2714
617000 15.7486 15.6239 14.4518 45.8242
618000 16.2927 16.9089 15.2991 48.5006
619000 17.1991 17.37 16.2842 50.8534
620000 17.972 17.9621 17.1398 53.0739
621000 19.6231 18.9495 18.4011 56.9738
622000 20.4237 20.0853 19.399 59.9079
623000 21.8037 21.1914 20.4286 63.4238
624000 22.6822 22.2247 21.1285 66.0354
625000 23.235 23.0747 21.8318 68.1415
626000 24.3221 23.8555 23.1491 71.3268
627000 24.9469 25.074 23.9173 73.9382
628000 26.0745 26.1915 24.7273 76.9933
629000 27.4598 26.9446 25.6163 80.0207
630000 28.0993 28.116 26.4101 82.6254
631000 28.9961 29.4027 27.1667 85.5655
632000 30.1214 30.1612 27.6929 87.9754
633000 30.8703 31.2768 28.2035 90.3506
634000 32.355 31.7836 29.6216 93.7602
635000 33.024 32.6055 30.3998 96.0293
636000 33.563 33.4484 30.8079 97.8193
637000 34.6494 34.1497 31.8663 100.665
638000 35.4273 35.1651 34.0023 104.595
639000 36.1446 35.6063 35.0526 106.804
640000 36.8475 36.3218 36.2208 109.39
641000 37.8947 37.6526 37.0115 112.559
642000 38.932 38.3418 37.7624 115.036
643000 40.6782 39.1967 38.1273 118.002
644000 41.102 40.281 38.7939 120.177
645000 41.0276 41.341 40.0499 122.419
646000 41.8435 42.1033 41.2056 125.152
647000 42.1996 43.0285 42.1473 127.375
648000 42.9808 44.0991 42.8373 129.917
649000 43.8203 44.8526 43.7727 132.446
650000 44.2751 45.3732 44.8061 134.454
651000 45.0969 46.546 45.731 137.374
652000 46.0471 47.2474 46.9652 140.26
653000 47.1123 48.605 48.3052 144.022
654000 47.864 49.0335 49.5041 146.402
655000 49.1053 49.4757 50.346 148.927
656000 50.3357 50.6662 50.7848 151.787
657000 51.4816 52.167 51.918 155.567
658000 51.7378 53.4021 52.1214 157.261
659000 52.7927 54.5831 53.0787 160.454
660000 54.082 55.343 54.7243 164.149
661000 54.8941 56.25 55.5018 166.646
662000 55.9117 57.1085 56.3292 169.349
663000 56.9732 58.3003 58.4574 173.731
664000 57.5818 59.1619 59.3809 176.125
665000 58.3547 60.2905 60.3839 179.029
666000 59.7408 61.0313 61.1936 181.966
667000 61.2983 62.8794 62.3037 186.481
668000 62.1074 63.1282 63.7686 189.004
669000 62.6042 63.7689 64.1135 190.487
670000 64.2671 64.164 64.2132 192.644
671000 65.133 64.5295 65.1206 194.783
672000 66.2676 65.4865 66.1503 197.904
673000 66.8301 66.3639 67.3515 200.545
674000 67.4616 67.7569 68.2173 203.436
675000 67.3208 68.5798 68.8978 204.798
676000 67.5864 69.3579 69.8402 206.785
677000 67.9682 70.2395 71.7005 209.908
678000 68.6999 71.1202 72.8545 212.675
679000 70.2273 71.8091 74.0752 216.112
680000 70.9146 71.7867 75.0767 217.778
681000 71.8992 72.7938 76.5138 221.207
682000 72.5789 73.8837 77.8194 224.282
683000 73.6376 74.3546 79.4643 227.457
684000 74.6686 75.7711 80.908 231.348
685000 75.737 76.8679 81.2739 233.879
686000 76.4033 78.1797 82.3239 236.907
687000 77.488 78.5573 82.0185 238.064
688000 78.0865 79.3032 83.6555 241.045
689000 78.1464 79.5803 85.0528 242.78
690000 79.3185 80.6491 86.1066 246.074
691000 79.9599 80.0627 86.9156 246.938
692000 80.6685 80.6141 87.868 249.151
693000 81.3574 81.2666 88.6682 251.292
694000 82.2838 82.2442 89.8335 254.362
695000 83.3119 82.8926 90.6737 256.878
696000 84.5765 83.3515 91.9621 259.89
697000 84.8713 83.5986 92.6377 261.108
698000 85.3084 83.9954 92.8763 262.18
699000 86.3752 85.382 94.3233 266.08
700000 86.9396 86.3377 94.6771 267.954
701000 87.6183 87.3749 95.1528 270.146
702000 88.4064 88.4739 96.0745 272.955
703000 89.545 89.9009 98.3918 277.838
704000 90.8745 90.6757 99.2926 280.843
705000 92.5335 91.7104 100.405 284.648
706000 93.8569 92.7117 102.315 288.884
707000 94.5566 92.9119 102.608 290.077
708000 95.8545 94.2761 104.716 294.846
709000 96.8113 94.5945 105.87 297.275
710000 97.1347 96.4917 106.788 300.415
711000 96.9253 97.0466 107.626 301.598
712000 98.277 98.4765 107.654 304.407
713000 99.0952 99.3478 106.801 305.244
714000 100.366 99.7736 108.111 308.251
715000 100.566 100.424 109.041 310.031
716000 99.8871 100.415 109.137 309.439
717000 101.551 102.198 110.299 314.049
718000 102.567 103.393 111.246 317.206
719000 104.3 104.104 111.824 320.227
