# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000570155 0.000111919
31 2.50287 0.0449593 0.00951315
32 2.58493 0.561947 0.134751
33 2.66699 2.01318 0.612311
34 2.74905 3.11033 1.39619
35 2.83112 2.99555 2.19709
36 2.91318 2.28489 2.84376
37 2.99524 1.57214 3.31416
38 3.0773 1.13881 3.67387
39 3.15936 0.918792 3.97974
40 3.24142 0.793596 4.25786
41 3.32348 0.787045 4.54785
42 3.40555 0.77831 4.84891
43 3.48761 0.799219 5.17314
44 3.56967 0.84223 5.53106
45 3.65173 0.858089 5.9127
46 3.73379 0.91711 6.33912
47 3.81585 0.980512 6.81533
48 3.89791 0.981397 7.31259
49 3.97997 1.04236 7.86323
50 4.06204 1.06898 8.45148
51 4.1441 1.12131 9.09368
52 4.22616 1.09324 9.74482
53 4.30822 1.10999 10.4319
54 4.39028 1.13429 11.1611
55 4.47234 1.14917 11.9276
56 4.5544 1.11459 12.6986
57 4.63647 1.12329 13.504
58 4.71853 1.09294 14.3155
59 4.80059 1.08346 15.1482
60 4.88265 1.05261 15.9851
61 4.96471 1.03649 16.8372
62 5.04677 1.0083 17.6937
63 5.12883 0.965824 18.5409
64 5.21089 0.975846 19.4246
65 5.29296 0.926484 20.2903
66 5.37502 0.922873 21.1795
67 5.45708 0.905213 22.0786
68 5.53914 0.909982 23.0097
69 5.6212 0.898864 23.9569
70 5.70326 0.899236 24.9324
71 5.78532 0.889895 25.9257
72 5.86739 0.906992 26.9671
73 5.94945 0.939617 28.0763
74 6.03151 0.942042 29.2193
75 6.11357 0.956336 30.4113
76 6.19563 1.01086 31.7054
77 6.27769 1.01715 33.0423
78 6.35975 1.0243 34.424
79 6.44181 1.04443 35.8694
80 6.52388 1.05262 37.3635
81 6.60594 1.05911 38.9048
82 6.688 1.07201 40.504
83 6.77006 1.06164 42.1267
84 6.85212 1.06175 43.7893
85 6.93418 1.06293 45.4937
86 7.01624 1.04726 47.213
87 7.09831 1.06381 49.0006
88 7.18037 1.03538 50.7809
89 7.26243 1.02836 52.5897
90 7.34449 1.01684 54.4189
91 7.42655 1.01037 56.2773
92 7.50861 0.989813 58.1386
93 7.59067 1.00451 60.0688
94 7.67273 0.986597 62.0058
95 7.7548 0.978374 63.968
96 7.83686 0.982285 65.9799
97 7.91892 0.982181 68.0339
98 8.00098 0.971056 70.1071
99 8.08304 0.984429 72.2522
100 8.1651 0.989489 74.4522
101 8.24716 0.977579 76.6695
102 8.32923 0.977472 78.9312
103 8.41129 0.983379 81.2515
104 8.49335 0.988966 83.6308
105 8.57541 1.00181 86.0877
106 8.65747 1.00444 88.5984
107 8.73953 1.00361 91.1549
108 8.82159 0.99087 93.7266
109 8.90365 1.00361 96.3799
110 8.98572 1.01206 99.105
111 9.06778 1.01497 101.888
112 9.14984 1.00175 104.685
113 9.2319 1.0008 107.53
114 9.31396 0.993051 110.403
115 9.39602 1.00059 113.349
116 9.47808 1.00747 116.367
117 9.56015 1.01069 119.448
118 9.64221 1.00132 122.553
119 9.72427 1.00191 125.712
120 9.80633 1.00125 128.923
121 9.88839 0.996944 132.174
122 9.97045 1.00003 135.49
123 10.0525 0.994904 138.843
124 10.1346 0.996845 142.257
125 10.2166 0.990268 145.705
126 10.2987 1.00175 149.248
127 10.3808 1.00256 152.851
128 10.4628 1.00502 156.52
129 10.5449 0.996601 160.216
130 10.6269 0.999975 163.982
131 10.709 1.00696 167.833
132 10.7911 1.00779 171.747
133 10.8731 1.00188 175.697
134 10.9552 0.996534 179.686
135 11.0372 0.996567 183.735
136 11.1193 1.00413 187.875
137 11.2014 1.00303 192.072
138 11.2834 1.00825 196.353
139 11.3655 0.999388 200.658
140 11.4476 0.99828 205.021
141 11.5296 1.00022 209.455
142 11.6117 0.987404 213.895
143 11.6937 1.01223 218.511
144 11.7758 1.00576 223.163
145 11.8579 0.993083 227.819
146 11.9399 0.996175 232.556
147 12.022 1.00051 237.378
148 12.104 0.996773 242.248
149 12.1861 1.00057 247.204
150 12.2682 0.997502 252.211
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0439065 0.00917739
32 2.58493 0.579054 0.13822
33 2.66699 2.0252 0.618579
34 2.74905 3.17133 1.41768
35 2.83112 2.99244 2.21746
36 2.91318 2.27415 2.861
37 2.99524 1.5754 3.33229
38 3.0773 1.06962 3.67006
39 3.15936 0.889595 3.96609
40 3.24142 0.804406 4.2479
41 3.32348 0.786245 4.53744
42 3.40555 0.795864 4.84522
43 3.48761 0.803928 5.17135
44 3.56967 0.830183 5.52412
45 3.65173 0.891123 5.92043
46 3.73379 0.915058 6.34583
47 3.81585 0.94806 6.80604
48 3.89791 0.987857 7.30644
49 3.97997 0.998164 7.83369
50 4.06204 1.05718 8.41533
51 4.1441 1.11982 9.05663
52 4.22616 1.14522 9.73856
53 4.30822 1.13982 10.4439
54 4.39028 1.13586 11.1739
55 4.47234 1.15956 11.9473
56 4.5544 1.13885 12.7349
57 4.63647 1.12096 13.5384
58 4.71853 1.09284 14.3497
59 4.80059 1.05933 15.1637
60 4.88265 1.04068 15.9909
61 4.96471 1.03913 16.845
62 5.04677 1.0047 17.6982
63 5.12883 0.984659 18.5616
64 5.21089 0.960878 19.4314
65 5.29296 0.944955 20.314
66 5.37502 0.89676 21.178
67 5.45708 0.902416 22.074
68 5.53914 0.896916 22.9915
69 5.6212 0.896301 23.9358
70 5.70326 0.89761 24.9093
71 5.78532 0.912351 25.9275
72 5.86739 0.925862 26.9904
73 5.94945 0.936578 28.0958
74 6.03151 0.948271 29.246
75 6.11357 0.95795 30.4398
76 6.19563 0.982558 31.6975
77 6.27769 1.02213 33.0406
78 6.35975 1.05068 34.4576
79 6.44181 1.02751 35.8794
80 6.52388 1.03749 37.3517
81 6.60594 1.04582 38.8735
82 6.688 1.07289 40.4735
83 6.77006 1.07166 42.1111
84 6.85212 1.05876 43.7687
85 6.93418 1.05641 45.4623
86 7.01624 1.05106 47.1875
87 7.09831 1.04444 48.9422
88 7.18037 1.02289 50.7005
89 7.26243 1.04192 52.533
90 7.34449 1.01695 54.3621
91 7.42655 1.00942 56.2182
92 7.50861 1.01237 58.1213
93 7.59067 1.00316 60.0485
94 7.67273 0.987303 61.9865
95 7.7548 0.995762 63.983
96 7.83686 0.983121 65.996
97 7.91892 0.9786 68.0421
98 8.00098 0.982018 70.1382
99 8.08304 0.986814 72.2879
100 8.1651 0.980287 74.4668
101 8.24716 0.980819 76.6914
102 8.32923 0.990158 78.9818
103 8.41129 0.98459 81.3044
104 8.49335 0.996909 83.7022
105 8.57541 0.985777 86.1194
106 8.65747 1.00369 88.6278
107 8.73953 1.00512 91.1875
108 8.82159 1.00265 93.789
109 8.90365 0.993849 96.416
110 8.98572 1.01813 99.1568
111 9.06778 0.999838 101.898
112 9.14984 1.00388 104.7
113 9.2319 0.996166 107.531
114 9.31396 0.995004 110.409
115 9.39602 0.994173 113.336
116 9.47808 1.00413 116.343
117 9.56015 1.00003 119.391
118 9.64221 0.98833 122.455
119 9.72427 1.00248 125.615
120 9.80633 0.991829 128.795
121 9.88839 1.00323 132.066
122 9.97045 1.00184 135.387
123 10.0525 1.00815 138.784
124 10.1346 1.00212 142.215
125 10.2166 1.00271 145.705
126 10.2987 1.00551 149.261
127 10.3808 1.00903 152.887
128 10.4628 1.00286 156.547
129 10.5449 1.01276 160.302
