# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.00879955 0.00222222
35 2.83112 0.0374031 0.0122222
36 2.91318 0.082341 0.0355556
37 2.99524 0.126224 0.0733333
38 3.0773 0.239035 0.148889
39 3.15936 0.321891 0.256111
40 3.24142 0.373913 0.387222
41 3.32348 0.411484 0.538889
42 3.40555 0.4924 0.729444
43 3.48761 0.488529 0.927778
44 3.56967 0.501809 1.14111
45 3.65173 0.506976 1.36667
46 3.73379 0.559877 1.62722
47 3.81585 0.555626 1.89722
48 3.89791 0.578655 2.19056
49 3.97997 0.566546 2.49
50 4.06204 0.59936 2.82
51 4.1441 0.644735 3.18944
52 4.22616 0.637526 3.56944
53 4.30822 0.675641 3.98778
54 4.39028 0.673742 4.42111
55 4.47234 0.691495 4.88278
56 4.5544 0.673253 5.34889
57 4.63647 0.70497 5.85444
58 4.71853 0.660179 6.345
59 4.80059 0.64597 6.84167
60 4.88265 0.631359 7.34389
61 4.96471 0.655239 7.88278
62 5.04677 0.645889 8.43167
63 5.12883 0.638454 8.99222
64 5.21089 0.658392 9.58889
65 5.29296 0.669372 10.2144
66 5.37502 0.654618 10.8456
67 5.45708 0.647809 11.4894
68 5.53914 0.671814 12.1772
69 5.6212 0.752311 12.9706
70 5.70326 0.716167 13.7478
71 5.78532 0.717135 14.5489
72 5.86739 0.726304 15.3833
73 5.94945 0.74838 16.2672
74 6.03151 0.755196 17.1839
75 6.11357 0.801776 18.1839
76 6.19563 0.8209 19.2356
77 6.27769 0.810832 20.3017
78 6.35975 0.80927 21.3939
79 6.44181 0.866112 22.5933
80 6.52388 0.841648 23.7889
81 6.60594 0.851875 25.0294
82 6.688 0.839717 26.2828
83 6.77006 0.845984 27.5767
84 6.85212 0.866559 28.9344
85 6.93418 0.911276 30.3967
86 7.01624 0.877735 31.8383
87 7.09831 0.880978 33.3194
88 7.18037 0.902516 34.8722
89 7.26243 0.918862 36.4894
90 7.34449 0.9424 38.1856
91 7.42655 0.955698 39.9444
92 7.50861 0.953636 41.7383
93 7.59067 0.961117 43.5867
94 7.67273 0.975048 45.5022
95 7.7548 0.957641 47.4239
96 7.83686 0.97837 49.4289
97 7.91892 0.977355 51.4744
98 8.00098 0.983104 53.5744
99 8.08304 0.995926 55.7456
100 8.1651 0.971225 57.9061
101 8.24716 1.01538 60.2106
102 8.32923 1.01157 62.5522
103 8.41129 1.02982 64.9833
104 8.49335 1.02649 67.4539
105 8.57541 1.02689 69.9739
106 8.65747 1.03087 72.5522
107 8.73953 1.04388 75.2128
108 8.82159 1.04938 77.9378
109 8.90365 1.03797 80.6833
110 8.98572 1.04519 83.4994
111 9.06778 1.00094 86.2456
112 9.14984 1.03488 89.1367
113 9.2319 1.01953 92.0361
114 9.31396 1.01807 94.9833
115 9.39602 0.997496 97.9222
116 9.47808 1.04808 101.064
117 9.56015 1.00335 104.124
118 9.64221 1.00969 107.256
119 9.72427 0.998688 110.407
120 9.80633 1.01762 113.673
121 9.88839 0.95966 116.804
122 9.97045 0.996152 120.108
123 10.0525 0.969472 123.377
124 10.1346 0.969474 126.7
125 10.2166 0.964892 130.061
126 10.2987 0.947204 133.413
127 10.3808 0.952686 136.838
128 10.4628 0.966021 140.367
129 10.5449 0.964827 143.947
130 10.6269 0.967517 147.593
131 10.709 0.958245 151.26
132 10.7911 0.963951 155.006
133 10.8731 0.961777 158.8
134 10.9552 0.983185 162.737
135 11.0372 0.959578 166.638
136 11.1193 0.988907 170.717
137 11.2014 0.987993 174.854
138 11.2834 0.975242 178.997
139 11.3655 0.977945 183.212
140 11.4476 0.997592 187.574
141 11.5296 0.990827 191.969
142 11.6117 0.998146 196.459
143 11.6937 0.989412 200.974
144 11.7758 0.997752 205.591
145 11.8579 1.00133 210.289
146 11.9399 0.99256 215.011
147 12.022 1.01223 219.893
148 12.104 0.999345 224.778
149 12.1861 0.992997 229.699
150 12.2682 0.991516 234.678
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.00662366 0.00166667
35 2.83112 0.0270294 0.00888889
36 2.91318 0.0882866 0.0338889
37 2.99524 0.170741 0.085
38 3.0773 0.261955 0.167778
39 3.15936 0.318606 0.273889
40 3.24142 0.377173 0.406111
41 3.32348 0.40259 0.554444
42 3.40555 0.459427 0.732222
43 3.48761 0.492585 0.932222
44 3.56967 0.526643 1.15611
45 3.65173 0.567144 1.40833
46 3.73379 0.524263 1.65222
47 3.81585 0.597024 1.94222
48 3.89791 0.573087 2.23278
49 3.97997 0.595082 2.54722
50 4.06204 0.599357 2.87722
51 4.1441 0.602447 3.22222
52 4.22616 0.634879 3.60056
53 4.30822 0.607337 3.97667
54 4.39028 0.646187 4.39222
55 4.47234 0.637613 4.81778
56 4.5544 0.626248 5.25111
57 4.63647 0.648449 5.71611
58 4.71853 0.647755 6.19722
59 4.80059 0.659573 6.70444
60 4.88265 0.664845 7.23333
61 4.96471 0.635151 7.75556
62 5.04677 0.690901 8.34278
63 5.12883 0.658861 8.92111
64 5.21089 0.652056 9.51167
65 5.29296 0.631775 10.1022
66 5.37502 0.63069 10.71
67 5.45708 0.659687 11.3656
68 5.53914 0.674583 12.0561
69 5.6212 0.744208 12.8406
70 5.70326 0.720478 13.6222
71 5.78532 0.723724 14.4306
72 5.86739 0.768606 15.3133
73 5.94945 0.730937 16.1761
74 6.03151 0.775851 17.1178
75 6.11357 0.782726 18.0939
76 6.19563 0.806488 19.1267
77 6.27769 0.813059 20.1956
78 6.35975 0.848238 21.34
79 6.44181 0.838856 22.5017
80 6.52388 0.809921 23.6517
81 6.60594 0.842042 24.8772
82 6.688 0.851594 26.1478
83 6.77006 0.873234 27.4828
84 6.85212 0.883283 28.8667
85 6.93418 0.888386 30.2917
86 7.01624 0.882804 31.7417
87 7.09831 0.921969 33.2917
88 7.18037 0.916706 34.8683
89 7.26243 0.936613 36.5161
90 7.34449 0.954905 38.2344
91 7.42655 0.948452 39.98
92 7.50861 0.939502 41.7478
93 7.59067 0.928886 43.5333
94 7.67273 0.943863 45.3867
95 7.7548 0.956028 47.3044
96 7.83686 0.936926 49.2239
97 7.91892 0.964452 51.2411
98 8.00098 0.977442 53.3289
99 8.08304 0.978421 55.4617
100 8.1651 1.02032 57.7311
101 8.24716 1.00903 60.0211
102 8.32923 1.01909 62.38
103 8.41129 1.00434 64.7506
104 8.49335 0.992463 67.1389
105 8.57541 1.00875 69.6139
106 8.65747 1.04901 72.2367
107 8.73953 1.0547 74.9239
108 8.82159 1.02127 77.5756
109 8.90365 1.02002 80.2733
110 8.98572 1.03448 83.06
111 9.06778 1.03347 85.895
112 9.14984 1.02981 88.7711
113 9.2319 1.00873 91.6394
114 9.31396 1.01268 94.57
115 9.39602 1.04886 97.6594
116 9.47808 1.0152 100.702
117 9.56015 1.01454 103.796
118 9.64221 1.0073 106.92
119 9.72427 0.976713 110.001
120 9.80633 0.99674 113.198
121 9.88839 0.96559 116.348
122 9.97045 0.97206 119.571
123 10.0525 0.985902 122.895
124 10.1346 0.968081 126.212
125 10.2166 0.981667 129.631
126 10.2987 0.953815 133.006
127 10.3808 0.929209 136.346
128 10.4628 0.958926 139.848
129 10.5449 0.972528 143.456
130 10.6269 0.969807 147.109
