# Time-averaged data for fix rdf_CC_avg
# TimeStep Number-of-rows
# Row c_rdf_CC[1] c_rdf_CC[2] c_rdf_CC[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.131933 0.00333333
35 2.83112 0.16636 0.00777778
36 2.91318 0.820488 0.0311111
37 2.99524 1.99948 0.0911111
38 3.0773 3.36695 0.197778
39 3.15936 6.02572 0.398889
40 3.24142 7.88127 0.675556
41 3.32348 10.4684 1.06222
42 3.40555 11.8895 1.52333
43 3.48761 13.2761 2.06333
44 3.56967 14.8715 2.69667
45 3.65173 16.4811 3.43111
46 3.73379 15.2145 4.14
47 3.81585 16.8941 4.96222
48 3.89791 16.0598 5.77778
49 3.97997 16.7355 6.66444
50 4.06204 16.6575 7.58333
51 4.1441 17.0135 8.56
52 4.22616 17.9239 9.63
53 4.30822 16.945 10.6811
54 4.39028 16.3847 11.7367
55 4.47234 16.6497 12.85
56 4.5544 16.7153 14.0089
57 4.63647 16.7604 15.2133
58 4.71853 15.5572 16.3711
59 4.80059 16.6546 17.6544
60 4.88265 16.8472 18.9967
61 4.96471 15.8891 20.3056
62 5.04677 15.2574 21.6044
63 5.12883 14.4689 22.8767
64 5.21089 14.5697 24.1989
65 5.29296 15.6691 25.6667
66 5.37502 14.4654 27.0633
67 5.45708 14.0893 28.4656
68 5.53914 12.7643 29.7744
69 5.6212 13.1311 31.1611
70 5.70326 12.2442 32.4922
71 5.78532 11.5716 33.7867
72 5.86739 11.0571 35.0589
73 5.94945 10.6104 36.3144
74 6.03151 9.8161 37.5078
75 6.11357 8.85113 38.6133
76 6.19563 8.5307 39.7078
77 6.27769 7.48157 40.6933
78 6.35975 6.48539 41.57
79 6.44181 5.94604 42.3944
80 6.52388 5.17237 43.13
81 6.60594 4.47819 43.7833
82 6.688 4.07254 44.3922
83 6.77006 3.19091 44.8811
84 6.85212 2.99422 45.3511
85 6.93418 2.7035 45.7856
86 7.01624 2.3973 46.18
87 7.09831 2.1576 46.5433
88 7.18037 2.15335 46.9144
89 7.26243 1.7574 47.2244
90 7.34449 2.0212 47.5889
91 7.42655 1.71711 47.9056
92 7.50861 1.68606 48.2233
93 7.59067 1.85217 48.58
94 7.67273 1.73864 48.9222
95 7.7548 1.76325 49.2767
96 7.83686 1.76396 49.6389
97 7.91892 1.85532 50.0278
98 8.00098 1.79639 50.4122
99 8.08304 1.92771 50.8333
100 8.1651 1.80421 51.2356
101 8.24716 1.90603 51.6689
102 8.32923 1.97319 52.1267
103 8.41129 2.13265 52.6311
104 8.49335 2.11443 53.1411
105 8.57541 2.00207 53.6333
106 8.65747 1.97806 54.1289
107 8.73953 1.993 54.6378
108 8.82159 2.16111 55.2
109 8.90365 2.09178 55.7544
110 8.98572 2.03362 56.3033
111 9.06778 2.21491 56.9122
112 9.14984 2.13566 57.51
113 9.2319 2.20712 58.1389
114 9.31396 2.0923 58.7456
115 9.39602 2.22833 59.4033
116 9.47808 2.0313 60.0133
117 9.56015 2.18135 60.68
118 9.64221 2.21606 61.3689
119 9.72427 2.14769 62.0478
120 9.80633 2.1328 62.7333
121 9.88839 2.2153 63.4578
122 9.97045 2.17696 64.1811
123 10.0525 2.08935 64.8867
124 10.1346 2.04882 65.59
125 10.2166 2.06693 66.3111
126 10.2987 2.14992 67.0733
127 10.3808 2.01011 67.7978
128 10.4628 2.08316 68.56
129 10.5449 1.95126 69.2856
130 10.6269 1.8747 69.9933
131 10.709 1.93331 70.7344
132 10.7911 1.9724 71.5022
133 10.8731 2.06589 72.3189
134 10.9552 2.05795 73.1444
135 11.0372 1.95605 73.9411
136 11.1193 1.90082 74.7267
137 11.2014 1.75873 75.4644
138 11.2834 1.81008 76.2344
139 11.3655 1.81424 77.0178
140 11.4476 1.81597 77.8133
141 11.5296 1.82266 78.6233
142 11.6117 1.81683 79.4422
143 11.6937 1.76906 80.2511
144 11.7758 1.68051 81.03
145 11.8579 1.72301 81.84
146 11.9399 1.68755 82.6444
147 12.022 1.70219 83.4667
148 12.104 1.6793 84.2889
149 12.1861 1.59806 85.0822
150 12.2682 1.68944 85.9322
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.0444063 0.00111111
35 2.83112 0.580087 0.0166667
36 2.91318 1.05883 0.0466667
37 2.99524 2.03776 0.107778
38 3.0773 3.71941 0.225556
39 3.15936 5.53434 0.41
40 3.24142 8.70728 0.715556
41 3.32348 11.0739 1.12444
42 3.40555 12.3904 1.60444
43 3.48761 13.9653 2.17222
44 3.56967 14.9866 2.81
45 3.65173 16.3284 3.53778
46 3.73379 15.347 4.25222
47 3.81585 16.0487 5.03333
48 3.89791 15.5174 5.82111
49 3.97997 17.1411 6.72889
50 4.06204 16.8321 7.65667
51 4.1441 16.7875 8.62
52 4.22616 17.9852 9.69333
53 4.30822 17.6943 10.7911
54 4.39028 17.0616 11.89
55 4.47234 17.1885 13.0389
56 4.5544 17.362 14.2422
57 4.63647 17.6028 15.5067
58 4.71853 16.1314 16.7067
59 4.80059 15.772 17.9211
60 4.88265 16.1517 19.2078
61 4.96471 15.8798 20.5156
62 5.04677 14.8045 21.7756
63 5.12883 15.0951 23.1022
64 5.21089 14.5858 24.4256
65 5.29296 14.0137 25.7378
66 5.37502 14.2278 27.1111
67 5.45708 13.428 28.4478
68 5.53914 13.3551 29.8167
69 5.6212 12.9968 31.1889
70 5.70326 11.5947 32.4489
71 5.78532 12.1883 33.8122
72 5.86739 10.8861 35.0644
73 5.94945 10.0795 36.2567
74 6.03151 9.44525 37.4044
75 6.11357 9.00388 38.5289
76 6.19563 8.15721 39.5756
77 6.27769 7.06181 40.5056
78 6.35975 6.81052 41.4256
79 6.44181 5.61858 42.2044
80 6.52388 5.16066 42.9389
81 6.60594 4.65091 43.6167
82 6.688 3.88891 44.1978
83 6.77006 3.36088 44.7122
84 6.85212 3.00406 45.1833
85 6.93418 2.56505 45.5956
86 7.01624 2.26241 45.9678
87 7.09831 2.04034 46.3111
88 7.18037 1.90214 46.6389
89 7.26243 1.57685 46.9167
90 7.34449 1.78849 47.2389
91 7.42655 1.42904 47.5022
92 7.50861 1.50508 47.7856
93 7.59067 1.48988 48.0722
94 7.67273 1.41981 48.3511
95 7.7548 1.41037 48.6344
96 7.83686 1.71231 48.9856
97 7.91892 1.58087 49.3167
98 8.00098 1.7567 49.6922
99 8.08304 1.53848 50.0278
100 8.1651 1.61559 50.3878
101 8.24716 1.77532 50.7911
102 8.32923 1.56812 51.1544
103 8.41129 1.77315 51.5733
104 8.49335 1.60028 51.9589
105 8.57541 1.73231 52.3844
106 8.65747 1.62439 52.7911
107 8.73953 1.62099 53.2044
108 8.82159 1.6977 53.6456
109 8.90365 1.57379 54.0622
110 8.98572 1.7879 54.5444
111 9.06778 1.86602 55.0567
112 9.14984 1.6725 55.5244
113 9.2319 1.76768 56.0278
114 9.31396 1.84062 56.5611
115 9.39602 1.8119 57.0956
116 9.47808 1.85855 57.6533
117 9.56015 1.91089 58.2367
118 9.64221 1.57682 58.7267
119 9.72427 1.91356 59.3311
120 9.80633 1.74613 59.8922
121 9.88839 1.71165 60.4511
122 9.97045 1.80315 61.05
123 10.0525 1.65205 61.6078
124 10.1346 1.7231 62.1989
125 10.2166 1.61579 62.7622
126 10.2987 1.66157 63.3511
127 10.3808 1.53387 63.9033
128 10.4628 1.74157 64.54
