# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 300.11 -47.4656 -20435 3357.33 54602 1.04479
600200 302.312 196.092 -20313.6 3381.96 54508.2 1.04658
600300 302.363 119.991 -20376.4 3382.52 54739.4 1.04218
600400 297.597 -285.173 -20344.4 3329.21 55179.2 1.03386
600500 301.651 -473.227 -20310.5 3374.57 55224.9 1.033
600600 298.708 336.532 -20373.4 3341.63 54881.8 1.03946
600700 297.46 111.634 -20376.3 3327.68 54749.1 1.04198
600800 300.613 -9.13658 -20289.8 3362.95 54882.8 1.03944
600900 304.101 86.1516 -20284.7 3401.97 55012.5 1.03699
601000 298.63 -191.29 -20288.3 3340.77 55040 1.03647
601100 299.415 249.558 -20355.9 3349.55 54920 1.03874
601200 298.685 23.0128 -20387.4 3341.39 55091.6 1.0355
601300 299.388 -83.377 -20405.8 3349.24 55372.7 1.03025
601400 296.688 -429.94 -20364.9 3319.05 55483 1.0282
601500 301.856 -58.4634 -20300.3 3376.86 55088.1 1.03558
601600 301.525 295.261 -20399.3 3373.15 54669 1.04351
601700 298.334 281.086 -20470.4 3337.46 54639.8 1.04406
601800 300.433 -117.995 -20420.2 3360.94 54952.1 1.03813
601900 303.686 -314.55 -20317 3397.33 54995.8 1.03731
602000 301.194 404.804 -20310.9 3369.45 54861 1.03985
602100 298.464 -171.581 -20313.2 3338.91 55106.1 1.03523
602200 305.571 -80.7016 -20288.1 3418.41 55221.9 1.03306
602300 300.711 100.511 -20298.6 3364.04 55310.4 1.03141
602400 299.987 -67.4865 -20395.3 3355.94 55395 1.02983
602500 296.618 1.25746 -20418.7 3318.26 55327.3 1.03109
602600 303.139 67.8856 -20374.9 3391.21 55303.9 1.03153
602700 299.674 -375.848 -20425.6 3352.45 55365.2 1.03039
602800 299.648 284.016 -20446.5 3352.16 55169.8 1.03404
602900 300.421 59.9937 -20489.2 3360.8 55176 1.03392
603000 297.316 -273.756 -20509.7 3326.07 55351.3 1.03064
603100 300.428 143.564 -20479.6 3360.88 55233.1 1.03285
603200 299.859 185.922 -20482.6 3354.52 55188.2 1.03369
603300 294.395 -427.008 -20419.1 3293.4 55337.5 1.0309
603400 304.694 149.249 -20398.9 3408.6 55207.8 1.03332
603500 296.538 -118.39 -20401 3317.36 55067.5 1.03596
603600 300.413 265.473 -20376.9 3360.71 54802.2 1.04097
603700 304.814 271.276 -20353.5 3409.94 54733.4 1.04228
603800 297.633 -313.407 -20377.1 3329.61 55046.3 1.03636
603900 299.551 57.5591 -20365.5 3351.07 55185.9 1.03373
604000 304.278 -240.391 -20323.1 3403.95 55322.7 1.03118
604100 302.022 -238.255 -20417 3378.71 55362.4 1.03044
604200 301.002 330.844 -20472.5 3367.3 55266.3 1.03223
604300 296.976 -129.508 -20559.3 3322.26 55492.2 1.02803
604400 299.318 -52.3051 -20504.1 3348.46 55720.8 1.02381
604500 300.231 -275.967 -20437.8 3358.68 55732.9 1.02359
604600 304.984 275.139 -20354.1 3411.85 55299.6 1.03161
604700 300.022 249.935 -20382.4 3356.34 55081.2 1.0357
604800 300.007 -76.3138 -20378.5 3356.17 55178.6 1.03387
604900 299.5 263.926 -20360.2 3350.5 55235.8 1.0328
605000 295.54 -357.869 -20435 3306.2 55450.2 1.02881
605100 300.449 54.5294 -20398.6 3361.11 55428.2 1.02921
605200 300.139 6.99213 -20457.2 3357.65 55443.5 1.02893
605300 298.231 107.654 -20502 3336.3 55547.6 1.027
605400 302.157 -271.706 -20427.3 3380.23 55622 1.02563
605500 300.283 193.885 -20398.3 3359.26 55437.5 1.02904
605600 298.724 189.576 -20393.2 3341.82 55417.3 1.02942
605700 303.634 -180.549 -20325.6 3396.74 55641.7 1.02527
605800 300.424 -415.752 -20302.4 3360.84 55726 1.02371
605900 300.322 282.199 -20386.4 3359.7 55432.9 1.02913
606000 298.784 -214.408 -20352.4 3342.49 55267.5 1.03221
606100 306.044 197.348 -20335.9 3423.71 54995.6 1.03731
606200 300.667 169.088 -20352.9 3363.55 54865 1.03978
606300 300.768 132.104 -20354.1 3364.68 55017.9 1.03689
606400 303.665 -651.356 -20249.8 3397.09 55378.4 1.03014
606500 303.955 -189.449 -20358.9 3400.34 55161 1.03421
606600 298.536 421.68 -20410.3 3339.72 54794.1 1.04112
606700 301.686 74.9369 -20381 3374.95 54915.2 1.03883
606800 301.9 -133.839 -20346.3 3377.35 55124.7 1.03488
606900 299.987 -79.1595 -20395 3355.95 55130.9 1.03477
607000 296.798 -46.5089 -20463.8 3320.28 54844.9 1.04016
607100 292.527 321.795 -20449.3 3272.49 54526.4 1.04624
607200 301.563 257.537 -20429.5 3373.58 54689 1.04313
607300 298.389 -454.163 -20381.4 3338.08 55179.6 1.03385
607400 304.184 133.438 -20354.2 3402.91 55209.9 1.03328
607500 298.35 -74.2558 -20400.7 3337.64 55305.3 1.0315
607600 299.492 -238.497 -20388.5 3350.41 55264.3 1.03227
607700 304.508 82.2668 -20329.2 3406.53 55192 1.03362
607800 301.544 -106.504 -20376.4 3373.36 55245.9 1.03261
607900 300.089 156.139 -20434.1 3357.09 55332.1 1.031
608000 298.601 -274.965 -20412.4 3340.44 55515.5 1.02759
608100 302.022 -44.1726 -20314.5 3378.71 55362.3 1.03044
608200 304.331 -63.4833 -20396.4 3404.55 55138 1.03463
608300 301.667 86.6143 -20498.6 3374.74 54810.8 1.04081
608400 297.757 159.807 -20551.4 3331.01 54509.6 1.04656
608500 303.355 289.157 -20487.1 3393.63 54519.1 1.04638
608600 299.819 -217.491 -20386.9 3354.06 54870.9 1.03967
608700 300.546 -119.074 -20419.1 3362.2 55028.1 1.0367
608800 297.96 146.4 -20522.5 3333.28 54965.4 1.03788
608900 301.486 125.013 -20476.6 3372.72 55017.5 1.0369
609000 299.204 -361.216 -20423.4 3347.18 55376.6 1.03018
609100 301.238 -199.916 -20457.5 3369.94 55301.9 1.03157
609200 296.422 373.217 -20477.7 3316.07 55069.3 1.03592
609300 299.888 124.353 -20405.6 3354.84 55110.1 1.03516
609400 300.625 -189.958 -20340.1 3363.09 55357.1 1.03054
609500 297.541 -65.7436 -20381.3 3328.59 55378.7 1.03013
609600 300.123 -257.706 -20437.7 3357.47 55224.1 1.03302
609700 303.391 442.282 -20354.7 3394.03 55021.8 1.03682
609800 302.271 -234.22 -20398.2 3381.5 55241.2 1.0327
609900 298.394 25.7579 -20371.4 3338.13 55337.7 1.0309
610000 302.549 8.39587 -20300.1 3384.61 55371 1.03028
610100 307.935 82.4682 -20231.7 3444.87 55442.2 1.02895
610200 300.836 -117.482 -20265.7 3365.45 55547.7 1.027
610300 302.323 -49.6389 -20391.2 3382.09 55513.2 1.02764
610400 298.16 -155.934 -20430 3335.51 55480.4 1.02825
610500 303.126 -41.814 -20379.2 3391.06 55355.4 1.03057
610600 299.971 -69.948 -20373.1 3355.77 55236.1 1.03279
610700 293.755 93.5845 -20420.4 3286.23 55051.4 1.03626
610800 298.921 52.9931 -20357.6 3344.03 55023.8 1.03678
610900 301.618 -188.271 -20286.5 3374.2 55153.6 1.03434
611000 299.301 49.5412 -20295.7 3348.28 55008.4 1.03707
611100 294.781 83.4186 -20388.3 3297.71 54899.9 1.03912
611200 295.229 37.4087 -20444.8 3302.72 55088.2 1.03557
611300 301.812 -60.2971 -20411 3376.36 55458.6 1.02865
611400 299.063 -278.564 -20369.3 3345.61 55755.8 1.02317
611500 302.266 -14.0079 -20281.7 3381.45 55636.2 1.02537
611600 301.791 351.772 -20348 3376.13 55314.2 1.03134
611700 297.211 -22.7736 -20429.5 3324.89 55422 1.02933
611800 300.022 -6.29016 -20348.5 3356.34 55746.8 1.02333
611900 300.718 -463.933 -20305.8 3364.12 56043.7 1.01791
612000 301.89 171.257 -20326.9 3377.23 55865.7 1.02116
612100 298.436 55.1368 -20403.6 3338.59 55655.2 1.02502
612200 298.602 -56.5212 -20411.3 3340.45 55507.3 1.02775
612300 302.496 68.0932 -20364.2 3384.02 55277.2 1.03203
612400 298.897 439.513 -20368.3 3343.75 55077.8 1.03576
612500 301.924 52.9479 -20247 3377.61 55493.2 1.02802
612600 300.14 -750.608 -20258.4 3357.66 55905.2 1.02043
612700 298.334 103.205 -20355.3 3337.45 55457.5 1.02868
612800 298.776 376.783 -20417 3342.4 55054.4 1.0362
612900 298.536 250.768 -20458.9 3339.71 55203 1.03342
613000 298.443 -250.942 -20395.5 3338.67 55692.4 1.02434
613100 303.154 -146.211 -20322.1 3391.38 55839.6 1.02163
613200 297.321 -297.102 -20314.8 3326.12 55702.8 1.02414
613300 307.689 177.942 -20311.7 3442.11 55251.9 1.0325
613400 300.068 76.3121 -20313.1 3356.86 55105.6 1.03524
613500 298.28 -30.0218 -20356.4 3336.86 55187.4 1.0337
613600 295.975 43.6155 -20371.2 3311.07 55193.2 1.0336
613700 301.404 267.74 -20331.3 3371.8 55264.1 1.03227
613800 300.633 -226.022 -20353.2 3363.18 55581.3 1.02638
613900 296.941 -95.0028 -20437.3 3321.87 55541.4 1.02712
614000 302.788 199.743 -20460.2 3387.29 55399.3 1.02975
614100 301.358 -147.134 -20399.4 3371.28 55496 1.02796
614200 300.842 70.559 -20465.9 3365.51 55436 1.02907
614300 296.682 97.5772 -20515.1 3318.97 55433.3 1.02912
614400 297.109 -137.794 -20390.6 3323.75 55596.3 1.0261
614500 301.09 -304.745 -20328.7 3368.29 55394.1 1.02985
614600 301.848 352.741 -20365.7 3376.76 54861.3 1.03985
614700 299.006 165.185 -20421.1 3344.98 54728.7 1.04237
614800 301.853 -16.806 -20356.9 3376.82 54875.2 1.03959
614900 305.009 -13.3214 -20329.6 3412.13 55023.2 1.03679
615000 298.351 -127.199 -20367.8 3337.64 55124.1 1.03489
615100 302.179 51.5141 -20355.5 3380.47 55195.6 1.03355
615200 296.478 -239.562 -20324.2 3316.7 55310.9 1.0314
615300 301.102 65.3323 -20341.9 3368.42 55203.1 1.03341
615400 298.949 -191.362 -20312.5 3344.34 55082.1 1.03568
615500 296.623 134.75 -20429.9 3318.31 54738.8 1.04218
615600 300.353 195.002 -20408.9 3360.05 54655.2 1.04377
615700 299.77 107.572 -20361.5 3353.53 54939.9 1.03836
615800 298.628 -410.321 -20366.5 3340.74 55281.9 1.03194
615900 303.942 -194.27 -20387.7 3400.2 55221.7 1.03306
616000 297.598 169.145 -20421.4 3329.22 54906.9 1.03899
616100 301.052 156.045 -20386.9 3367.86 54715.1 1.04263
616200 302.293 15.3903 -20331.5 3381.75 54825.7 1.04052
616300 298.47 -176.442 -20360.1 3338.98 54897.5 1.03916
