# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0 0
37 2.99524 0.0179907 0.00555556
38 3.0773 0.136478 0.05
39 3.15936 0.372494 0.177778
40 3.24142 0.685969 0.425556
41 3.32348 0.868877 0.755556
42 3.40555 1.00614 1.15667
43 3.48761 0.991334 1.57111
44 3.56967 0.971225 1.99667
45 3.65173 0.901804 2.41
46 3.73379 0.857972 2.82111
47 3.81585 0.78922 3.21611
48 3.89791 0.831852 3.65056
49 3.97997 0.851743 4.11444
50 4.06204 0.795431 4.56556
51 4.1441 0.817824 5.04833
52 4.22616 0.854252 5.57278
53 4.30822 0.861116 6.12222
54 4.39028 0.898988 6.71778
55 4.47234 0.841944 7.29667
56 4.5544 0.855578 7.90667
57 4.63647 0.88717 8.56222
58 4.71853 0.805113 9.17833
59 4.80059 0.77475 9.79222
60 4.88265 0.785647 10.4361
61 4.96471 0.786736 11.1028
62 5.04677 0.736757 11.7478
63 5.12883 0.745282 12.4217
64 5.21089 0.761313 13.1322
65 5.29296 0.731457 13.8367
66 5.37502 0.747976 14.5794
67 5.45708 0.799356 15.3978
68 5.53914 0.794924 16.2361
69 5.6212 0.842949 17.1517
70 5.70326 0.842827 18.0939
71 5.78532 0.904015 19.1339
72 5.86739 0.893246 20.1911
73 5.94945 0.980198 21.3839
74 6.03151 0.948014 22.5694
75 6.11357 1.00009 23.8544
76 6.19563 1.03441 25.2194
77 6.27769 1.04235 26.6317
78 6.35975 1.01903 28.0483
79 6.44181 1.04437 29.5383
80 6.52388 1.08903 31.1317
81 6.60594 1.04458 32.6983
82 6.688 1.08176 34.3617
83 6.77006 1.05057 36.0172
84 6.85212 1.07084 37.7456
85 6.93418 1.0909 39.5489
86 7.01624 1.05796 41.3389
87 7.09831 1.05622 43.1683
88 7.18037 1.05549 45.0389
89 7.26243 1.07987 46.9967
90 7.34449 1.09031 49.0183
91 7.42655 1.08033 51.0667
92 7.50861 1.13153 53.2594
93 7.59067 1.12175 55.4811
94 7.67273 1.13835 57.7844
95 7.7548 1.1178 60.095
96 7.83686 1.13794 62.4978
97 7.91892 1.13169 64.9372
98 8.00098 1.14393 67.4544
99 8.08304 1.13162 69.9961
100 8.1651 1.16745 72.6717
101 8.24716 1.12419 75.3
102 8.32923 1.15507 78.0544
103 8.41129 1.15892 80.8728
104 8.49335 1.15891 83.7461
105 8.57541 1.18087 86.7311
106 8.65747 1.18852 89.7933
107 8.73953 1.18798 92.9122
108 8.82159 1.17147 96.0461
109 8.90365 1.18595 99.2778
110 8.98572 1.12804 102.409
111 9.06778 1.116 105.563
112 9.14984 1.1385 108.84
113 9.2319 1.11204 112.098
114 9.31396 1.05623 115.247
115 9.39602 1.04957 118.432
116 9.47808 1.02942 121.611
117 9.56015 1.01894 124.813
118 9.64221 0.991408 127.981
119 9.72427 0.979731 131.166
120 9.80633 0.954419 134.321
121 9.88839 0.974995 137.598
122 9.97045 0.967925 140.906
123 10.0525 0.975839 144.296
124 10.1346 0.980119 147.756
125 10.2166 0.995474 151.328
126 10.2987 0.970646 154.867
127 10.3808 0.968845 158.456
128 10.4628 0.977558 162.134
129 10.5449 1.00159 165.962
130 10.6269 1.00702 169.872
131 10.709 1.01087 173.857
132 10.7911 1.01357 177.914
133 10.8731 1.01583 182.043
134 10.9552 1.0256 186.274
135 11.0372 1.04795 190.662
136 11.1193 1.0354 195.063
137 11.2014 1.03686 199.535
138 11.2834 1.04977 204.129
139 11.3655 1.0433 208.762
140 11.4476 1.05064 213.494
141 11.5296 1.05063 218.296
142 11.6117 1.04145 223.122
143 11.6937 1.02843 227.957
144 11.7758 1.0279 232.856
145 11.8579 0.999716 237.688
146 11.9399 1.03282 242.749
147 12.022 0.999063 247.713
148 12.104 1.00452 252.771
149 12.1861 1.00333 257.893
150 12.2682 0.986176 262.994
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.00188386 0.000555556
37 2.99524 0.00900723 0.00333333
38 3.0773 0.107324 0.0383333
39 3.15936 0.368721 0.165
40 3.24142 0.654571 0.401667
41 3.32348 0.872771 0.733333
42 3.40555 1.05544 1.15444
43 3.48761 0.987587 1.56778
44 3.56967 0.96933 1.99278
45 3.65173 0.976971 2.44111
46 3.73379 0.878961 2.86278
47 3.81585 0.788198 3.25778
48 3.89791 0.758523 3.65444
49 3.97997 0.823488 4.10333
50 4.06204 0.784523 4.54889
51 4.1441 0.834977 5.04222
52 4.22616 0.820839 5.54667
53 4.30822 0.833213 6.07889
54 4.39028 0.829359 6.62889
55 4.47234 0.814187 7.18944
56 4.5544 0.920245 7.84611
57 4.63647 0.825324 8.45667
58 4.71853 0.834854 9.09611
59 4.80059 0.798771 9.72944
60 4.88265 0.805254 10.39
61 4.96471 0.809023 11.0761
62 5.04677 0.756212 11.7389
63 5.12883 0.730846 12.4006
64 5.21089 0.742072 13.0939
65 5.29296 0.74618 13.8133
66 5.37502 0.739209 14.5483
67 5.45708 0.756312 15.3233
68 5.53914 0.751494 16.1167
69 5.6212 0.823142 17.0117
70 5.70326 0.827006 17.9372
71 5.78532 0.908897 18.9839
72 5.86739 0.954871 20.115
73 5.94945 0.996197 21.3283
74 6.03151 1.00213 22.5828
75 6.11357 1.0807 23.9728
76 6.19563 1.01275 25.3106
77 6.27769 1.04968 26.7339
78 6.35975 1.01946 28.1528
79 6.44181 1.01608 29.6039
80 6.52388 1.05953 31.1556
81 6.60594 1.05409 32.7383
82 6.688 1.05712 34.3656
83 6.77006 1.03148 35.9922
84 6.85212 1.06133 37.7072
85 6.93418 1.07579 39.4872
86 7.01624 1.08167 41.3194
87 7.09831 1.10033 43.2272
88 7.18037 1.1074 45.1917
89 7.26243 1.12341 47.2306
90 7.34449 1.11107 49.2928
91 7.42655 1.08775 51.3572
92 7.50861 1.09589 53.4833
93 7.59067 1.11246 55.6889
94 7.67273 1.08985 57.8967
95 7.7548 1.10295 60.1789
96 7.83686 1.11847 62.5428
97 7.91892 1.11163 64.9417
98 8.00098 1.13975 67.4522
99 8.08304 1.18594 70.1183
100 8.1651 1.13595 72.7244
101 8.24716 1.15769 75.4339
102 8.32923 1.17337 78.2356
103 8.41129 1.17498 81.0961
104 8.49335 1.17197 84.005
105 8.57541 1.1807 86.9928
106 8.65747 1.17681 90.0278
107 8.73953 1.17729 93.1222
108 8.82159 1.19966 96.3344
109 8.90365 1.15742 99.4917
110 8.98572 1.14944 102.686
111 9.06778 1.17382 106.007
112 9.14984 1.12011 109.233
113 9.2319 1.1023 112.466
114 9.31396 1.08179 115.695
115 9.39602 1.06976 118.945
116 9.47808 1.0288 122.126
117 9.56015 1.00841 125.297
118 9.64221 1.01282 128.538
119 9.72427 0.981467 131.732
120 9.80633 0.996317 135.028
121 9.88839 0.977769 138.318
122 9.97045 0.99783 141.732
123 10.0525 0.977898 145.132
124 10.1346 0.957556 148.516
125 10.2166 0.975918 152.022
126 10.2987 0.957768 155.517
127 10.3808 0.983868 159.166
128 10.4628 1.00887 162.966
129 10.5449 1.00302 166.803
130 10.6269 1.03139 170.812
131 10.709 1.01842 174.831
132 10.7911 1.01337 178.892
133 10.8731 1.0297 183.081
