# Time-averaged data for fix thermo_avg
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
601000 0.9 299.312 -155.157 -21909.3 3348.4 -18560.9 53662 1.0631
602000 0.9 298.865 239.897 -21929.2 3343.4 -18585.8 53611.8 1.0641
603000 0.9 300.184 -45.0369 -21926.2 3358.16 -18568 53652.7 1.06329
604000 0.9 301.637 6.64741 -21880.2 3374.4 -18505.8 53423.1 1.06788
605000 0.9 300.704 -87.6264 -21921.6 3363.97 -18557.7 53332.6 1.06967
606000 0.9 298.718 60.6581 -21902.9 3341.75 -18561.1 53852.4 1.05937
607000 0.9 298.881 3.39309 -21905.5 3343.57 -18561.9 53541.5 1.0655
608000 0.9 299.399 101.601 -21906.5 3349.37 -18557.2 53467.2 1.06699
609000 0.9 299.681 25.611 -21957.9 3352.52 -18605.4 53719.9 1.06196
610000 0.9 300.965 81.6579 -21901.9 3366.89 -18535 53493.4 1.06647
611000 0.9 299.856 41.1388 -21913 3354.49 -18558.5 53562.6 1.06506
612000 0.9 298.161 -239.49 -21884.6 3335.52 -18549 53761.6 1.06114
613000 0.9 299.215 -6.78565 -21963.1 3347.31 -18615.7 53828.5 1.05981
614000 0.9 298.41 226.603 -21925.7 3338.31 -18587.4 53547.7 1.06536
615000 0.9 300.192 -53.8416 -21853 3358.25 -18494.7 53602 1.06429
616000 0.9 299.886 188.578 -21883.3 3354.82 -18528.5 53445.6 1.0674
617000 0.9 298.466 -210.037 -21912.8 3338.94 -18573.9 53956.6 1.0573
618000 0.9 299.57 -87.8817 -21825.9 3351.29 -18474.6 53963 1.05717
619000 0.9 300.047 157.809 -21901.2 3356.62 -18544.6 53140.2 1.07354
620000 0.9 297.967 286.596 -21966.7 3333.35 -18633.3 53335 1.06962
621000 0.9 299.948 63.8556 -21934.8 3355.52 -18579.3 53363.8 1.06906
622000 0.9 298.596 5.02167 -21934.9 3340.38 -18594.5 53474.3 1.06686
623000 0.9 301.154 -133.261 -21947.8 3369.01 -18578.8 53541.4 1.06549
624000 0.9 300.068 37.294 -21942.2 3356.85 -18585.4 53842.1 1.05955
625000 0.9 299.017 46.5256 -21872.7 3345.1 -18527.6 53568.5 1.06499
626000 0.9 300.015 -118.957 -21863.1 3356.26 -18506.9 53921.7 1.05797
627000 0.9 299.22 144.44 -21899.8 3347.37 -18552.4 54108.1 1.05434
628000 0.9 300.207 -95.6443 -21884.5 3358.41 -18526.1 53903.4 1.05835
629000 0.9 299.804 69.8213 -21810.7 3353.9 -18456.8 53675.1 1.06284
630000 0.9 299.022 -47.9965 -21826.7 3345.16 -18481.5 53657.6 1.06321
631000 0.9 299.335 31.0926 -21883.1 3348.65 -18534.4 53459.8 1.06715
632000 0.9 299.979 137.662 -21966.2 3355.86 -18610.3 53870.6 1.05898
633000 0.9 300.814 99.3228 -21949.4 3365.2 -18584.2 53739 1.06158
634000 0.9 298.034 128.153 -21917.7 3334.1 -18583.6 53552.9 1.06527
635000 0.9 299.984 -86.0799 -21948.8 3355.92 -18592.9 53639.8 1.06355
636000 0.9 298.131 7.95193 -21960.3 3335.18 -18625.1 53418.4 1.06796
637000 0.9 299.471 108.125 -21934 3350.18 -18583.8 53386.7 1.0686
638000 0.9 302.114 -101.065 -21939.6 3379.74 -18559.8 53625.3 1.06384
639000 0.9 300.228 -207.349 -21947.9 3358.65 -18589.3 53461.3 1.0671
640000 0.9 299.976 24.1662 -21974.3 3355.82 -18618.5 53601.4 1.06432
641000 0.9 299.896 -131.753 -21923.9 3354.93 -18569 53437.9 1.06756
642000 0.9 297.862 55.4792 -21946.9 3332.18 -18614.8 53236.2 1.0716
643000 0.9 301.663 -187.025 -21940.8 3374.7 -18566.1 53494.9 1.06643
644000 0.9 298.539 165.407 -21913 3339.75 -18573.2 53565.4 1.06505
645000 0.9 297.985 216.588 -21902.2 3333.55 -18568.7 53480.4 1.06671
646000 0.9 298.788 164.478 -21936.4 3342.54 -18593.9 53547.8 1.06537
647000 0.9 298.932 -25.719 -21907.2 3344.15 -18563.1 53340.4 1.06951
648000 0.9 299.438 28.155 -21934.6 3349.81 -18584.8 53551.7 1.06529
649000 0.9 301.047 -137.702 -21951.3 3367.81 -18583.5 53731.4 1.06174
650000 0.9 297.731 134.053 -21916.3 3330.71 -18585.5 53624.9 1.06384
651000 0.9 300.89 -104.349 -21959.1 3366.05 -18593.1 53355.6 1.0692
652000 0.9 299.919 60.0841 -21966.8 3355.19 -18611.6 53521.5 1.06589
653000 0.9 299.52 -179.222 -21951.5 3350.73 -18600.8 53547.3 1.06539
654000 0.9 301.604 -45.5405 -21912 3374.03 -18537.9 53482.5 1.06668
655000 0.9 299.429 152.107 -21842.4 3349.7 -18492.7 53720 1.06196
656000 0.9 299.923 138.116 -21915.8 3355.23 -18560.5 53534.8 1.06562
657000 0.9 300.047 -39.56 -21911.6 3356.62 -18555 53487.7 1.06658
658000 0.9 298.44 82.7303 -21888.2 3338.64 -18549.5 53875.7 1.05888
659000 0.9 298.819 85.5706 -21852.3 3342.88 -18509.5 53709.3 1.06218
660000 0.9 297.145 128.025 -21789.7 3324.15 -18465.6 53876.2 1.0589
661000 0.9 298.945 206.574 -21844.2 3344.29 -18499.9 53779.8 1.06078
662000 0.9 299.987 -50.3164 -21886 3355.95 -18530 53521.8 1.0659
663000 0.9 298.694 12.8347 -21894.1 3341.49 -18552.6 53648.7 1.06337
664000 0.9 300.376 63.7991 -21895.6 3360.3 -18535.3 53756.6 1.06123
665000 0.9 299.507 75.0326 -21900.1 3350.58 -18549.5 53733.7 1.0617
666000 0.9 301.23 -154.544 -21957 3369.86 -18587.1 53398.2 1.06835
667000 0.9 298.741 -182.984 -21943.3 3342.01 -18601.3 53066.9 1.07502
668000 0.9 297.657 34.9395 -21921 3329.88 -18591.2 53138.8 1.07357
669000 0.9 299.671 147.548 -21964 3352.42 -18611.6 53353.2 1.06927
670000 0.9 300.729 -76.3492 -21834.6 3364.24 -18470.4 53950.5 1.05741
671000 0.9 298.819 -31.7932 -21901.8 3342.88 -18558.9 53737.3 1.06162
672000 0.9 298.939 43.5604 -21915.5 3344.22 -18571.3 53937.3 1.05768
673000 0.9 299.731 -268.963 -21895.8 3353.09 -18542.7 53588.5 1.0646
674000 0.9 300.625 153.189 -21952.1 3363.09 -18589 53522.5 1.06588
675000 0.9 300.516 -101.641 -21935.9 3361.87 -18574 53432.4 1.06771
676000 0.9 299.543 -149.551 -21899.3 3350.98 -18548.3 53545.5 1.06542
677000 0.9 298.733 -71.4712 -21853 3341.92 -18511.1 53812.4 1.06014
