# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0410718 0.00872971
32 2.58493 0.550066 0.133408
33 2.66699 1.98379 0.612087
34 2.74905 3.14106 1.41746
35 2.83112 3.01717 2.23783
36 2.91318 2.26045 2.88864
37 2.99524 1.56168 3.36396
38 3.0773 1.12906 3.72669
39 3.15936 0.91546 4.03671
40 3.24142 0.83809 4.33542
41 3.32348 0.802865 4.63626
42 3.40555 0.789275 4.94684
43 3.48761 0.834041 5.29099
44 3.56967 0.857146 5.66156
45 3.65173 0.882415 6.06077
46 3.73379 0.910156 6.49121
47 3.81585 0.917143 6.94426
48 3.89791 1.01772 7.46883
49 3.97997 1.03874 8.02708
50 4.06204 1.05369 8.61679
51 4.1441 1.08689 9.25003
52 4.22616 1.10745 9.92098
53 4.30822 1.12661 10.6303
54 4.39028 1.10226 11.3511
55 4.47234 1.11611 12.1083
56 4.5544 1.11805 12.895
57 4.63647 1.10587 13.7015
58 4.71853 1.09404 14.5278
59 4.80059 1.07709 15.3699
60 4.88265 1.02175 16.1963
61 4.96471 1.02288 17.0516
62 5.04677 0.978892 17.8974
63 5.12883 0.960887 18.7548
64 5.21089 0.949718 19.6295
65 5.29296 0.946002 20.5286
66 5.37502 0.91916 21.4294
67 5.45708 0.9037 22.3424
68 5.53914 0.896059 23.2751
69 5.6212 0.901402 24.2413
70 5.70326 0.90777 25.243
71 5.78532 0.890527 26.2542
72 5.86739 0.923395 27.3325
73 5.94945 0.93364 28.4536
74 6.03151 0.962319 29.6413
75 6.11357 0.978298 30.8817
76 6.19563 0.992061 32.1736
77 6.27769 1.01348 33.5285
78 6.35975 1.04598 34.9636
79 6.44181 1.03329 36.4182
80 6.52388 1.07578 37.9715
81 6.60594 1.05006 39.5259
82 6.688 1.06945 41.1486
83 6.77006 1.05862 42.7945
84 6.85212 1.04562 44.4599
85 6.93418 1.04985 46.1724
86 7.01624 1.03954 47.9083
87 7.09831 1.04811 49.6998
88 7.18037 1.02422 51.4912
89 7.26243 1.01754 53.3119
90 7.34449 1.02693 55.1909
91 7.42655 0.997418 57.0571
92 7.50861 0.999486 58.9687
93 7.59067 1.00116 60.9255
94 7.67273 0.976805 62.8761
95 7.7548 0.966309 64.8473
96 7.83686 0.969279 66.8668
97 7.91892 0.992405 68.978
98 8.00098 0.964132 71.0716
99 8.08304 0.98257 73.2495
100 8.1651 0.981624 75.4695
101 8.24716 0.974239 77.7174
102 8.32923 0.994627 80.0583
103 8.41129 0.987986 82.4295
104 8.49335 0.989533 84.851
105 8.57541 0.997818 87.3402
106 8.65747 0.989651 89.8565
107 8.73953 1.01534 92.4873
108 8.82159 1.00542 95.1415
109 8.90365 1.0005 97.8321
110 8.98572 1.01469 100.612
111 9.06778 0.994796 103.386
112 9.14984 0.997108 106.218
113 9.2319 0.995464 109.096
114 9.31396 0.992834 112.018
115 9.39602 0.989509 114.981
116 9.47808 0.99817 118.023
117 9.56015 0.998257 121.118
118 9.64221 1.00638 124.292
119 9.72427 0.986937 127.458
120 9.80633 1.00081 130.723
121 9.88839 0.993483 134.018
122 9.97045 1.00409 137.404
123 10.0525 0.999849 140.832
124 10.1346 1.00493 144.333
125 10.2166 1.00359 147.887
126 10.2987 0.999254 151.482
127 10.3808 1.00826 155.168
128 10.4628 1.00642 158.905
129 10.5449 1.00772 162.706
130 10.6269 0.99903 166.534
131 10.709 0.999567 170.422
132 10.7911 0.997356 174.362
133 10.8731 0.998879 178.368
134 10.9552 0.99446 182.417
135 11.0372 1.00814 186.583
136 11.1193 0.997536 190.767
137 11.2014 0.996397 195.008
138 11.2834 1.00934 199.367
139 11.3655 0.996082 203.732
140 11.4476 1.00043 208.18
141 11.5296 1.00037 212.691
142 11.6117 0.998182 217.256
143 11.6937 0.99634 221.878
144 11.7758 1.00197 226.591
145 11.8579 0.994675 231.336
146 11.9399 0.99612 236.153
147 12.022 0.990427 241.009
148 12.104 1.00126 245.985
149 12.1861 0.999152 251.018
150 12.2682 1.00428 256.146
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000563686 0.000111919
31 2.50287 0.0417759 0.00895355
32 2.58493 0.562176 0.135758
33 2.66699 2.02346 0.621712
34 2.74905 3.16198 1.42854
35 2.83112 3.00281 2.2413
36 2.91318 2.28448 2.8958
37 2.99524 1.55422 3.36665
38 3.0773 1.10385 3.71964
39 3.15936 0.881262 4.01668
40 3.24142 0.805964 4.30263
41 3.32348 0.773664 4.59116
42 3.40555 0.806544 4.90699
43 3.48761 0.828581 5.24723
44 3.56967 0.847479 5.61186
45 3.65173 0.876171 6.00638
46 3.73379 0.905116 6.43246
47 3.81585 0.944098 6.89659
48 3.89791 0.989236 7.40403
49 3.97997 1.03344 7.9568
50 4.06204 1.03473 8.5333
51 4.1441 1.08575 9.16284
52 4.22616 1.09871 9.82541
53 4.30822 1.12355 10.5295
54 4.39028 1.15035 11.2781
55 4.47234 1.138 12.0467
56 4.5544 1.10913 12.8234
57 4.63647 1.12216 13.6378
58 4.71853 1.09672 14.4622
59 4.80059 1.07428 15.298
60 4.88265 1.05059 16.1437
61 4.96471 1.02804 16.9992
62 5.04677 0.991912 17.8522
63 5.12883 0.986337 18.7281
64 5.21089 0.954292 19.603
65 5.29296 0.927945 20.4808
66 5.37502 0.905418 21.364
67 5.45708 0.893086 22.2619
68 5.53914 0.912831 23.2075
69 5.6212 0.891525 24.1586
70 5.70326 0.904333 25.1518
71 5.78532 0.897944 26.1665
72 5.86739 0.924293 27.241
73 5.94945 0.934288 28.3576
74 6.03151 0.957833 29.5341
75 6.11357 0.972938 30.7618
76 6.19563 0.98618 32.04
77 6.27769 1.01447 33.3898
78 6.35975 1.02028 34.7831
79 6.44181 1.02047 36.2129
80 6.52388 1.05707 37.7318
81 6.60594 1.06809 39.3054
82 6.688 1.05306 40.8958
83 6.77006 1.05826 42.5334
84 6.85212 1.07459 44.2369
85 6.93418 1.04884 45.9397
86 7.01624 1.04388 47.6747
87 7.09831 1.03408 49.4338
88 7.18037 1.02955 51.2261
89 7.26243 1.00584 53.0172
90 7.34449 1.01228 54.8609
91 7.42655 0.999211 56.7215
92 7.50861 1.00343 58.6314
93 7.59067 0.994477 60.5661
94 7.67273 0.983966 62.5218
95 7.7548 0.981633 64.5148
96 7.83686 0.974351 66.5351
97 7.91892 0.977294 68.6043
98 8.00098 0.993059 70.7508
99 8.08304 0.997709 72.9517
100 8.1651 0.971241 75.1378
101 8.24716 0.985096 77.4
102 8.32923 0.98209 79.7004
103 8.41129 0.984562 82.0522
104 8.49335 1.01041 84.5132
105 8.57541 0.999081 86.9936
106 8.65747 0.997436 89.5176
107 8.73953 1.00168 92.1007
108 8.82159 0.999106 94.7259
109 8.90365 0.996463 97.3929
110 8.98572 0.994292 100.104
111 9.06778 1.00458 102.892
112 9.14984 1.00399 105.73
113 9.2319 0.997485 108.6
114 9.31396 0.99669 111.52
115 9.39602 0.999557 114.499
116 9.47808 0.996755 117.522
117 9.56015 1.00689 120.629
118 9.64221 1.00069 123.77
119 9.72427 0.989818 126.931
120 9.80633 0.983574 130.124
121 9.88839 0.996768 133.415
122 9.97045 0.990236 136.739
123 10.0525 1.00464 140.166
124 10.1346 1.00011 143.635
125 10.2166 1.00296 147.169
126 10.2987 0.999535 150.749
127 10.3808 1.0011 154.391
128 10.4628 0.998784 158.082
129 10.5449 1.0018 161.843
