# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.698403 0.705094 0.684319 2.08782
602000 1.76609 1.74013 1.60444 5.11066
603000 2.76374 2.69905 2.56281 8.0256
604000 3.38819 3.72328 3.45893 10.5704
605000 4.17071 4.8786 4.41061 13.4599
606000 4.8272 5.66744 5.31148 15.8061
607000 6.03212 6.84064 6.11987 18.9926
608000 6.96964 7.96326 7.04391 21.9768
609000 7.76743 8.76916 8.05278 24.5894
610000 8.59683 9.60059 8.84093 27.0383
611000 9.75048 10.5536 9.94612 30.2502
612000 10.2523 11.0563 10.7122 32.0208
613000 10.5838 12.025 11.5137 34.1225
614000 11.3813 12.7391 12.5515 36.6718
615000 11.982 13.545 13.4363 38.9634
616000 12.8213 14.6252 14.4241 41.8707
617000 13.6009 15.8637 15.3094 44.7739
618000 14.8235 16.8607 15.9984 47.6825
619000 15.6432 17.8189 16.7227 50.1848
620000 16.4683 19.0735 17.3097 52.8515
621000 17.353 19.967 18.5321 55.8521
622000 17.8903 21.1423 19.4731 58.5058
623000 18.3018 22.2239 20.5148 61.0405
624000 19.2482 22.9615 21.5232 63.7329
625000 20.3867 24.4599 22.4648 67.3114
626000 21.4938 25.4861 23.3851 70.3651
627000 22.5236 26.3124 23.9053 72.7413
628000 23.0204 26.7863 24.5866 74.3933
629000 23.7591 27.7308 25.2467 76.7366
630000 24.7398 28.4835 26.5606 79.7839
631000 25.0458 29.612 27.7737 82.4314
632000 25.991 30.7607 28.665 85.4167
633000 27.0615 31.5878 29.0267 87.676
634000 27.7232 33.0416 29.4998 90.2646
635000 28.5665 34.0345 29.7507 92.3517
636000 29.0832 33.9425 30.2332 93.2589
637000 30.2349 35.8841 31.3891 97.508
638000 30.5997 36.9538 32.0176 99.5712
639000 31.6728 37.7174 33.1223 102.513
640000 32.6525 37.998 33.7762 104.427
641000 33.8858 38.5414 34.8935 107.321
642000 34.1323 38.8036 35.9629 108.899
643000 34.8888 39.5157 37.1217 111.526
644000 35.288 40.7132 37.3534 113.355
645000 35.1078 41.3042 37.5795 113.991
646000 35.569 41.9917 38.1112 115.672
647000 36.2242 42.9761 39.4015 118.602
648000 37.0741 44.1062 40.5412 121.721
649000 37.9184 45.4599 42.0055 125.384
650000 38.3693 47.031 42.6593 128.06
651000 39.3456 47.7423 43.4975 130.585
652000 40.2983 48.1529 44.7159 133.167
653000 41.4255 49.0393 45.54 136.005
654000 42.4205 50.4936 46.6333 139.547
