# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
129 10.5449 0.999829 163.917
130 10.6269 0.995094 167.765
131 10.709 0.9995 171.689
132 10.7911 1.00211 175.684
133 10.8731 1.01051 179.774
134 10.9552 1.00638 183.909
135 11.0372 0.99956 188.078
136 11.1193 0.999377 192.308
137 11.2014 1.00846 196.64
138 11.2834 1.0158 201.067
139 11.3655 1.00258 205.501
140 11.4476 1.00352 210.003
141 11.5296 1.00902 214.595
142 11.6117 0.99712 219.198
143 11.6937 0.997524 223.868
144 11.7758 0.997279 228.602
145 11.8579 1.00049 233.418
146 11.9399 0.995813 238.278
147 12.022 1.00203 243.236
148 12.104 1.00147 248.259
149 12.1861 1.00267 253.357
150 12.2682 1.00052 258.512
630000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0480013 0.0102966
32 2.58493 0.612962 0.150644
33 2.66699 2.08592 0.658982
34 2.74905 3.19747 1.48685
35 2.83112 2.95667 2.29871
36 2.91318 2.14429 2.92222
37 2.99524 1.55814 3.40112
38 3.0773 1.15739 3.77661
39 3.15936 0.922282 4.092
40 3.24142 0.86679 4.40403
41 3.32348 0.826358 4.71673
42 3.40555 0.79625 5.03313
43 3.48761 0.828244 5.37829
44 3.56967 0.856418 5.75221
45 3.65173 0.874593 6.15176
46 3.73379 0.918288 6.59037
47 3.81585 0.937551 7.05809
48 3.89791 0.977931 7.5671
49 3.97997 1.00213 8.11091
50 4.06204 1.03013 8.69323
51 4.1441 1.08138 9.32949
52 4.22616 1.09794 10.0012
53 4.30822 1.11272 10.7088
54 4.39028 1.09796 11.4338
55 4.47234 1.08721 12.1788
56 4.5544 1.13078 12.9824
57 4.63647 1.0926 13.787
58 4.71853 1.06057 14.596
59 4.80059 1.06008 15.433
60 4.88265 1.02636 16.2713
61 4.96471 1.02322 17.1353
62 5.04677 0.990164 17.9993
63 5.12883 0.96902 18.8725
64 5.21089 0.94559 19.7521
65 5.29296 0.930756 20.6454
66 5.37502 0.916327 21.5524
67 5.45708 0.913288 22.4842
68 5.53914 0.906269 23.4367
69 5.6212 0.912595 24.4246
70 5.70326 0.900937 25.4285
71 5.78532 0.926366 26.4908
72 5.86739 0.926814 27.5839
73 5.94945 0.946486 28.7316
74 6.03151 0.95828 29.9259
75 6.11357 0.985327 31.1876
76 6.19563 0.999061 32.5014
77 6.27769 1.00914 33.8639
78 6.35975 1.0222 35.2802
79 6.44181 1.03471 36.7513
80 6.52388 1.05487 38.2894
81 6.60594 1.03999 39.8442
82 6.688 1.05594 41.4622
83 6.77006 1.05588 43.1202
84 6.85212 1.04788 44.8057
85 6.93418 1.03636 46.5129
86 7.01624 1.05233 48.2876
87 7.09831 1.04517 50.0918
88 7.18037 1.02691 51.9057
89 7.26243 1.00726 53.7256
90 7.34449 1.00421 55.5814
91 7.42655 0.995857 57.4631
92 7.50861 0.991304 59.3777
93 7.59067 0.98462 61.3212
94 7.67273 0.985106 63.308
95 7.7548 0.967473 65.3011
96 7.83686 0.983125 67.3696
97 7.91892 0.969151 69.4516
98 8.00098 0.987123 71.6165
99 8.08304 0.974278 73.7971
100 8.1651 0.988438 76.0547
101 8.24716 0.980164 78.3386
102 8.32923 0.9836 80.6763
103 8.41129 0.989765 83.0753
104 8.49335 0.993603 85.5308
105 8.57541 0.996946 88.0425
106 8.65747 0.995953 90.5999
107 8.73953 0.993944 93.2008
108 8.82159 1.00213 95.8724
109 8.90365 1.00721 98.6078
110 8.98572 1.00384 101.385
111 9.06778 0.99961 104.2
112 9.14984 1.00731 107.09
113 9.2319 1.00537 110.025
114 9.31396 0.99319 112.977
115 9.39602 1.00435 116.014
116 9.47808 0.993438 119.072
117 9.56015 1.00132 122.207
118 9.64221 1.00063 125.394
119 9.72427 0.991806 128.607
120 9.80633 0.995224 131.885
121 9.88839 1.00015 135.236
122 9.97045 0.999381 138.639
123 10.0525 0.996207 142.088
124 10.1346 1.00536 145.626
125 10.2166 0.987482 149.157
126 10.2987 0.996514 152.778
127 10.3808 1.00455 156.486
128 10.4628 0.996454 160.223
129 10.5449 0.995785 164.016
130 10.6269 1.00577 167.908
131 10.709 1.0017 171.843
132 10.7911 1.00445 175.85
133 10.8731 0.998134 179.893
134 10.9552 1.00274 184.016
135 11.0372 1.0074 188.22
136 11.1193 1.00639 192.483
137 11.2014 1.01 196.824
138 11.2834 0.998556 201.18
139 11.3655 1.00459 205.625
140 11.4476 0.996532 210.099
141 11.5296 1.0019 214.662
142 11.6117 0.996207 219.263
143 11.6937 1.00185 223.956
144 11.7758 1.00244 228.719
145 11.8579 1.00035 233.537
146 11.9399 1.00486 238.445
147 12.022 0.997785 243.385
148 12.104 1.0099 248.454
149 12.1861 0.998752 253.535
150 12.2682 1.0017 258.7
640000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.00112464 0.000223839
31 2.50287 0.0485479 0.0106323
32 2.58493 0.61395 0.151091
33 2.66699 2.0579 0.652266
34 2.74905 3.17477 1.47364
35 2.83112 2.92761 2.27689
36 2.91318 2.22185 2.92244
37 2.99524 1.52935 3.39217
38 3.0773 1.09802 3.74807
39 3.15936 0.970172 4.07957
40 3.24142 0.847562 4.38444
41 3.32348 0.826822 4.69715
42 3.40555 0.806808 5.01746
43 3.48761 0.846206 5.36989
44 3.56967 0.864491 5.74706
45 3.65173 0.888475 6.15277
46 3.73379 0.890175 6.57762
47 3.81585 0.945793 7.04913
48 3.89791 0.961805 7.54941
49 3.97997 1.00688 8.09547
50 4.06204 1.03406 8.67957
51 4.1441 1.06368 9.30498
52 4.22616 1.08223 9.96654
53 4.30822 1.11144 10.6726
54 4.39028 1.11939 11.4112
55 4.47234 1.1313 12.1859
56 4.5544 1.09445 12.9631
57 4.63647 1.11045 13.7802
58 4.71853 1.07644 14.6007
59 4.80059 1.06443 15.4405
60 4.88265 1.03412 16.2845
61 4.96471 1.01189 17.1383
62 5.04677 1.00116 18.0112
63 5.12883 0.967273 18.8821
64 5.21089 0.958623 19.7733
65 5.29296 0.933597 20.6685
66 5.37502 0.91448 21.5729
67 5.45708 0.914917 22.5055
68 5.53914 0.922378 23.4743
69 5.6212 0.915142 24.4641
70 5.70326 0.90649 25.4735
71 5.78532 0.900516 26.5052
72 5.86739 0.90879 27.5763
73 5.94945 0.938889 28.714
74 6.03151 0.952043 29.8998
75 6.11357 0.981737 31.156
76 6.19563 0.975053 32.4375
77 6.27769 1.00249 33.7899
78 6.35975 1.01761 35.1989
79 6.44181 1.04546 36.6842
80 6.52388 1.04917 38.2126
81 6.60594 1.05018 39.7818
82 6.688 1.06732 41.4159
83 6.77006 1.04533 43.056
84 6.85212 1.05276 44.748
85 6.93418 1.04204 46.4631
86 7.01624 1.04385 48.2223
87 7.09831 1.03519 50.0079
88 7.18037 1.02941 51.825
89 7.26243 1.02009 53.6668
90 7.34449 1.0106 55.5331
91 7.42655 0.998456 57.418
92 7.50861 0.972802 59.2957
93 7.59067 0.98498 61.2384
94 7.67273 0.985104 63.2235
95 7.7548 0.988618 65.2586
96 7.83686 0.988913 67.3378
97 7.91892 0.992472 69.4684
98 8.00098 0.985077 71.6271
99 8.08304 0.974121 73.806
100 8.1651 0.974393 76.0299
101 8.24716 0.987295 78.3286
102 8.32923 0.981881 80.6604
103 8.41129 0.974603 83.0208
104 8.49335 0.986711 85.4573
105 8.57541 0.987733 87.9439
106 8.65747 1.00048 90.5111
107 8.73953 1.0074 93.145
108 8.82159 0.998144 95.8041
109 8.90365 0.993707 98.501
110 8.98572 0.99882 101.262
111 9.06778 1.00451 104.089
112 9.14984 0.999605 106.954
113 9.2319 0.997642 109.865
114 9.31396 1.00404 112.846
115 9.39602 1.00166 115.874
116 9.47808 1.00199 118.955
117 9.56015 0.991786 122.058
118 9.64221 1.00271 125.249
119 9.72427 1.00405 128.5
120 9.80633 0.997096 131.782
121 9.88839 0.99733 135.121
122 9.97045 0.997548 138.515
123 10.0525 0.996262 141.962
124 10.1346 0.988699 145.438
125 10.2166 0.994766 148.993
126 10.2987 1.00036 152.625
127 10.3808 1.00413 156.329
128 10.4628 1.01361 160.127
129 10.5449 1.00084 163.937
130 10.6269 1.00174 167.81
131 10.709 0.999283 171.733
132 10.7911 1.00516 175.74
133 10.8731 0.998066 179.779
134 10.9552 1.01482 183.949
135 11.0372 0.995037 188.098
136 11.1193 1.00045 192.332
137 11.2014 1.0019 196.636
138 11.2834 0.996789 200.98
139 11.3655 0.998872 205.397
140 11.4476 1.00614 209.911
141 11.5296 1.00916 214.503
142 11.6117 1.00902 219.16
143 11.6937 1.00299 223.855
144 11.7758 1.00227 228.613
145 11.8579 0.996614 233.41
146 11.9399 1.01468 238.362
147 12.022 0.999471 243.307
148 12.104 0.995549 248.3
149 12.1861 0.997806 253.373
150 12.2682 1.00845 258.568
650000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000552309 0.000111919
31 2.50287 0.0542068 0.0117515
32 2.58493 0.595903 0.148293
33 2.66699 2.02562 0.642306
34 2.74905 3.16572 1.46256
35 2.83112 2.96963 2.27857
36 2.91318 2.23612 2.92927
37 2.99524 1.54307 3.40392
38 3.0773 1.1513 3.77773
39 3.15936 0.924822 4.09424
40 3.24142 0.855127 4.40235
41 3.32348 0.773022 4.69513
42 3.40555 0.816492 5.01981
43 3.48761 0.824072 5.36351
44 3.56967 0.844624 5.73251
45 3.65173 0.867375 6.12904
46 3.73379 0.939258 6.57795
47 3.81585 0.967323 7.06088
48 3.89791 0.975796 7.56922
49 3.97997 1.02153 8.12401
50 4.06204 1.0432 8.71416
51 4.1441 1.0766 9.34807
52 4.22616 1.08571 10.013
53 4.30822 1.09203 10.7079
54 4.39028 1.12522 11.4514
55 4.47234 1.12047 12.2197
56 4.5544 1.09067 12.9954
57 4.63647 1.08997 13.7988
58 4.71853 1.07904 14.6224
59 4.80059 1.04605 15.4489
60 4.88265 1.04051 16.2994
61 4.96471 1.01735 17.1591
62 5.04677 1.0131 18.0438
63 5.12883 0.964136 18.9133
64 5.21089 0.943667 19.7918
65 5.29296 0.921267 20.6767
66 5.37502 0.938706 21.6065
67 5.45708 0.930997 22.5571
68 5.53914 0.890062 23.4935
69 5.6212 0.890086 24.4576
70 5.70326 0.91278 25.4755
71 5.78532 0.913038 26.5231
72 5.86739 0.914338 27.6024
73 5.94945 0.940102 28.7433
74 6.03151 0.941714 29.9179
75 6.11357 0.985488 31.1806
76 6.19563 0.99262 32.487
77 6.27769 1.01121 33.8534
78 6.35975 1.03715 35.2917
79 6.44181 1.04811 36.7828
80 6.52388 1.05319 38.3196
81 6.60594 1.04665 39.8855
82 6.688 1.05751 41.5073
83 6.77006 1.05017 43.1576
84 6.85212 1.05044 44.8483
85 6.93418 1.0322 46.5499
86 7.01624 1.05635 48.3327
87 7.09831 1.03877 50.127
88 7.18037 1.01699 51.9248
89 7.26243 1.01453 53.7595
90 7.34449 0.996811 55.603
91 7.42655 0.995398 57.4852
92 7.50861 1.00473 59.4272
93 7.59067 0.995793 61.3943
94 7.67273 0.981644 63.3757
95 7.7548 0.970623 65.3769
96 7.83686 1.00372 67.4904
97 7.91892 0.968871 69.5734
98 8.00098 0.976722 71.717
99 8.08304 0.982182 73.9171
100 8.1651 0.972352 76.1396
101 8.24716 0.984013 78.4342
102 8.32923 0.983441 80.7735
103 8.41129 0.976069 83.141
104 8.49335 0.993605 85.5984
105 8.57541 0.997491 88.1134
106 8.65747 0.988253 90.6529
107 8.73953 0.994292 93.2567
108 8.82159 1.01075 95.9534
109 8.90365 1.00063 98.673
110 8.98572 1.01049 101.47
111 9.06778 0.996715 104.28
112 9.14984 1.00255 107.158
113 9.2319 1.00485 110.094
114 9.31396 0.992208 113.045
115 9.39602 0.996013 116.06
116 9.47808 0.999038 119.137
117 9.56015 0.99792 122.264
118 9.64221 1.00037 125.452
119 9.72427 1.0071 128.717
120 9.80633 1.00168 132.019
121 9.88839 1.00365 135.384
122 9.97045 0.997406 138.783
123 10.0525 0.993226 142.224
124 10.1346 1.00073 145.748
125 10.2166 0.998184 149.321
126 10.2987 1.0006 152.959
127 10.3808 0.995038 156.635
128 10.4628 1.00352 160.401
129 10.5449 1.00109 164.218
130 10.6269 1.00454 168.107
131 10.709 0.998512 172.033
132 10.7911 1.00267 176.036
133 10.8731 1.00353 180.104
134 10.9552 1.00406 184.236
135 11.0372 0.99784 188.403
136 11.1193 1.00459 192.662
137 11.2014 0.995966 196.946
138 11.2834 0.995491 201.291
139 11.3655 0.99729 205.708
140 11.4476 0.999038 210.196
141 11.5296 1.00943 214.797
142 11.6117 1.00102 219.424
143 11.6937 1.00383 224.13
144 11.7758 1.00461 228.906
145 11.8579 1.00715 233.761
146 11.9399 0.997128 238.635
147 12.022 0.999182 243.586
148 12.104 0.996089 248.589
149 12.1861 0.997618 253.668
150 12.2682 1.00319 258.845
660000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000558828 0.000111919
31 2.50287 0.0400622 0.00872971
32 2.58493 0.592282 0.1446
33 2.66699 2.10304 0.657974
34 2.74905 3.08379 1.45775
35 2.83112 2.9471 2.26838
36 2.91318 2.25661 2.92557
37 2.99524 1.53261 3.39743
38 3.0773 1.16139 3.77482
39 3.15936 0.946168 4.09894
40 3.24142 0.821604 4.39519
41 3.32348 0.843258 4.71483
42 3.40555 0.832514 5.04622
43 3.48761 0.839667 5.39675
44 3.56967 0.848414 5.76777
45 3.65173 0.88507 6.1728
46 3.73379 0.912763 6.60951
47 3.81585 0.934667 7.07655
48 3.89791 1.00364 7.59989
49 3.97997 0.975205 8.12994
50 4.06204 1.05015 8.72457
51 4.1441 1.07287 9.35691
52 4.22616 1.07487 10.0157
53 4.30822 1.09422 10.7127
54 4.39028 1.13685 11.4647
55 4.47234 1.08717 12.211
56 4.5544 1.11835 13.0071
57 4.63647 1.08862 13.8101
58 4.71853 1.06936 14.6272
59 4.80059 1.04244 15.4516
60 4.88265 1.04603 16.3073
61 4.96471 1.01748 17.1679
62 5.04677 0.992 18.0349
63 5.12883 0.960676 18.9021
64 5.21089 0.937036 19.7752
65 5.29296 0.934953 20.674
66 5.37502 0.930056 21.5961
67 5.45708 0.923518 22.5399
68 5.53914 0.914208 23.5025
69 5.6212 0.90085 24.4794
70 5.70326 0.908319 25.4932
71 5.78532 0.910888 26.5395
72 5.86739 0.921386 27.628
73 5.94945 0.948169 28.7796
74 6.03151 0.955543 29.9726
75 6.11357 0.983872 31.2345
76 6.19563 0.986622 32.5342
77 6.27769 1.02362 33.9185
78 6.35975 1.02857 35.3462
79 6.44181 1.02321 36.8032
80 6.52388 1.04305 38.3267
81 6.60594 1.06655 39.9239
82 6.688 1.05682 41.5461
83 6.77006 1.04687 43.1927
84 6.85212 1.05729 44.8963
85 6.93418 1.0441 46.619
86 7.01624 1.03927 48.3747
87 7.09831 1.04113 50.1749
88 7.18037 1.01309 51.9673
89 7.26243 1.02338 53.8195
90 7.34449 1.00242 55.675
91 7.42655 0.996034 57.5602
92 7.50861 0.993828 59.4829
93 7.59067 0.981681 61.424
94 7.67273 0.989418 63.4228
95 7.7548 0.989985 65.4658
96 7.83686 0.972988 67.5165
97 7.91892 0.968457 69.6006
98 8.00098 0.969266 71.7298
99 8.08304 0.9798 73.9266
100 8.1651 0.973877 76.1546
101 8.24716 0.981101 78.4447
102 8.32923 0.986569 80.7935
103 8.41129 0.99538 83.2102
104 8.49335 0.983637 85.6451
105 8.57541 0.990604 88.1449
106 8.65747 1.00214 90.7224
107 8.73953 1.00025 93.3442
108 8.82159 1.01543 96.0558
109 8.90365 1.00658 98.7942
110 8.98572 1.01164 101.597
111 9.06778 0.993598 104.401
112 9.14984 1.00546 107.289
113 9.2319 1.00186 110.22
114 9.31396 0.995682 113.184
115 9.39602 0.993146 116.193
116 9.47808 0.997934 119.269
117 9.56015 0.993174 122.384
118 9.64221 0.996054 125.562
119 9.72427 0.997413 128.798
120 9.80633 0.998096 132.092
121 9.88839 1.00491 135.464
122 9.97045 0.996212 138.862
123 10.0525 0.995972 142.316
124 10.1346 0.995321 145.824
125 10.2166 0.993024 149.381
126 10.2987 1.00604 153.043
127 10.3808 0.991841 156.711
128 10.4628 1.00159 160.473
129 10.5449 1.00411 164.305
130 10.6269 1.00573 168.203
131 10.709 1.00593 172.161
132 10.7911 1.00328 176.171
133 10.8731 0.99982 180.227
134 10.9552 0.999306 184.342
135 11.0372 1.00596 188.548
136 11.1193 1.00376 192.806
137 11.2014 1.00429 197.13
138 11.2834 0.998928 201.495
139 11.3655 1.0017 205.935
140 11.4476 1.0043 210.451
