# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 300.179 -160.832 -21761.4 3358.09 53422.5 1.06785
600200 299.141 151.397 -21725.9 3346.49 53610.4 1.06412
600300 302.96 -399.95 -21686.1 3389.21 53918 1.05804
600400 297.718 -7.26905 -21738.6 3330.57 53893.8 1.05852
600500 300.166 226.669 -21791.5 3357.95 53619.1 1.06394
600600 300.038 -105.803 -21804.8 3356.52 53539 1.06553
600700 297.921 80.5962 -21805.6 3332.83 53373.3 1.06884
600800 300.052 324.016 -21843.2 3356.68 53424.8 1.06781
600900 297.39 -95.2907 -21825.6 3326.9 53686.6 1.0626
601000 300.914 39.5437 -21735.4 3366.32 53848.8 1.0594
601100 300.079 -333.114 -21785 3356.98 53967 1.05708
601200 297.025 125.598 -21840.1 3322.82 53913.7 1.05813
601300 299.85 -320 -21828.9 3354.41 53733.7 1.06167
601400 305.433 479.497 -21821.4 3416.88 53260.8 1.07111
601500 299.441 -18.1936 -21844.7 3349.84 53080.9 1.07473
601600 299.889 388.474 -21829.5 3354.85 53247.9 1.07136
601700 303.84 -155.349 -21759.8 3399.05 53681.1 1.06272
601800 299.725 -193.949 -21700.8 3353.02 54081.3 1.05485
601900 300.213 -149.535 -21768.2 3358.47 54194.5 1.05264
602000 299.926 31.7638 -21819.2 3355.27 53970 1.05702
602100 300.205 44.9253 -21882.4 3358.39 53647.7 1.06338
602200 294.361 250.845 -21899.7 3293.01 53508.7 1.06614
602300 299.853 8.63848 -21851.5 3354.45 53649.4 1.06334
602400 300.473 -120.346 -21795.4 3361.39 53765.7 1.06104
602500 302.283 163.821 -21774.2 3381.63 53767.3 1.06101
602600 299.034 -59.5927 -21793.1 3345.29 53833.6 1.0597
602700 295.644 188.641 -21874 3307.36 53733 1.06168
602800 298.726 -44.0932 -21771.7 3341.85 53728.7 1.06177
602900 300.773 40.0319 -21792.3 3364.74 53712.8 1.06208
603000 297.585 118.422 -21779.3 3329.07 53715.5 1.06203
603100 301.145 1.43916 -21696 3368.9 53871.4 1.05896
603200 300.749 -307.064 -21769.1 3364.47 53889.2 1.05861
603300 301.596 231.976 -21850.1 3373.95 53621.9 1.06389
603400 296.138 95.6156 -21807.1 3312.89 53521.3 1.06588
603500 301.441 141.74 -21798.7 3372.21 53605.3 1.06421
603600 300.641 -183.234 -21814.6 3363.26 53933.3 1.05775
603700 298.735 -154.049 -21846.9 3341.94 54127.8 1.05394
603800 302.003 39.8826 -21752.8 3378.5 54001.8 1.0564
603900 301.106 52.2329 -21744.1 3368.47 53889.8 1.0586
604000 297.624 252.591 -21797.6 3329.51 53813.3 1.0601
604100 298.712 -134.908 -21739.3 3341.69 54037.4 1.0557
604200 300.476 -17.4199 -21718.8 3361.42 54144.3 1.05362
604300 298.722 -320.448 -21770 3341.79 54248.1 1.0516
604400 303.379 155.193 -21710.1 3393.9 54052.9 1.0554
604500 302.079 75.7184 -21718.5 3379.35 53944.2 1.05753
604600 297.447 292.845 -21800.7 3327.53 53926.9 1.05787
604700 302.06 -42.7034 -21794.1 3379.14 54151.4 1.05348
604800 304.331 -144.44 -21716.7 3404.54 54492.1 1.0469
604900 300.85 -81.7908 -21795.9 3365.6 54537.1 1.04603
605000 298.718 -17.123 -21804.5 3341.75 54284.4 1.0509
605100 303.047 179.909 -21756.1 3390.18 54070.1 1.05507
605200 298.931 -180.808 -21795.5 3344.14 53970.7 1.05701
605300 299.834 497.155 -21893.4 3354.24 53796.1 1.06044
605400 295.044 -248.735 -21902.8 3300.65 54060.3 1.05526
605500 298.32 -63.4457 -21791.9 3337.3 53994.1 1.05655
605600 302.953 189.439 -21773.6 3389.13 53747.5 1.0614
605700 300.14 -136.989 -21869.5 3357.66 53628.2 1.06376
605800 299.371 -35.17 -21814.2 3349.06 53476.3 1.06678
605900 303.667 232.993 -21812.1 3397.12 53303.2 1.07025
606000 297.907 514.935 -21784.4 3332.68 53451.2 1.06729
606100 300.342 -469.524 -21714 3359.92 53968.1 1.05706
606200 304.303 -70.393 -21689.4 3404.24 54039.9 1.05565
606300 299.586 172.776 -21751 3351.47 53803.3 1.0603
606400 296.614 299.443 -21818 3318.22 53702.6 1.06229
606500 303.607 178.494 -21800.9 3396.44 53866.4 1.05906
606600 300.331 -265.542 -21830.7 3359.8 54029.8 1.05585
606700 298.476 182.755 -21857.5 3339.05 53918.2 1.05804
606800 298.215 96.2131 -21874.5 3336.12 53928.1 1.05784
606900 301.016 -338.669 -21821.8 3367.46 53960.3 1.05721
607000 303.331 196.671 -21833.5 3393.36 53689.1 1.06255
607100 301.133 -99.1841 -21910.2 3368.77 53547.3 1.06537
607200 295.991 175.177 -21947.2 3311.24 53438.1 1.06754
607300 298.242 169.134 -21941.5 3336.42 53528 1.06575
607400 298.698 -382.756 -21800.1 3341.53 53972 1.05699
607500 303.883 -383.268 -21806.3 3399.53 54239.2 1.05178
607600 296.163 -462.59 -21790.6 3313.17 54013.4 1.05619
607700 301.792 745.837 -21791.2 3376.14 53150.9 1.07333
607800 298.446 300.707 -21845.5 3338.71 53010.2 1.07616
607900 296.791 -89.5517 -21892.6 3320.19 53348.1 1.06935
608000 300.219 -298.442 -21801.1 3358.54 53558.8 1.06514
608100 300.609 183.341 -21782.5 3362.9 53555.6 1.0652
608200 299.373 -135.839 -21817.8 3349.07 53687.4 1.06259
608300 296.323 -173.321 -21842.7 3314.96 53627.3 1.06378
608400 302.405 205.92 -21787.1 3383 53302.3 1.07027
608500 300.342 24.7489 -21811.6 3359.92 53156.9 1.07319
608600 298.813 122.806 -21830.2 3342.81 53278.6 1.07074
608700 298.459 5.12924 -21797 3338.86 53557.8 1.06516
608800 303.198 -121.683 -21750 3391.87 53649.1 1.06334
608900 301.663 106.411 -21798.7 3374.69 53658.7 1.06315
609000 300.387 -167.777 -21810.8 3360.42 53741.6 1.06151
609100 300.484 -113.328 -21794.5 3361.51 53717.8 1.06198
609200 298.032 -74.8147 -21870.8 3334.08 53553.4 1.06525
609300 298.239 -32.996 -21925.6 3336.4 53390.4 1.0685
609400 303.097 517.894 -21878.4 3390.74 53368.3 1.06894
609500 297.025 -215.912 -21833.1 3322.81 53685.8 1.06262
609600 302.694 -121.232 -21784.2 3386.23 53707.6 1.06219
609700 298.982 -255.859 -21840.1 3344.7 53615.8 1.06401
609800 297.29 576.817 -21961.3 3325.77 53493.1 1.06645
609900 299.323 -266.627 -21895.5 3348.52 53751.2 1.06133
610000 301.003 -62.0953 -21864.7 3367.32 53654 1.06325
610100 299.041 76.8414 -21845.9 3345.36 53662 1.06309
610200 300.562 -62.6535 -21831.1 3362.38 53806.1 1.06024
610300 300.292 -372.988 -21791.8 3359.37 53901.3 1.05837
610400 303.811 192.86 -21837.6 3398.73 53514 1.06604
610500 297.755 222.105 -21868 3330.98 53338.6 1.06953
610600 299.813 -176.59 -21820.3 3354.01 53556.9 1.06518
610700 302.744 94.6122 -21716.3 3386.79 53699.1 1.06236
610800 300.369 -337.916 -21741.4 3360.22 53803.4 1.06029
610900 296.58 -113.545 -21795.3 3317.83 53651.4 1.0633
611000 299.124 183.404 -21804.9 3346.29 53439.1 1.06753
611100 301.773 -71.5194 -21766.1 3375.93 53354 1.06922
611200 296.082 59.0814 -21838.1 3312.26 53393.9 1.06843
611300 297.902 11.5657 -21830.1 3332.62 53406.3 1.06818
611400 301.981 227.901 -21866.7 3378.25 53440.4 1.0675
611500 294.871 -326.232 -21886.4 3298.72 53655.4 1.06322
611600 300.121 148.099 -21846.4 3357.45 53611.3 1.06409
611700 297.272 -183.053 -21821.6 3325.57 53717.2 1.062
611800 303.534 -122.348 -21774.5 3395.63 53872.1 1.05894
611900 299.472 8.4511 -21788.2 3350.19 53817.1 1.06003
612000 298.48 -107.976 -21838.2 3339.09 53826 1.05985
612100 299.192 -27.6705 -21804 3347.06 53857.8 1.05922
612200 300.768 131.194 -21823.6 3364.69 54025.6 1.05594
612300 299.289 -539.077 -21770.7 3348.14 54344.9 1.04973
612400 302.196 -3.58754 -21841.9 3380.66 54033.1 1.0558
612500 298.131 240.681 -21844.1 3335.19 53674.9 1.06283
612600 301.553 87.3295 -21819 3373.47 53604.2 1.06423
612700 303.19 198.865 -21775.4 3391.78 53708.2 1.06217
612800 302.115 -161.265 -21860.3 3379.75 53933.1 1.05775
612900 298.819 -104.379 -21889.1 3342.89 53996 1.05651
613000 300.229 -130.989 -21759.6 3358.65 53944.1 1.05753
613100 303.846 144.103 -21785.9 3399.12 53652.1 1.06329
613200 297.236 210.417 -21809.4 3325.17 53598.5 1.06435
613300 303.082 -19.3522 -21781 3390.58 53725.3 1.06184
613400 299.001 -4.58011 -21766.2 3344.92 53826.4 1.05984
613500 303.265 -225.551 -21742.8 3392.62 54055.4 1.05535
613600 300.699 -356.384 -21732.7 3363.91 54181.9 1.05289
613700 299.139 205.436 -21809.6 3346.46 53942.3 1.05757
613800 299.057 326.682 -21844.3 3345.55 53899.6 1.05841
613900 303.316 -240.372 -21806.3 3393.19 54165.1 1.05321
614000 301.863 -115.193 -21815.8 3376.93 54037.3 1.05571
614100 299.046 215.559 -21915.8 3345.42 53785.9 1.06064
614200 300.775 107.136 -21915.2 3364.77 53700.2 1.06233
614300 301.188 221.333 -21851.6 3369.38 53762.2 1.06111
614400 300.238 -447.953 -21827.6 3358.76 54021.3 1.05602
614500 301.62 179.493 -21816.7 3374.21 53990.4 1.05662
614600 296.828 67.665 -21855.7 3320.61 54042.4 1.05561
614700 301.542 -176.992 -21803.1 3373.34 54064.3 1.05518
614800 298.138 -50.4746 -21844.4 3335.26 53991.9 1.05659
614900 298.614 281.89 -21866.1 3340.58 53821.3 1.05994
615000 299.441 125.136 -21823.6 3349.84 53879.8 1.05879
615100 294.516 -236.14 -21895 3294.74 54177 1.05298
615200 297.629 -294.173 -21849.6 3329.57 54180.8 1.05291
615300 302.459 55.6988 -21834.6 3383.6 53798 1.06041
615400 297.028 125.425 -21862.8 3322.84 53439.9 1.06751
615500 298.753 387.557 -21815 3342.15 53455.5 1.0672
615600 303.215 -132.832 -21750.9 3392.06 53795.5 1.06045
615700 297.273 -50.2316 -21762.4 3325.59 53973.4 1.05696
615800 301.436 140.079 -21791.7 3372.15 54036.7 1.05572
615900 296.091 -12.0641 -21856.8 3312.36 54107.3 1.05434
616000 300.56 208.256 -21860.2 3362.35 54262.1 1.05133
616100 301.575 -474.464 -21777.7 3373.72 54386 1.04894
616200 302.543 47.6209 -21772.2 3384.55 54119 1.05411
616300 295.593 227.057 -21800.5 3306.8 53915.2 1.0581
616400 302.018 110.552 -21793 3378.67 53841.7 1.05954
616500 299.809 6.9066 -21777.8 3353.95 54014.3 1.05616
616600 300.721 -553.585 -21741.6 3364.16 54271.2 1.05115
616700 303.668 175.943 -21783.8 3397.13 54036.1 1.05573
616800 298.213 175.842 -21823.3 3336.1 53754.6 1.06126
616900 302.591 14.5411 -21787 3385.08 53658 1.06317
617000 300.358 76.9384 -21770.4 3360.1 53789 1.06058
617100 297.954 -213.804 -21828.3 3333.2 54163.1 1.05325
617200 302.292 -338.92 -21739.9 3381.73 54166 1.0532
617300 300.938 40.3139 -21780.2 3366.59 53739.3 1.06157
617400 299.533 231.51 -21822 3350.87 53386.4 1.06858
617500 296.462 98.9433 -21851.7 3316.52 53265.3 1.07101
617600 300.618 105.471 -21809.2 3363.01 53312 1.07007
617700 300.793 -180.289 -21774.9 3364.96 53553.1 1.06525
617800 295.864 177.829 -21867.4 3309.82 53474.2 1.06682
617900 298.44 101.734 -21841.5 3338.64 53419.1 1.06792
618000 301.076 114.881 -21769.2 3368.13 53535.2 1.06561
618100 299.731 -89.6363 -21770.4 3353.09 53694.8 1.06244
618200 297.407 -159.771 -21827.5 3327.09 53735.9 1.06163
618300 296.804 203.424 -21849.4 3320.34 53428.6 1.06774
618400 300.974 193.006 -21805 3366.99 53150.7 1.07332
618500 301.477 176.159 -21875.6 3372.61 53112.8 1.07408
618600 296.496 -240.447 -21822 3316.89 53562.7 1.06507
618700 302.104 -404.873 -21775.1 3379.63 53932.4 1.05776
618800 298.559 27.9323 -21841.4 3339.97 53892 1.05855
618900 295.381 64.0621 -21880.8 3304.42 53754.4 1.06126
619000 299.566 -203.643 -21830.6 3351.24 53641.7 1.06349
619100 301.621 127.496 -21837.9 3374.23 53276.4 1.07079
619200 297.856 197.001 -21937.4 3332.11 53111.5 1.07411
619300 299.358 -113.036 -21892.9 3348.91 53361.9 1.06907
619400 304.169 -215.909 -21826.7 3402.73 53619.2 1.06394
619500 297.007 -290.899 -21834.3 3322.61 53781.2 1.06073
619600 301.653 175.774 -21831.9 3374.59 53573.9 1.06484
619700 306.827 67.0068 -21730.7 3432.47 53417.7 1.06795
619800 301.842 -16.1985 -21815.5 3376.71 53387.7 1.06855
619900 297.067 57.5668 -21822.4 3323.29 53412.9 1.06805
620000 301.811 -43.7787 -21775.3 3376.36 53574.2 1.06483
620100 299.016 -171.087 -21774 3345.09 53609.5 1.06413
620200 299.761 -104.244 -21812.4 3353.42 53670.7 1.06292
620300 298.47 -103.794 -21894.4 3338.98 53741.5 1.06152
620400 296.383 -12.4643 -21861.3 3315.63 53574.2 1.06483
620500 300.277 174.641 -21828.6 3359.19 53405.1 1.0682
620600 300.106 -83.7038 -21870.1 3357.28 53456.1 1.06718
620700 296.717 165.83 -21901.4 3319.36 53517.6 1.06596
