# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.666795 0.636357 0.811367 2.11452
602000 1.58987 1.56787 1.85099 5.00873
603000 2.49509 2.47785 2.63871 7.61165
604000 3.34689 3.27123 3.73944 10.3576
605000 4.19043 3.99155 4.63627 12.8182
606000 5.17397 4.66446 5.32485 15.1633
607000 6.0303 5.48959 6.41325 17.9331
608000 6.74936 6.32078 7.10147 20.1716
609000 7.49024 7.04646 7.86274 22.3994
610000 7.92951 7.54039 8.58343 24.0533
611000 8.79295 8.32665 9.32086 26.4405
612000 9.61681 9.19081 10.3379 29.1456
613000 10.6152 9.74865 11.1918 31.5557
614000 12.0425 10.7363 11.9012 34.68
615000 12.8385 11.3131 12.8813 37.0329
616000 14.08 11.853 13.5257 39.4587
617000 14.835 12.4193 14.6644 41.9188
618000 15.7529 13.0224 15.617 44.3923
619000 16.7873 13.8464 16.3229 46.9567
620000 17.8567 14.8354 17.0056 49.6977
621000 18.8027 15.5319 17.942 52.2767
622000 19.932 16.4941 19.1106 55.5367
623000 21.0531 17.4239 20.0242 58.5012
624000 21.9447 18.1756 20.616 60.7363
625000 22.7226 19.0239 22.0877 63.8343
626000 23.1759 19.7307 22.9852 65.8918
627000 23.9334 20.4563 23.7441 68.1338
628000 25.1723 21.1096 24.9195 71.2014
629000 26.4482 22.0463 26.1761 74.6705
630000 27.3559 22.6986 26.214 76.2685
631000 28.1936 23.2001 27.4502 78.8439
632000 28.2956 23.979 28.3332 80.6078
633000 28.9008 24.84 28.817 82.5577
634000 29.5417 25.7296 29.8537 85.125
635000 30.2327 26.59 30.8089 87.6316
636000 30.5166 27.275 31.3856 89.1772
637000 31.3645 28.3584 32.2653 91.9882
638000 32.2896 29.9676 33.4515 95.7086
639000 32.3985 31.6852 33.8525 97.9361
640000 33.3486 33.2513 34.4947 101.095
641000 33.695 34.4789 35.3609 103.535
642000 33.8985 35.3804 35.8757 105.155
643000 35.0199 35.9279 36.2586 107.206
644000 36.3002 36.3853 36.7169 109.402
645000 37.3712 37.4727 38.4295 113.273
646000 37.8398 38.6092 39.3465 115.796
647000 38.5918 39.6546 40.7774 119.024
648000 39.7535 40.5099 41.4337 121.697
649000 40.5818 41.334 41.9019 123.818
650000 41.4522 41.4834 41.7827 124.718
651000 42.1652 41.8741 42.7506 126.79
652000 42.6624 42.4109 43.7584 128.832
653000 44.0375 43.6103 44.6522 132.3
654000 44.3496 44.1405 45.6872 134.177
655000 45.3721 45.1677 46.5317 137.071
656000 46.0682 46.1092 47.3535 139.531
657000 46.0652 46.9817 48.2582 141.305
658000 46.8218 48.2872 49.3917 144.501
659000 47.0831 49.2883 49.8801 146.252
660000 48.5174 49.9532 51.2313 149.702
661000 49.359 50.4807 52.4944 152.334
662000 49.5669 51.018 53.1121 153.697
663000 49.9593 51.8674 53.7813 155.608
664000 51.0374 53.4132 55.1801 159.631
665000 52.3963 55.1882 56.1432 163.728
666000 52.984 55.3313 57.0398 165.355
667000 53.5998 56.19 57.6043 167.394
668000 54.617 57.2197 58.1416 169.978
669000 55.59 57.9111 59.2561 172.757
670000 57.1024 59.0878 59.683 175.873
671000 58.51 59.4084 60.5212 178.44
672000 59.6383 60.3905 61.7122 181.741
673000 60.4436 60.4832 62.1822 183.109
674000 61.3949 62.1105 62.8947 186.4
675000 62.319 62.9559 63.5761 188.851
676000 62.5495 63.7319 64.97 191.251
677000 63.603 64.2946 66.0856 193.983
678000 64.348 64.6009 67.1408 196.09
679000 65.0906 65.6871 67.3103 198.088
680000 64.9207 66.7576 67.9991 199.677
681000 65.6997 67.8538 68.3571 201.911
682000 67.2233 69.4668 68.9175 205.608
683000 68.3639 71.0409 70.068 209.473
684000 68.9666 72.3906 70.6891 212.046
685000 70.117 73.2334 71.9973 215.348
686000 70.9451 74.24 72.9274 218.113
687000 71.8972 75.3298 73.4722 220.699
688000 72.8978 76.2336 74.9944 224.126
689000 74.688 77.3881 77.1728 229.249
690000 75.3051 78.0506 77.9613 231.317
691000 76.5308 79.1591 78.426 234.116
692000 77.6123 79.508 78.8557 235.976
693000 78.7123 80.4052 79.2443 238.362
694000 79.0693 81.3391 79.3458 239.754
695000 80.7996 83.1366 81.106 245.042
696000 80.5394 83.0271 80.4914 244.058
697000 81.4313 83.7304 81.3795 246.541
698000 82.6725 84.5955 82.2319 249.5
699000 82.7463 85.2658 83.5897 251.602
700000 83.5357 84.9734 84.9354 253.445
701000 84.3212 85.5522 84.6923 254.566
702000 85.2344 86.1612 84.8865 256.282
703000 85.5663 86.3708 85.3722 257.309
704000 87.1213 87.2251 86.4284 260.775
705000 87.7595 87.9453 87.2961 263.001
706000 87.9889 88.2058 87.804 263.999
707000 89.0942 89.3213 88.796 267.211
708000 90.1992 89.746 89.3639 269.309
709000 91.8849 90.8256 91.2184 273.929
710000 92.1146 91.9315 91.9164 275.962
711000 93.3442 92.588 92.8252 278.757
712000 95.1096 93.4084 93.647 282.165
713000 96.5317 93.7782 94.5719 284.882
714000 98.4535 94.2448 95.1819 287.88
715000 100.689 95.0436 95.8422 291.575
716000 101.298 95.5481 96.9 293.747
717000 102.408 97.1633 97.678 297.25
718000 102.635 97.1775 97.5642 297.376
719000 104.02 98.4499 99.1037 301.574
720000 104.943 99.0662 99.5125 303.522
721000 105.738 100.162 100.63 306.53
722000 106.701 101.003 101.324 309.028
723000 107.586 101.006 102.463 311.055
724000 108.356 101.039 103.311 312.707
725000 108.853 100.433 103.455 312.741
726000 109.642 101.423 103.22 314.286
727000 110.299 103.086 103.783 317.168
728000 109.581 102.974 104.853 317.408
729000 110.899 104.087 105.617 320.604
730000 111.277 104.631 105.806 321.714
731000 112.218 106.007 106.941 325.167
732000 114.584 107.185 108.4 330.169
733000 115.79 108.844 109.237 333.87
734000 116.338 109.644 110.138 336.119
735000 117.451 110.741 111.463 339.656
736000 118.145 111.962 113.245 343.352
737000 119.181 113.452 114.684 347.317
738000 119.301 115.03 115.302 349.633
739000 120.475 116.085 115.721 352.281
740000 120.514 116.229 115.728 352.472
741000 120.856 117.568 117.189 355.613
742000 121.234 118.822 117.821 357.877
743000 122.718 119.692 119.077 361.486
744000 123.1 119.957 119.078 362.134
745000 123.61 120.49 120.251 364.351
746000 125.59 121.452 122.019 369.061
747000 125.678 121.049 121.88 368.607
748000 126.909 121.305 122.344 370.558
749000 127.671 121.822 123.567 373.06
750000 127.835 122.058 123.031 372.924
751000 128.513 123.45 124.222 376.186
752000 129.141 125.094 125.453 379.689
753000 129.462 126.028 125.672 381.162
754000 129.36 126.171 126.162 381.693
755000 130.65 125.752 126.426 382.828
756000 132.921 126.393 127.741 387.055
757000 134.227 127.535 128.591 390.353
758000 136.363 128.653 129.517 394.532
759000 136.156 128.647 130.255 395.058
760000 136.381 129.311 131.526 397.218
761000 137.517 130.641 132.912 401.069
762000 136.879 132.411 132.551 401.841
763000 138.507 133.029 133.447 404.983
764000 139.938 134.439 134.485 408.862
765000 141.44 135.51 136.504 413.454
766000 141.55 136.348 137.532 415.43
767000 141.768 138.64 138.331 418.739
768000 141.724 139.483 138.287 419.494
769000 142.139 140.569 139.373 422.08
770000 143.194 142.113 139.721 425.028
771000 143.316 142.11 140.32 425.746
772000 143.601 143.056 141.29 427.947
773000 143.703 143.986 142.325 430.014
774000 145.468 144.111 142.43 432.01
775000 147.133 145.015 143.717 435.865
776000 149.137 147.175 144.609 440.92
777000 151.072 148.743 145.455 445.269
778000 152.465 150.719 147.117 450.302
779000 152.036 151.632 146.733 450.4
780000 152.143 152.2 147.373 451.715
781000 152.752 153.254 148.825 454.831
782000 154.379 153.885 149.576 457.84
783000 155.427 155.65 150.666 461.743
784000 155.911 157.195 151.383 464.49
785000 156.167 157.478 151.261 464.906
786000 156.875 158.996 152.388 468.259
787000 158.427 160.741 154.342 473.511
788000 158.779 161.19 154.758 474.727
789000 159.401 161.355 155.254 476.01
790000 159.06 160.739 155.591 475.39
791000 160.123 161.535 157.944 479.602
792000 161.709 163.349 159.761 484.818
793000 161.959 164.209 160.761 486.93
794000 163.18 165.411 161.332 489.923
795000 163.845 165.4 160.884 490.129
796000 164.264 166.884 162.369 493.517
797000 163.573 167.6 164.102 495.275
798000 164.34 168.945 165.283 498.568
799000 164.766 169.171 167.01 500.947
800000 166.223 170.888 168.1 505.211
801000 166.59 171.207 168.795 506.591
802000 166.668 171.06 170.164 507.892
803000 168.534 172.008 172.606 513.148
804000 169.664 172.899 172.841 515.404
805000 169.934 173.967 173.881 517.783
806000 169.523 173.33 174.807 517.661
807000 169.952 174.374 174.683 519.008
808000 170.011 174.205 174.872 519.089
809000 170.63 174.953 176.247 521.83
810000 170.571 175.572 176.988 523.131
811000 170.977 176.46 177.556 524.992
812000 171.898 177.644 178.809 528.351
813000 172.997 179.152 178.784 530.932
814000 173.588 180.291 178.563 532.442
815000 174.593 180.7 179.489 534.783
816000 175.3 180.837 180.571 536.708
817000 177.062 182.675 180.969 540.705
818000 177.219 182.082 180.151 539.452
819000 179.529 183.351 182.063 544.943
