# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.64123 0.774742 0.692731 2.1087
602000 1.46765 1.75396 1.62645 4.84806
603000 2.16742 2.6389 2.49198 7.29829
604000 3.00012 3.58793 3.38916 9.97722
605000 3.84975 4.28566 4.24704 12.3824
606000 4.60544 4.94697 4.98312 14.5355
607000 5.44172 5.95402 5.73202 17.1278
608000 6.49738 6.92421 6.33901 19.7606
609000 7.34532 7.53858 7.0741 21.958
610000 7.97569 7.99553 7.90081 23.872
611000 8.9178 8.54181 8.80021 26.2598
612000 9.5579 9.46999 9.86727 28.8952
613000 10.3741 10.17 11.0331 31.5772
614000 11.2386 10.9238 11.9277 34.0901
615000 12.1094 11.8741 12.8031 36.7865
616000 12.9095 12.5783 13.7977 39.2856
617000 13.9534 13.5594 14.7065 42.2193
618000 15.2559 14.6308 15.7219 45.6086
619000 16.577 15.3738 16.5445 48.4952
620000 17.0033 16.1486 17.5289 50.6809
621000 17.8931 17.0079 18.4013 53.3023
622000 19.0558 17.7289 19.0899 55.8747
623000 19.759 18.7566 20.2747 58.7903
624000 20.1698 19.3827 20.78 60.3325
625000 21.1428 20.2063 21.6047 62.9538
626000 21.944 20.8724 22.2403 65.0566
627000 22.4872 21.6613 23.0589 67.2074
628000 23.3637 22.4461 24.3421 70.152
629000 24.4186 23.5342 25.4137 73.3666
630000 24.8958 24.7554 26.1553 75.8066
631000 25.5368 25.8546 27.0182 78.4096
632000 26.7667 26.8905 28.4206 82.0779
633000 28.0889 27.8831 28.6767 84.6487
634000 29.1845 29.0424 29.1812 87.4081
635000 30.0795 30.0702 30.4213 90.571
636000 30.6437 30.8261 31.1739 92.6437
637000 31.4036 31.4974 31.9957 94.8966
638000 32.2774 32.7344 32.6501 97.6619
639000 33.5288 33.7261 33.4077 100.663
640000 33.6121 34.4348 34.3499 102.397
641000 34.4519 35.4781 34.7912 104.721
642000 35.2688 36.3755 35.6845 107.329
643000 36.1419 37.0327 36.381 109.556
644000 36.2675 37.2651 36.8746 110.407
645000 37.1102 37.9297 37.9257 112.966
646000 37.6963 39.0552 38.3516 115.103
647000 38.1882 39.8422 39.2817 117.312
648000 39.3925 40.5417 40.3154 120.25
649000 40.805 41.6355 41.3983 123.839
650000 41.5522 42.8794 42.3814 126.813
651000 42.2025 44.0932 42.9943 129.29
652000 43.0098 44.915 43.6975 131.622
653000 44.2583 45.7715 45.0345 135.064
654000 45.1944 46.7718 45.6573 137.623
655000 46.3604 46.9269 46.1924 139.48
656000 47.2988 47.4975 47.38 142.176
657000 47.9028 47.9275 48.5681 144.398
658000 49.0265 48.4564 49.2035 146.686
659000 49.9089 49.4627 49.1577 148.529
660000 50.9887 50.4396 49.7402 151.169
661000 51.1836 51.5858 50.3817 153.151
662000 51.8065 52.8801 51.3544 156.041
663000 52.0991 53.1492 51.6729 156.921
664000 52.8284 54.1221 52.2004 159.151
665000 53.499 55.055 52.9088 161.463
666000 54.8775 55.6463 53.982 164.506
667000 56.3206 56.2509 55.2392 167.811
668000 57.7938 57.3586 56.4505 171.603
669000 59.4809 58.4774 57.8666 175.825
670000 60.3597 59.3051 58.1585 177.823
671000 61.3945 60.0451 58.9815 180.421
672000 62.5891 60.6959 60.816 184.101
673000 63.3232 61.501 62.0721 186.896
674000 64.4854 62.8422 63.5523 190.88
675000 65.0423 63.4712 64.4414 192.955
676000 65.134 63.3595 65.455 193.948
677000 66.1212 64.8021 66.4844 197.408
678000 66.9156 66.1846 66.6765 199.777
679000 68.6855 67.1738 67.565 203.424
680000 69.9403 68.4291 68.5212 206.891
681000 69.6895 68.8457 69.2862 207.821
682000 70.3322 69.8721 70.2507 210.455
683000 71.433 71.4109 70.4369 213.281
684000 72.7522 72.898 71.8739 217.524
685000 74.1481 74.315 73.5414 222.004
686000 75.0957 74.7418 73.9884 223.826
687000 76.1886 75.5486 75.1186 226.856
688000 76.7934 76.7071 76.2011 229.702
689000 76.8086 77.7529 76.899 231.461
690000 78.6031 78.9223 77.9793 235.505
691000 78.6621 78.6476 78.3664 235.676
692000 79.5557 78.7497 79.1087 237.414
693000 81.1106 79.9176 79.2978 240.326
694000 81.89 81.4174 80.4625 243.77
695000 83.0958 82.5198 82.0789 247.695
696000 84.4823 82.9928 82.4984 249.973
697000 85.0054 83.99 83.3699 252.365
698000 86.626 85.624 84.5065 256.757
699000 87.4259 86.083 84.6898 258.199
700000 88.8023 87.2158 85.6762 261.694
701000 89.7561 88.2575 86.4674 264.481
702000 90.637 89.2583 87.0978 266.993
703000 91.551 90.3155 88.3129 270.179
704000 92.0226 90.9201 89.8376 272.78
705000 92.9122 92.2323 91.6502 276.795
706000 93.9024 93.3333 92.5559 279.792
707000 94.798 93.8801 93.2092 281.887
708000 95.0009 94.8706 93.6937 283.565
709000 95.3687 95.0921 94.616 285.077
710000 96.2056 96.0413 95.2371 287.484
711000 97.3328 96.7735 95.6922 289.798
712000 99.2826 98.3923 96.8875 294.562
713000 99.3979 98.7025 97.1847 295.285
714000 100.174 98.3289 97.7435 296.246
715000 100.651 99.3813 98.0452 298.078
716000 101.381 100.621 99.2127 301.215
717000 102.179 101.394 100.352 303.924
718000 102.261 101.308 101.295 304.864
719000 102.504 101.729 101.43 305.663
720000 103.556 103.637 102.881 310.073
721000 105.521 104.759 103.841 314.122
722000 106.272 105.905 103.277 315.455
723000 106.87 106.143 103.6 316.612
724000 108.461 106.006 104.218 318.685
725000 109.38 107.151 104.775 321.305
726000 109.812 107.934 104.918 322.665
727000 110.85 108.438 105.693 324.982
728000 111.159 109.696 106.806 327.66
729000 112.538 110.303 107.863 330.705
730000 113.782 111.013 108.966 333.762
731000 113.811 111.323 109.325 334.459
732000 115.133 112.064 109.303 336.5
733000 116 112.924 110.303 339.227
734000 116.075 113.379 110.04 339.494
735000 117.164 114.07 111.321 342.555
736000 118.839 115.143 113.034 347.016
737000 119.193 115.67 114.227 349.09
738000 118.749 116.14 116.346 351.234
739000 120.244 118.545 118.046 356.836
740000 120.933 119.885 118.997 359.815
741000 121.764 120.664 118.604 361.032
742000 122.292 121.615 119.988 363.894
743000 122.032 122.997 120.612 365.641
744000 122.961 124.641 121.709 369.311
745000 125.204 126.272 123.332 374.808
746000 126.079 127.486 124.133 377.698
747000 125.746 127.798 125.505 379.05
748000 125.576 126.976 125.815 378.367
749000 126.448 127.889 126.39 380.727
750000 128.879 129.273 127.871 386.023
751000 128.645 129.166 129.207 387.018
752000 129.161 129.846 129.958 388.965
753000 130.078 130.749 130.425 391.252
754000 130.226 131.456 131.801 393.483
755000 131.918 133.18 133.052 398.15
756000 132.805 134.682 134.101 401.588
757000 134.287 136.545 135.497 406.329
758000 136.054 137.834 137.285 411.173
759000 137.736 138.729 139.898 416.363
760000 137.462 138.472 139.888 415.822
761000 137.725 138.832 141.965 418.522
762000 139.677 139.907 143.788 423.372
763000 141.445 141.327 145.118 427.89
764000 140.726 140.651 145.648 427.025
765000 141.153 140.593 146.631 428.376
766000 141.522 140.318 146.352 428.192
767000 141.163 141.703 148.113 430.978
768000 142.211 141.88 148.89 432.98
769000 142.504 142.188 150.298 434.99
770000 144.674 143.303 152.629 440.606
771000 145.151 144.133 153.634 442.918
772000 146.332 144.475 155.157 445.964
773000 146.94 145.074 156.9 448.913
774000 147.262 146.112 157.595 450.969
775000 148.247 147.738 158.439 454.424
776000 148.326 148.95 159.561 456.837
777000 149.11 150.246 161.993 461.349
778000 151.361 150.867 162.289 464.516
779000 153.265 152.002 162.42 467.687
780000 153.567 152.626 164.076 470.269
781000 154.409 154.37 165.757 474.535
782000 154.384 153.951 165.605 473.941
783000 156.429 156.29 166.037 478.756
784000 156.74 156.606 165.055 478.401
785000 156.893 157.55 164.513 478.955
786000 156.971 157.791 164.601 479.363
787000 158.305 159.544 166.147 483.996
788000 160.176 161.678 167.967 489.821
789000 160.319 162.611 167.99 490.921
790000 161.394 163.446 168.102 492.942
791000 163.216 164.236 168.503 495.955
792000 163.415 164.351 169.414 497.18
793000 164.577 164.629 170.383 499.589
794000 165.735 165.927 170.458 502.119
795000 166.302 166.998 171.63 504.929
796000 167.422 167.417 172.496 507.334
797000 168.508 168.446 173.793 510.747
798000 169.331 169.285 174.568 513.184
799000 169.733 168.832 173.908 512.473
800000 170.841 170.42 175.002 516.262
801000 171.124 171.422 175.649 518.196
802000 172.157 172.953 176.108 521.219
803000 172.049 173.073 176.705 521.828
804000 172.954 173.761 176.886 523.601
805000 175.362 174.019 177.854 527.235
806000 178.156 175.853 179.499 533.508
807000 180.555 176.781 179.855 537.192
808000 181.129 175.723 180.282 537.134
809000 182.256 176.826 181.733 540.815
810000 184.09 178.064 183.138 545.293
811000 183.737 177.188 183.771 544.697
812000 184.744 177.616 184.294 546.654
813000 184.653 176.949 184.353 545.955
814000 184.994 176.524 184.501 546.02
815000 185.708 176.812 185.636 548.155
816000 186.829 178.515 188.628 553.973
817000 186.316 178.532 188.191 553.039
818000 185.507 178.896 189.192 553.595
819000 186.368 179.284 190.031 555.683
820000 187.429 180.887 191.883 560.199
821000 188.989 183.808 194.378 567.175
822000 190.743 185.35 195.234 571.327
823000 189.972 185.555 195.248 570.775
824000 190.657 185.262 196.006 571.926
825000 192.682 186.911 196.254 575.848
826000 192.992 187.409 196.548 576.949
827000 192.427 187.193 197.825 577.445
828000 192.564 186.979 198.244 577.787
829000 193.324 187.239 199.259 579.822
830000 193.059 187.446 200.419 580.923
831000 193.584 188.069 201.248 582.901
832000 193.97 188.911 201.386 584.267
833000 195.63 190.447 203.419 589.496
834000 195.337 191.186 203.793 590.316
835000 195.433 192.584 204.012 592.029
836000 197.072 195.132 205.718 597.921
837000 197.97 196.38 206.877 601.228
838000 199.624 198.24 208.435 606.298
839000 198.758 198.029 208.047 604.835
840000 200.084 198.61 209.136 607.829
841000 199.804 198.682 209.775 608.261
842000 200.256 199.325 210.383 609.963
843000 202.381 201.42 213.914 617.715
844000 202.672 202.257 214.902 619.831
845000 203.1 203.801 215.653 622.553
846000 203.49 204.631 215.689 623.81
847000 202.695 206.39 215.015 624.099
848000 203.191 207.377 214.577 625.146
849000 203.361 207.258 214.952 625.571
850000 203.905 208.131 215.231 627.267
851000 204.562 209.819 215.826 630.207
852000 205.028 210.331 215.994 631.353
853000 205.915 211.627 216.989 634.532
854000 206.804 212.49 217.582 636.877
855000 208.054 213.802 218.557 640.414
856000 209.327 213.45 219.953 642.73
857000 210.859 215.961 221.962 648.783
858000 212.647 217.824 224.327 654.798
859000 212.667 218.818 225.314 656.799
860000 213.123 218.088 225.444 656.655
861000 214.622 219.41 227.618 661.65
862000 214.859 218.379 229.071 662.309
863000 215.908 219.239 229.969 665.116
864000 216.718 221.147 231.372 669.237
865000 216.797 221.088 232.527 670.413
866000 216.315 221.635 231.913 669.863
867000 215.945 221.792 232.639 670.376
868000 215.914 222.518 233.255 671.686
869000 215.678 222.881 233.383 671.942
870000 215.881 221.882 233.637 671.4
871000 215.414 224.213 234.476 674.103
872000 215.778 224.045 234.648 674.471
873000 217.934 225.84 236.437 680.212
874000 219.053 227.689 237.934 684.676
875000 218.997 226.927 238.137 684.061
876000 220.401 228.023 239.673 688.097
877000 221.966 228.664 241.402 692.032
878000 221.416 227.196 241.282 689.894
879000 221.244 227.521 241.736 690.501
880000 223.496 229.093 243.644 696.234
881000 225 230.705 242.828 698.534
882000 227.598 233.546 245.068 706.212
883000 227.048 233.873 244.393 705.314
884000 227.738 235.657 245.693 709.088
885000 229.766 236.644 246.618 713.028
886000 229.115 237.037 246.698 712.85
887000 229.179 237.483 247.906 714.568
888000 229.944 239.129 248.623 717.695
889000 230.999 240.549 247.749 719.298
890000 233.254 242.439 249.292 724.986
891000 235.097 242.563 250.337 727.997
892000 234.451 243.141 250.134 727.727
893000 234.872 245.071 251.499 731.442
894000 236.22 246.508 251.331 734.058
895000 237.599 248.781 253.068 739.448
896000 238.096 248.821 254.66 741.576
897000 237.957 247.901 255.002 740.86
898000 238.906 248.363 255.724 742.993
899000 241.248 250.124 256.264 747.637
900000 244.152 251.908 259.438 755.497
