# Time-averaged data for fix rdf_CC_avg
# TimeStep Number-of-rows
# Row c_rdf_CC[1] c_rdf_CC[2] c_rdf_CC[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.0434511 0.00111111
35 2.83112 0.409968 0.0122222
36 2.91318 1.58347 0.0577778
37 2.99524 2.33767 0.128889
38 3.0773 4.08533 0.26
39 3.15936 6.20458 0.47
40 3.24142 8.23551 0.763333
41 3.32348 11.4581 1.19222
42 3.40555 12.7203 1.69222
43 3.48761 14.4974 2.29
44 3.56967 14.7909 2.92889
45 3.65173 15.4892 3.62889
46 3.73379 15.4699 4.36
47 3.81585 15.8027 5.14
48 3.89791 15.2524 5.92556
49 3.97997 15.397 6.75222
50 4.06204 16.1313 7.65444
51 4.1441 15.6694 8.56667
52 4.22616 16.0388 9.53778
53 4.30822 15.9659 10.5422
54 4.39028 16.561 11.6244
55 4.47234 15.7476 12.6922
56 4.5544 16.0927 13.8233
57 4.63647 15.3682 14.9433
58 4.71853 15.3866 16.1044
59 4.80059 15.4626 17.3122
60 4.88265 15.3996 18.5567
61 4.96471 15.2262 19.8289
62 5.04677 15.3805 21.1567
63 5.12883 14.4068 22.4411
64 5.21089 13.628 23.6956
65 5.29296 13.3968 24.9678
66 5.37502 13.3894 26.2789
67 5.45708 12.9647 27.5878
68 5.53914 12.2441 28.8611
69 5.6212 11.9216 30.1378
70 5.70326 11.0371 31.3544
71 5.78532 10.7956 32.5789
72 5.86739 10.2832 33.7789
73 5.94945 9.36406 34.9022
74 6.03151 8.21774 35.9156
75 6.11357 7.48009 36.8633
76 6.19563 6.50886 37.71
77 6.27769 6.3135 38.5533
78 6.35975 5.00935 39.24
79 6.44181 4.09907 39.8167
80 6.52388 3.66601 40.3456
81 6.60594 2.68958 40.7433
82 6.688 2.26404 41.0867
83 6.77006 1.52341 41.3233
84 6.85212 1.24913 41.5222
85 6.93418 0.981849 41.6822
86 7.01624 0.665734 41.7933
87 7.09831 0.377118 41.8578
88 7.18037 0.32415 41.9144
89 7.26243 0.192178 41.9489
90 7.34449 0.1214 41.9711
91 7.42655 0.0833688 41.9867
92 7.50861 0.0522011 41.9967
93 7.59067 0.0171528 42
94 7.67273 0.0333819 42.0067
95 7.7548 0.00546079 42.0078
96 7.83686 0.0106737 42.01
97 7.91892 0.0209296 42.0144
98 8.00098 0.015384 42.0178
99 8.08304 0.0200783 42.0222
100 8.1651 0.0491781 42.0333
101 8.24716 0.0482344 42.0444
102 8.32923 0.0473108 42.0556
103 8.41129 0.101993 42.08
104 8.49335 0.036454 42.0889
105 8.57541 0.102481 42.1144
106 8.65747 0.126879 42.1467
107 8.73953 0.163014 42.1889
108 8.82159 0.202159 42.2422
109 8.90365 0.194523 42.2944
110 8.98572 0.219561 42.3544
111 9.06778 0.235372 42.42
112 9.14984 0.317474 42.51
113 9.2319 0.300012 42.5967
114 9.31396 0.332598 42.6944
115 9.39602 0.363945 42.8033
116 9.47808 0.375984 42.9178
117 9.56015 0.365972 43.0311
118 9.64221 0.447467 43.1722
119 9.72427 0.485509 43.3278
120 9.80633 0.399127 43.4578
121 9.88839 0.489993 43.62
122 9.97045 0.534419 43.8
123 10.0525 0.544874 43.9867
124 10.1346 0.549363 44.1778
125 10.2166 0.499606 44.3544
126 10.2987 0.605908 44.5722
127 10.3808 0.717905 44.8344
128 10.4628 0.617138 45.0633
129 10.5449 0.689707 45.3233
130 10.6269 0.693791 45.5889
131 10.709 0.763319 45.8856
132 10.7911 0.633307 46.1356
133 10.8731 0.771149 46.4444
134 10.9552 0.710339 46.7333
135 11.0372 0.713399 47.0278
136 11.1193 0.747509 47.3411
137 11.2014 0.77913 47.6722
138 11.2834 0.831758 48.0311
139 11.3655 0.82965 48.3944
140 11.4476 0.82852 48.7622
141 11.5296 0.841285 49.1411
142 11.6117 1.0044 49.6
143 11.6937 0.961304 50.0456
144 11.7758 0.950155 50.4922
145 11.8579 0.869692 50.9067
146 11.9399 1.01881 51.3989
147 12.022 0.950449 51.8644
148 12.104 1.0452 52.3833
149 12.1861 1.07739 52.9256
150 12.2682 0.947771 53.4089
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0.0433401 0.00111111
35 2.83112 0.286152 0.00888889
36 2.91318 1.00405 0.0377778
37 2.99524 2.37371 0.11
38 3.0773 4.28926 0.247778
39 3.15936 6.20315 0.457778
40 3.24142 9.51216 0.796667
41 3.32348 10.5287 1.19111
42 3.40555 13.4479 1.72
43 3.48761 13.9241 2.29444
44 3.56967 16.2728 2.99778
45 3.65173 14.7167 3.66333
46 3.73379 15.8601 4.41333
47 3.81585 15.8842 5.19778
48 3.89791 16.3663 6.04111
49 3.97997 16.6489 6.93556
50 4.06204 15.1267 7.78222
51 4.1441 15.1644 8.66556
52 4.22616 15.9059 9.62889
53 4.30822 16.6803 10.6789
54 4.39028 15.6368 11.7011
55 4.47234 16.2146 12.8011
56 4.5544 17.1528 14.0078
57 4.63647 16.3802 15.2022
58 4.71853 14.5232 16.2989
59 4.80059 16.0909 17.5567
60 4.88265 14.882 18.76
61 4.96471 14.4771 19.97
62 5.04677 14.3671 21.2111
63 5.12883 15.3064 22.5767
64 5.21089 13.9955 23.8656
65 5.29296 13.5897 25.1567
66 5.37502 12.2253 26.3544
67 5.45708 13.3225 27.7
68 5.53914 12.6096 29.0122
69 5.6212 12.0996 30.3089
70 5.70326 11.5017 31.5778
71 5.78532 10.4736 32.7667
72 5.86739 9.54587 33.8811
73 5.94945 8.84035 34.9422
74 6.03151 8.44842 35.9844
75 6.11357 7.13433 36.8889
76 6.19563 7.28955 37.8378
77 6.27769 5.59495 38.5856
78 6.35975 4.94102 39.2633
79 6.44181 4.36492 39.8778
80 6.52388 3.54826 40.39
81 6.60594 2.77041 40.8
82 6.688 2.06588 41.1133
83 6.77006 1.62218 41.3656
84 6.85212 1.14392 41.5478
85 6.93418 0.906641 41.6956
86 7.01624 0.61848 41.7989
87 7.09831 0.467974 41.8789
88 7.18037 0.241265 41.9211
89 7.26243 0.142956 41.9467
90 7.34449 0.103154 41.9656
91 7.42655 0.10091 41.9844
92 7.50861 0.0522563 41.9944
93 7.59067 0.0227274 41.9989
94 7.67273 0.00556396 42
95 7.7548 0 42
96 7.83686 0.00533888 42.0011
97 7.91892 0.015633 42.0044
98 8.00098 0.0204884 42.0089
99 8.08304 0.0200234 42.0133
100 8.1651 0.0147083 42.0167
101 8.24716 0.0289082 42.0233
102 8.32923 0.0283287 42.03
103 8.41129 0.0323958 42.0378
104 8.49335 0.0363033 42.0467
105 8.57541 0.0490034 42.0589
106 8.65747 0.0654728 42.0756
107 8.73953 0.077205 42.0956
108 8.82159 0.109403 42.1244
109 8.90365 0.132375 42.16
110 8.98572 0.182556 42.21
111 9.06778 0.171324 42.2578
112 9.14984 0.176103 42.3078
113 9.2319 0.249757 42.38
114 9.31396 0.256625 42.4556
115 9.39602 0.267227 42.5356
116 9.47808 0.251435 42.6122
117 9.56015 0.42997 42.7456
118 9.64221 0.295756 42.8389
119 9.72427 0.35328 42.9522
120 9.80633 0.466577 43.1044
121 9.88839 0.395297 43.2356
122 9.97045 0.454767 43.3889
123 10.0525 0.45734 43.5456
124 10.1346 0.503966 43.7211
125 10.2166 0.445719 43.8789
126 10.2987 0.565256 44.0822
127 10.3808 0.547304 44.2822
128 10.4628 0.53862 44.4822
