# Time-averaged data for fix thermo_avg_npt
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
101000 0.5 300.151 -78.0104 -21018.6 3357.78 -17660.8 54555.1 1.04569
102000 0.5 298.755 86.6351 -21067.2 3342.16 -17725 54515.2 1.04645
103000 0.5 298.639 -222.568 -21034.1 3340.87 -17693.2 54657.2 1.04373
104000 0.5 300.603 55.8097 -21060.7 3362.84 -17697.9 54294.4 1.05071
105000 0.5 299.422 94.278 -21047.5 3349.62 -17697.8 54279.4 1.051
106000 0.5 299.745 -258.533 -21051.8 3353.24 -17698.5 54800.9 1.041
107000 0.5 301.037 -25.5137 -21011.9 3367.69 -17644.2 54891.7 1.03928
108000 0.5 300.501 -55.8386 -21010.9 3361.7 -17649.2 54601.3 1.0448
109000 0.5 299.235 -81.5046 -21020.4 3347.54 -17672.9 54393.8 1.04879
110000 0.5 300.598 152.121 -21086.1 3362.79 -17723.3 54418.9 1.0483
111000 0.5 301.475 -60.6828 -21058.2 3372.6 -17685.6 54657.1 1.04374
112000 0.5 300.265 125.537 -21042.3 3359.06 -17683.3 54423.4 1.04822
113000 0.5 299.302 195.97 -21042.3 3348.29 -17694 54449.8 1.04771
114000 0.5 300.834 -45.4277 -21033 3365.43 -17667.6 54689.6 1.04311
115000 0.5 301.406 89.723 -21026.8 3371.82 -17654.9 54516.1 1.04644
116000 0.5 300.638 -100.597 -21015.9 3363.23 -17652.7 54530.8 1.04616
117000 0.5 300.238 -339.305 -21077 3358.76 -17718.2 54607.2 1.04469
118000 0.5 300.283 302.478 -21124.8 3359.25 -17765.6 54082.9 1.05482
119000 0.5 300.603 101.463 -21088.8 3362.84 -17726 54110.2 1.05429
120000 0.5 300.914 -278.245 -21114 3366.32 -17747.7 54460.9 1.0475
121000 0.5 296.76 112.458 -21107.4 3319.85 -17787.5 54352.2 1.04959
122000 0.5 299.473 -74.5857 -21060 3350.2 -17709.8 54505.8 1.04663
123000 0.5 299.78 290.677 -21073.7 3353.63 -17720 54256.1 1.05145
124000 0.5 301.412 -90.7105 -21009.1 3371.89 -17637.2 54664.8 1.04361
125000 0.5 298.222 -87.1715 -20982.6 3336.2 -17646.4 54593 1.045
126000 0.5 301.317 489.02 -21058.5 3370.83 -17687.6 53797.8 1.06041
127000 0.5 299.81 11.7988 -20959.4 3353.97 -17605.5 54155 1.05342
