# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 299.777 -120.326 -22034.1 3353.6 53466.2 1.06698
600200 297.078 394.308 -22100 3323.4 53440 1.0675
600300 303.413 -151.808 -22062.3 3394.28 53682.6 1.06268
600400 297.435 -347.65 -22054.2 3327.39 53779.6 1.06076
600500 302.96 476.076 -22071.8 3389.21 53406.7 1.06818
600600 301.887 105.912 -22085.9 3377.21 53285.6 1.0706
600700 300.285 92.0883 -22150.2 3359.28 53507.3 1.06616
600800 296.833 -383.054 -22136.4 3320.67 53716.8 1.062
600900 301.114 290.621 -22119.2 3368.56 53630.4 1.06371
601000 302.844 -336.037 -22078.9 3387.91 53654.1 1.06324
601100 299.089 -73.945 -22064.9 3345.9 53414.8 1.06801
601200 300.815 384.579 -22134.1 3365.21 53255.8 1.0712
601300 298.129 -295.944 -22206.3 3335.16 53435.7 1.06759
601400 301.395 205.302 -22126.5 3371.69 53383.4 1.06864
601500 300.36 158.196 -22092.1 3360.13 53519.1 1.06593
601600 295.986 -468.6 -22093.8 3311.19 53741.4 1.06152
601700 303.556 298.656 -22113.2 3395.87 53473.9 1.06683
601800 298.933 -142.491 -22139.9 3344.16 53559.9 1.06511
601900 298.336 -236.915 -22045.6 3337.48 53491.9 1.06647
602000 301.877 274.94 -22059.2 3377.09 53171.8 1.07289
602100 297.988 -169.918 -22087.9 3333.58 53188.1 1.07256
602200 304.32 132.492 -22050.6 3404.42 53154.9 1.07323
602300 302.548 -130.639 -22042.3 3384.6 53140.1 1.07353
602400 300.508 33.3002 -22158.5 3361.78 53095.9 1.07442
602500 297.43 181.204 -22150.8 3327.35 53077 1.0748
602600 300.975 154.208 -22033.8 3367.01 53127.9 1.07378
602700 301.518 -27.4877 -22016 3373.07 53385.3 1.0686
602800 296.938 -392.895 -22060.3 3321.84 53618.1 1.06396
602900 299.091 467.972 -22142.7 3345.93 53488.8 1.06653
603000 294.546 -152.873 -22169 3295.08 53583.1 1.06465
603100 303.32 46.7724 -22166.8 3393.23 53615.7 1.06401
603200 298.697 -111.374 -22165.7 3341.52 53632.8 1.06367
603300 302.178 63.3261 -22091.4 3380.45 53356.9 1.06917
603400 302.739 272.614 -22093.7 3386.73 53279.4 1.07072
603500 296.889 -240.54 -22160 3321.29 53545.5 1.0654
603600 302.333 7.92057 -22110.6 3382.19 53538.5 1.06554
603700 299.09 232.292 -22083 3345.91 53485 1.06661
603800 300.259 6.3477 -22031.5 3358.99 53536.8 1.06558
603900 303.031 -217.864 -22002.7 3390 53621.4 1.06389
604000 300.629 -104.685 -22111.7 3363.13 53596.1 1.0644
604100 299.018 170.308 -22065.8 3345.11 53505.4 1.0662
604200 301.068 -94.4032 -21987.4 3368.04 53482.5 1.06666
604300 300.852 -92.8891 -21980.1 3365.62 53407.1 1.06816
604400 301.773 327.02 -21992 3375.93 53305.8 1.07019
