# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0 0
37 2.99524 0.0125564 0.00388889
38 3.0773 0.102102 0.0372222
39 3.15936 0.361409 0.161667
40 3.24142 0.641007 0.393889
41 3.32348 0.948258 0.755
42 3.40555 1.07797 1.18611
43 3.48761 1.01588 1.61222
44 3.56967 1.04575 2.07167
45 3.65173 0.917081 2.49333
46 3.73379 0.854106 2.90389
47 3.81585 0.852948 3.33222
48 3.89791 0.827128 3.76556
49 3.97997 0.772777 4.18778
50 4.06204 0.808492 4.64778
51 4.1441 0.805854 5.125
52 4.22616 0.898424 5.67833
53 4.30822 0.862974 6.23056
54 4.39028 0.89431 6.825
55 4.47234 0.827216 7.39556
56 4.5544 0.909455 8.04611
57 4.63647 0.879138 8.69778
58 4.71853 0.817852 9.32556
59 4.80059 0.813086 9.97167
60 4.88265 0.773186 10.6072
61 4.96471 0.759678 11.2528
62 5.04677 0.765261 11.925
63 5.12883 0.758249 12.6128
64 5.21089 0.749397 13.3144
65 5.29296 0.722829 14.0128
66 5.37502 0.761249 14.7711
67 5.45708 0.758475 15.55
68 5.53914 0.814432 16.4117
69 5.6212 0.796427 17.2794
70 5.70326 0.885199 18.2722
71 5.78532 0.907447 19.3194
72 5.86739 0.964489 20.4644
73 5.94945 1.01165 21.6994
74 6.03151 1.10377 23.0839
75 6.11357 1.05103 24.4383
76 6.19563 1.06539 25.8483
77 6.27769 1.05016 27.2756
78 6.35975 1.07923 28.7806
79 6.44181 1.08009 30.3261
80 6.52388 1.0808 31.9122
81 6.60594 1.04071 33.4783
82 6.688 1.07905 35.1428
83 6.77006 1.07487 36.8417
84 6.85212 1.0927 38.6106
85 6.93418 1.10915 40.4494
86 7.01624 1.13315 42.3728
87 7.09831 1.13447 44.3439
88 7.18037 1.13935 46.3694
89 7.26243 1.13239 48.4289
90 7.34449 1.11603 50.5044
91 7.42655 1.12489 52.6439
92 7.50861 1.11246 54.8067
93 7.59067 1.15266 57.0967
94 7.67273 1.14455 59.42
95 7.7548 1.17666 61.86
96 7.83686 1.15146 64.2983
97 7.91892 1.15741 66.8011
98 8.00098 1.15233 69.345
99 8.08304 1.16563 71.9711
100 8.1651 1.18258 74.69
101 8.24716 1.19106 77.4833
102 8.32923 1.20121 80.3567
103 8.41129 1.22718 83.3506
104 8.49335 1.2086 86.3567
105 8.57541 1.20858 89.4211
106 8.65747 1.20852 92.5444
107 8.73953 1.25027 95.8372
108 8.82159 1.2044 99.0689
109 8.90365 1.18401 102.305
110 8.98572 1.14978 105.506
111 9.06778 1.15588 108.783
112 9.14984 1.13909 112.072
113 9.2319 1.09561 115.292
114 9.31396 1.05957 118.461
115 9.39602 1.03456 121.611
116 9.47808 1.02608 124.789
117 9.56015 1.01472 127.987
118 9.64221 1.00575 131.211
119 9.72427 0.980585 134.408
120 9.80633 0.973253 137.636
121 9.88839 0.966196 140.893
122 9.97045 0.988672 144.282
123 10.0525 1.00282 147.777
124 10.1346 0.996912 151.307
125 10.2166 1.0062 154.929
126 10.2987 1.00282 158.596
127 10.3808 0.987864 162.267
128 10.4628 1.03841 166.187
129 10.5449 1.01395 170.074
130 10.6269 1.05384 174.178
131 10.709 1.04432 178.308
132 10.7911 1.0374 182.473
133 10.8731 1.02424 186.649
134 10.9552 1.03871 190.947
135 11.0372 1.04555 195.339
136 11.1193 1.08487 199.964
137 11.2014 1.07466 204.613
138 11.2834 1.08235 209.365
139 11.3655 1.07182 214.139
140 11.4476 1.06328 218.943
141 11.5296 1.0513 223.762
142 11.6117 1.03012 228.551
143 11.6937 1.01931 233.357
144 11.7758 1.04822 238.369
145 11.8579 1.03958 243.41
146 11.9399 1.01055 248.378
147 12.022 0.97578 253.241
148 12.104 0.994271 258.263
149 12.1861 0.981892 263.291
150 12.2682 0.981268 268.383
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0 0
37 2.99524 0.0090298 0.00277778
38 3.0773 0.119704 0.0416667
39 3.15936 0.362005 0.165556
40 3.24142 0.639884 0.396111
41 3.32348 0.940191 0.752222
42 3.40555 1.04793 1.16889
43 3.48761 1.03469 1.60056
44 3.56967 1.00664 2.04056
45 3.65173 0.930214 2.46611
46 3.73379 0.900625 2.89667
47 3.81585 0.834405 3.31333
48 3.89791 0.844298 3.75333
49 3.97997 0.759974 4.16611
50 4.06204 0.762644 4.59778
51 4.1441 0.825477 5.08389
52 4.22616 0.825266 5.58944
53 4.30822 0.838039 6.12278
54 4.39028 0.877542 6.70278
55 4.47234 0.88207 7.30778
56 4.5544 0.905154 7.95167
57 4.63647 0.856019 8.58278
58 4.71853 0.830922 9.21722
59 4.80059 0.827799 9.87167
60 4.88265 0.759638 10.4928
61 4.96471 0.76955 11.1433
62 5.04677 0.70866 11.7622
63 5.12883 0.756906 12.445
64 5.21089 0.775387 13.1672
65 5.29296 0.769166 13.9061
66 5.37502 0.723413 14.6228
67 5.45708 0.794254 15.4339
68 5.53914 0.757595 16.2311
69 5.6212 0.848859 17.1511
70 5.70326 0.867082 18.1183
71 5.78532 0.934165 19.1906
72 5.86739 0.95471 20.3178
73 5.94945 1.03055 21.5689
74 6.03151 1.00603 22.8239
75 6.11357 1.03957 24.1561
76 6.19563 1.0709 25.5661
77 6.27769 1.05349 26.99
78 6.35975 1.08677 28.4972
79 6.44181 1.05713 30.0017
80 6.52388 1.07609 31.5728
81 6.60594 1.07807 33.1861
82 6.688 1.05056 34.7978
83 6.77006 1.11273 36.5467
84 6.85212 1.10683 38.3289
85 6.93418 1.09797 40.1394
86 7.01624 1.13617 42.0578
87 7.09831 1.0987 43.9561
88 7.18037 1.14529 45.9811
89 7.26243 1.10142 47.9733
90 7.34449 1.12262 50.05
91 7.42655 1.10059 52.1317
92 7.50861 1.14404 54.3433
93 7.59067 1.12141 56.5594
94 7.67273 1.13374 58.8483
95 7.7548 1.13363 61.1867
96 7.83686 1.10696 63.5183
97 7.91892 1.19089 66.0794
98 8.00098 1.1717 68.6517
99 8.08304 1.14552 71.2183
100 8.1651 1.1961 73.9533
101 8.24716 1.18078 76.7078
102 8.32923 1.1795 79.5139
103 8.41129 1.19185 82.4056
104 8.49335 1.20744 85.3922
105 8.57541 1.20869 88.4406
106 8.65747 1.22954 91.6011
107 8.73953 1.18914 94.7161
108 8.82159 1.19286 97.8994
109 8.90365 1.19278 101.143
110 8.98572 1.18055 104.412
111 9.06778 1.13539 107.613
112 9.14984 1.16163 110.949
113 9.2319 1.13198 114.257
114 9.31396 1.08011 117.471
115 9.39602 1.07766 120.734
116 9.47808 1.07267 124.038
117 9.56015 1.03221 127.274
118 9.64221 1.01676 130.516
119 9.72427 0.978244 133.688
120 9.80633 1.01004 137.019
121 9.88839 0.999309 140.371
122 9.97045 0.980052 143.712
123 10.0525 1.00801 147.205
124 10.1346 1.0058 150.748
125 10.2166 0.98672 154.28
126 10.2987 0.994827 157.899
127 10.3808 1.03809 161.735
128 10.4628 1.01868 165.559
129 10.5449 1.03687 169.513
130 10.6269 1.05018 173.581
131 10.709 1.03374 177.646
132 10.7911 1.05443 181.857
133 10.8731 1.047 186.102
134 10.9552 1.05679 190.452
