# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.6596 0.625196 0.658198 1.94299
602000 1.48254 1.37673 1.5411 4.40038
603000 2.3694 2.38428 2.53253 7.2862
604000 3.28113 3.46306 3.45877 10.203
605000 4.0685 4.40812 4.19701 12.6736
606000 4.85873 5.45305 5.06362 15.3754
607000 5.65825 6.32503 5.92236 17.9056
608000 6.5352 7.20309 6.48759 20.2259
609000 7.44739 7.92363 7.44957 22.8206
610000 8.26569 8.75562 8.19837 25.2197
611000 8.98611 9.91645 8.7509 27.6534
612000 9.39882 10.8465 9.67091 29.9162
613000 9.90209 11.6611 10.4549 32.0182
614000 10.4761 12.9428 11.2389 34.6577
615000 11.479 14.231 11.9589 37.6688
616000 12.7674 15.0485 12.3971 40.2129
617000 13.7716 15.8863 12.883 42.5409
618000 14.8652 17.0646 14.2072 46.137
619000 15.8794 18.042 15.2501 49.1715
620000 16.8847 18.397 16.0884 51.3701
621000 18.0724 19.3781 16.801 54.2515
622000 19.5502 20.0896 17.9832 57.623
623000 20.516 20.5429 18.6936 59.7526
624000 21.7551 21.3733 19.2382 62.3667
625000 22.5908 22.1011 20.1247 64.8165
626000 23.2017 23.2949 21.1048 67.6014
627000 24.2743 24.848 21.9608 71.0831
628000 24.9929 25.5742 22.4725 73.0396
629000 25.4776 26.7732 22.9326 75.1834
630000 26.1699 27.8662 23.7016 77.7376
631000 26.8911 28.8923 24.4137 80.1971
632000 27.6435 29.9906 25.772 83.4061
633000 28.1354 30.4637 26.4272 85.0262
634000 29.2743 31.0401 27.4494 87.7638
635000 30.1117 31.4683 28.6553 90.2352
636000 30.7682 31.9077 29.7443 92.4202
637000 31.2555 32.4651 30.3292 94.0498
638000 32.1154 33.4053 30.991 96.5117
639000 32.7678 34.7129 31.6698 99.1504
640000 33.4268 35.7305 32.7842 101.942
641000 34.3595 36.4109 33.7293 104.5
642000 35.9139 37.3596 34.1046 107.378
643000 36.7924 38.575 34.7865 110.154
644000 37.9445 39.1478 35.723 112.815
645000 39.0473 39.832 37.2585 116.138
646000 39.4285 39.9679 38.0594 117.456
647000 40.3532 40.6892 39.1025 120.145
648000 41.6046 41.6147 39.5111 122.73
649000 42.6183 42.922 40.233 125.773
650000 43.5091 43.4466 41.2207 128.176
651000 44.7601 44.1026 42.1945 131.057
652000 45.497 44.3367 43.047 132.881
653000 46.4037 44.7871 44.2171 135.408
654000 47.2597 45.4064 45.1706 137.837
655000 48.158 45.9755 46.3487 140.482
656000 49.0052 47.323 47.0611 143.389
657000 50.4909 48.8302 48.1587 147.48
658000 51.5138 49.9776 48.8684 150.36
659000 52.7679 50.6787 49.1656 152.612
660000 54.342 51.5978 50.1994 156.139
661000 55.3493 52.7245 51.3568 159.431
662000 55.854 53.2249 52.0645 161.144
663000 55.9043 54.6111 53.5123 164.028
664000 56.1099 55.4647 53.861 165.436
665000 56.7491 56.3751 54.3004 167.425
666000 57.6401 57.1398 55.4704 170.25
667000 58.367 58.4017 55.6709 172.44
668000 59.1554 58.6718 56.2445 174.072
669000 60.4155 60.018 57.0827 177.516
670000 60.0818 60.7775 58.0782 178.937
671000 60.4444 61.8786 59.6212 181.944
672000 60.0736 61.8242 60.2056 182.103
673000 61.1014 62.5642 61.3315 184.997
674000 61.2286 63.1062 62.5493 186.884
675000 61.6016 63.9877 64.0397 189.629
676000 62.6788 65.3329 65.0217 193.033
677000 64.259 66.4701 64.6995 195.429
678000 65.264 67.2327 65.6974 198.194
679000 66.1336 68.0234 66.2121 200.369
680000 67.4863 69.0153 67.368 203.87
681000 68.7635 70.2785 68.4644 207.506
682000 69.6215 71.0827 68.9131 209.617
683000 69.9919 72.0729 69.452 211.517
684000 71.3534 73.6334 70.0645 215.051
685000 72.548 73.7056 70.5606 216.814
686000 73.6169 74.1165 72.2062 219.94
687000 74.722 75.883 72.6924 223.297
688000 75.9574 77.4738 73.0875 226.519
689000 76.356 78.8061 73.9081 229.07
690000 77.4164 80.3505 76.1085 233.875
691000 77.974 80.72 76.1083 234.802
692000 79.2815 81.892 77.9648 239.138
693000 79.5309 83.0685 78.5379 241.137
694000 80.1207 83.7018 79.7442 243.567
695000 81.8151 84.3774 81.0536 247.246
696000 82.107 85.3216 82.227 249.656
697000 82.6588 86.5684 82.5847 251.812
698000 83.316 87.1311 82.786 253.233
699000 83.526 87.4446 82.5522 253.523
700000 84.5645 89.9293 83.9144 258.408
701000 85.6428 91.8458 84.662 262.151
702000 85.871 92.2019 84.9537 263.027
703000 86.4242 93.8179 86.255 266.497
704000 87.114 95.0407 87.4501 269.605
705000 86.7945 95.3035 87.543 269.641
706000 87.4946 96.387 88.0126 271.894
707000 89.3373 97.4856 88.2752 275.098
708000 90.4767 98.1649 89.687 278.329
709000 91.6412 98.8197 90.7079 281.169
710000 91.8052 99.0683 90.7394 281.613
711000 92.1726 99.5227 92.0938 283.789
712000 93.6247 100.98 92.9887 287.593
713000 94.4031 102.145 93.7745 290.323
714000 95.2535 103.508 95.5049 294.267
715000 95.7547 104.082 95.9509 295.788
716000 96.7621 106.286 97.205 300.253
717000 97.0669 106.373 96.6581 300.098
718000 98.5629 107.23 97.091 302.884
719000 98.7428 108.449 97.5616 304.754
720000 100.007 109.806 98.5746 308.388
721000 101.382 110.974 99.1987 311.554
722000 102.876 112.662 100.234 315.772
723000 104.81 114.119 101.048 319.977
724000 105.907 114.606 101.578 322.091
725000 107.943 115.795 102.987 326.724
726000 109.471 116.61 103.936 330.017
727000 110.572 118.642 105.327 334.54
728000 111.148 119.8 105.746 336.693
729000 111.347 120.173 106.885 338.405
730000 110.965 120.366 107.523 338.854
731000 111.558 120.775 108.458 340.791
732000 112.425 122.723 110.303 345.45
733000 113.606 123.993 110.88 348.478
734000 115.253 125.722 111.918 352.893
735000 115.935 126.263 112.832 355.03
736000 116.632 125.662 113.61 355.904
737000 116.347 124.535 113.418 354.3
738000 118.105 125.71 114.742 358.557
739000 118.47 126.56 115.836 360.867
740000 119.934 128.998 116.105 365.037
741000 121.336 130.731 117.105 369.173
742000 123.126 132.105 117.531 372.763
743000 124.88 133.954 118.407 377.24
744000 125.941 134.549 119.214 379.704
745000 126.862 135.822 120.532 383.217
746000 128.878 136.689 121.409 386.976
747000 129.992 135.885 121.528 387.405
748000 131.555 136.45 122.652 390.656
749000 131.85 135.756 122.377 389.982
750000 133.738 136.654 123.824 394.216
751000 135.111 136.966 124.333 396.41
752000 135.796 138.036 124.978 398.81
753000 136.545 138.318 125.891 400.753
754000 137.502 139.464 127.116 404.083
755000 137.97 140.459 127.347 405.776
756000 139.371 141.686 128.856 409.913
757000 140.898 142.816 131.156 414.87
758000 142.371 143.316 132.576 418.263
759000 143.466 143.039 133.004 419.509
760000 143.794 143.312 132.907 420.014
761000 143.431 144.309 132.961 420.701
762000 144.399 144.204 132.836 421.439
763000 145.671 144.53 132.589 422.79
764000 147.556 145.352 133.003 425.912
765000 148.09 146.326 133.817 428.233
766000 149.069 147.937 135.601 432.607
767000 150.199 148.224 135.785 434.208
768000 150.951 149.121 136.654 436.726
769000 151.139 149.831 137.267 438.237
770000 152.812 152.017 139.271 444.101
771000 154.634 153.819 140.404 448.857
772000 155.712 155.062 141.354 452.128
773000 156.135 155.359 141.591 453.085
774000 156.79 155.597 140.923 453.31
775000 157.685 156.41 143.134 457.228
776000 158.47 156.684 144.724 459.879
777000 158.51 157.915 145.344 461.769
778000 159.113 159.776 147.833 466.722
779000 161.843 160.612 149.235 471.69
780000 162.141 160.176 149.278 471.595
781000 163.674 161.753 150.489 475.916
782000 164.72 162.047 150.634 477.402
783000 165.499 162.928 151.63 480.056
784000 166.514 164.503 152.921 483.937
785000 167.688 166.847 154.076 488.611
786000 168.453 168.301 155.225 491.979
787000 169.406 167.995 155.043 492.443
788000 170.362 169.325 155.718 495.405
789000 171.882 171.477 157.149 500.508
790000 172.556 171.318 157.486 501.36
791000 172.971 172.695 158.759 504.425
792000 173.543 173.14 159.195 505.878
793000 174.903 174.161 159.966 509.03
794000 175.848 175.084 160.49 511.423
795000 176.776 176.309 161.371 514.456
796000 179.273 179.646 163.439 522.358
797000 180.116 179.35 163.609 523.076
798000 181.116 180.006 164.578 525.7
799000 181.33 181.293 164.923 527.546
800000 181.552 182.823 166.24 530.615
801000 181.785 183.673 166.672 532.13
802000 183.315 185.275 168.16 536.75
803000 184.366 185.698 168.103 538.167
804000 185.232 187.014 169.013 541.259
805000 186.012 188.878 170.476 545.365
806000 186.886 189.726 171.732 548.344
807000 187.608 190.542 172.687 550.837
808000 188.133 191.176 173.974 553.283
809000 189.596 191.827 174.435 555.857
810000 191.96 193.411 176.69 562.061
811000 192.701 194.144 176.982 563.827
812000 192.734 195.282 177.942 565.957
813000 193.297 195.505 178.39 567.192
814000 194.92 195.409 179.497 569.826
815000 196.053 197.503 180.108 573.665
816000 196.825 197.787 180.049 574.661
817000 198.166 198.002 180.996 577.164
818000 199.872 197.837 182.291 580
819000 200.509 199.017 184.138 583.665
820000 200.19 200.372 185.81 586.372
821000 199.941 200.302 185.474 585.717
822000 199.821 200.455 186.008 586.283
823000 200.314 201.298 186.333 587.944
824000 201.34 202.846 187.187 591.373
825000 202.6 205.385 189.22 597.205
826000 204.558 206.635 190.295 601.488
827000 205.728 208.13 191.717 605.575
828000 206.411 210.049 192.541 609.001
829000 205.637 210.623 192.84 609.1
830000 208.217 211.908 195.835 615.96
831000 207.24 211.763 196.738 615.741
832000 209.209 213.228 199.717 622.154
833000 209.421 213.588 199.879 622.888
