# Time-averaged data for fix thermo_avg
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
601000 0.35 302.158 103.748 -20779.7 3380.24 -17399.5 54562.6 1.04557
602000 0.35 300.639 -100.29 -20817.6 3363.24 -17454.3 54643.7 1.044
603000 0.35 300.179 -180.168 -20753.7 3358.1 -17395.6 54329.3 1.05004
604000 0.35 301.369 -103.151 -20734.1 3371.41 -17362.7 54512.7 1.04651
605000 0.35 298.578 -7.00279 -20770.7 3340.19 -17430.5 54736.2 1.04227
606000 0.35 301.385 108.643 -20783 3371.59 -17411.4 54708.7 1.04277
607000 0.35 299.535 160.027 -20775.8 3350.89 -17425 54854.8 1.03999
608000 0.35 300.214 159.999 -20783.4 3358.48 -17425 54773.7 1.04153
609000 0.35 301.391 -6.07679 -20754.9 3371.66 -17383.3 54779.7 1.04141
610000 0.35 299.079 216.922 -20715.7 3345.8 -17369.9 54748.9 1.04201
611000 0.35 297.819 -127.712 -20769.5 3331.69 -17437.8 54625.9 1.04436
612000 0.35 298.226 42.0755 -20816 3336.25 -17479.7 54878 1.03955
613000 0.35 299.666 41.2691 -20824 3352.36 -17471.6 54702.3 1.04288
614000 0.35 301.327 27.7484 -20775.3 3370.93 -17404.3 54690.5 1.04314
615000 0.35 299.507 22.2389 -20768.9 3350.57 -17418.4 54865.9 1.03979
616000 0.35 300.543 -14.186 -20759.6 3362.17 -17397.4 54652.1 1.04384
617000 0.35 298.783 45.8522 -20750.1 3342.48 -17407.6 54698.6 1.04296
618000 0.35 300.84 -332.514 -20807.4 3365.49 -17442 54651.1 1.04386
619000 0.35 300.705 -91.5778 -20771.6 3363.98 -17407.7 54924.1 1.03869
620000 0.35 301.039 85.4394 -20792.9 3367.71 -17425.2 54761.3 1.04177
621000 0.35 299.205 -158.536 -20761 3347.2 -17413.8 54868.8 1.03972
622000 0.35 300.981 73.4918 -20748.8 3367.07 -17381.8 54751 1.04196
623000 0.35 300.161 -121.574 -20764.4 3357.9 -17406.6 54907.8 1.03899
624000 0.35 300.273 9.42412 -20772 3359.15 -17412.8 54801.1 1.041
625000 0.35 299.431 98.6904 -20757 3349.73 -17407.3 54859.2 1.03991
626000 0.35 300.669 6.1827 -20731.8 3363.58 -17368.2 55117.7 1.03502
627000 0.35 301.539 110.937 -20689.1 3373.31 -17315.8 54910.2 1.03894
628000 0.35 299.422 -21.8328 -20768.8 3349.62 -17419.2 54747.3 1.04202
629000 0.35 298.58 110.944 -20713.7 3340.21 -17373.5 54506.5 1.04664
630000 0.35 301.472 -31.9439 -20762.2 3372.56 -17389.7 54440.1 1.04791
631000 0.35 298.24 143.673 -20787.2 3336.41 -17450.8 54429.7 1.04811
632000 0.35 300.912 295.946 -20735.5 3366.29 -17369.2 54905.3 1.03903
633000 0.35 302.19 75.5007 -20794.8 3380.6 -17414.2 54822.4 1.04061
