# Time-averaged data for fix thermo_avg_npt
# TimeStep v_epsilon_co v_temp v_press v_pe v_ke v_etotal v_vol v_dens
101000 0.6 299.548 -120.196 -21269.9 3351.04 -17918.9 54328.8 1.05006
102000 0.6 302.023 170.375 -21276.5 3378.73 -17897.7 53608.7 1.06415
103000 0.6 300 -133.37 -21264.9 3356.09 -17908.8 53766.5 1.06103
104000 0.6 301.914 -82.4297 -21208.3 3377.51 -17830.8 54041.6 1.05562
105000 0.6 299.46 169.491 -21205.3 3350.05 -17855.2 54196.2 1.05261
106000 0.6 301.258 -134.515 -21264.6 3370.16 -17894.4 54141 1.05369
107000 0.6 302.39 90.0291 -21225.1 3382.83 -17842.3 53915.4 1.05809
108000 0.6 299.206 -187.212 -21243.9 3347.21 -17896.7 54367.8 1.0493
109000 0.6 300.255 34.5425 -21251.9 3358.95 -17893 54403.7 1.0486
110000 0.6 302.395 50.2937 -21283.5 3382.89 -17900.6 54150.1 1.05351
111000 0.6 298.13 76.5593 -21228.1 3335.18 -17892.9 54119.8 1.0541
112000 0.6 300.096 -25.2814 -21277.4 3357.17 -17920.2 54094.8 1.05458
113000 0.6 297.996 -158.331 -21203.5 3333.67 -17869.8 54368.2 1.04928
114000 0.6 296.83 69.6289 -21251.1 3320.63 -17930.4 54323.3 1.05015
115000 0.6 302.016 -367.324 -21289 3378.65 -17910.3 54231.3 1.05193
116000 0.6 298.461 114.367 -21167.9 3338.88 -17829 53998.4 1.05647
117000 0.6 300.815 212.147 -21240.1 3365.22 -17874.9 53945.7 1.0575
118000 0.6 298.018 -74.6489 -21256.5 3333.92 -17922.6 54266.8 1.05124
119000 0.6 299.775 -2.83417 -21321 3353.58 -17967.4 53935.1 1.05772
120000 0.6 298.722 7.58207 -21305 3341.8 -17963.2 54034.4 1.05577
121000 0.6 299.393 -250.632 -21234.5 3349.3 -17885.2 54277.5 1.05104
122000 0.6 300.293 198.501 -21227.9 3359.37 -17868.6 54088.4 1.05471
123000 0.6 300.725 -77.6112 -21223.9 3364.21 -17859.7 54383.1 1.049
124000 0.6 300.208 423.296 -21278.4 3358.42 -17919.9 53965.9 1.05712
125000 0.6 301.607 197.332 -21251.6 3374.07 -17877.5 54158.2 1.05337
126000 0.6 298.475 -164.137 -21235.1 3339.03 -17896.1 54313.4 1.05035
127000 0.6 299.933 139.272 -21286.3 3355.34 -17931 53950.6 1.0574
128000 0.6 299.027 -247.852 -21291.3 3345.21 -17946.1 53995.1 1.05653
129000 0.6 297.041 -12.0944 -21343.8 3322.99 -18020.8 54127.6 1.05395
130000 0.6 298.92 -115.552 -21248.3 3344.01 -17904.3 54450.1 1.0477
131000 0.6 300.994 77.1681 -21288.3 3367.21 -17921.1 54313.5 1.05034
132000 0.6 298.59 13.5326 -21285.1 3340.32 -17944.8 54690.2 1.04312
133000 0.6 299.362 -357.242 -21226.6 3348.96 -17877.6 54813.1 1.04078
134000 0.6 300.296 -0.337925 -21286 3359.41 -17926.6 53981 1.05681
135000 0.6 298.933 60.4113 -21251.2 3344.16 -17907 53743.7 1.06147
136000 0.6 299.205 -71.0076 -21273.6 3347.2 -17926.4 54132.9 1.05385
137000 0.6 298.523 178.137 -21298.7 3339.57 -17959.1 53955.1 1.05732
138000 0.6 301.447 -152.517 -21303.1 3372.28 -17930.8 54091.6 1.05466
