# Time-averaged data for fix rdf_CC_avg
# TimeStep Number-of-rows
# Row c_rdf_CC[1] c_rdf_CC[2] c_rdf_CC[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0.366922 0.01
36 2.91318 1.04057 0.04
37 2.99524 2.40006 0.113333
38 3.0773 4.72241 0.265556
39 3.15936 7.09575 0.506667
40 3.24142 11.0882 0.903333
41 3.32348 12.0879 1.35778
42 3.40555 14.9157 1.94667
43 3.48761 14.7865 2.55889
44 3.56967 14.6196 3.19333
45 3.65173 15.2941 3.88778
46 3.73379 16.3391 4.66333
47 3.81585 15.8021 5.44667
48 3.89791 15.3085 6.23889
49 3.97997 15.5695 7.07889
50 4.06204 16.2402 7.99111
51 4.1441 14.824 8.85778
52 4.22616 15.5714 9.80444
53 4.30822 17.5447 10.9133
54 4.39028 16.9642 12.0267
55 4.47234 16.364 13.1411
56 4.5544 16.7736 14.3256
57 4.63647 16.8364 15.5578
58 4.71853 16.2988 16.7933
59 4.80059 14.8401 17.9578
60 4.88265 15.5353 19.2189
61 4.96471 14.1255 20.4044
62 5.04677 14.2474 21.64
63 5.12883 13.9812 22.8922
64 5.21089 14.5059 24.2333
65 5.29296 13.6076 25.5311
66 5.37502 12.8442 26.7944
67 5.45708 12.7014 28.0822
68 5.53914 12.6043 29.3989
69 5.6212 12.3621 30.7289
70 5.70326 11.3883 31.99
71 5.78532 10.6918 33.2089
72 5.86739 10.0187 34.3833
73 5.94945 9.27595 35.5011
74 6.03151 7.47811 36.4278
75 6.11357 6.74806 37.2867
76 6.19563 6.10492 38.0844
77 6.27769 5.8804 38.8733
78 6.35975 4.97823 39.5589
79 6.44181 4.07343 40.1344
80 6.52388 3.59649 40.6556
81 6.60594 2.87109 41.0822
82 6.688 2.45041 41.4556
83 6.77006 1.77929 41.7333
84 6.85212 1.52234 41.9767
85 6.93418 1.16687 42.1678
86 7.01624 1.15999 42.3622
87 7.09831 0.84823 42.5078
88 7.18037 0.772323 42.6433
89 7.26243 0.636977 42.7578
90 7.34449 0.689544 42.8844
91 7.42655 0.734104 43.0222
92 7.50861 0.666416 43.15
93 7.59067 0.724745 43.2922
94 7.67273 0.781725 43.4489
95 7.7548 0.737382 43.6
96 7.83686 0.780673 43.7633
97 7.91892 0.853607 43.9456
98 8.00098 0.933308 44.1489
99 8.08304 0.918576 44.3533
100 8.1651 0.94494 44.5678
101 8.24716 1.03699 44.8078
102 8.32923 0.992474 45.0422
103 8.41129 0.996871 45.2822
104 8.49335 1.03125 45.5356
105 8.57541 1.00223 45.7867
106 8.65747 1.16174 46.0833
107 8.73953 1.1879 46.3922
108 8.82159 1.07006 46.6756
109 8.90365 1.04981 46.9589
110 8.98572 1.22092 47.2944
111 9.06778 1.2769 47.6522
112 9.14984 1.376 48.0444
113 9.2319 1.37431 48.4433
114 9.31396 1.18874 48.7944
115 9.39602 1.35245 49.2011
116 9.47808 1.41662 49.6344
117 9.56015 1.39608 50.0689
118 9.64221 1.39385 50.51
119 9.72427 1.34628 50.9433
120 9.80633 1.3638 51.39
121 9.88839 1.36524 51.8444
122 9.97045 1.362 52.3056
123 10.0525 1.54348 52.8367
124 10.1346 1.4649 53.3489
125 10.2166 1.65157 53.9356
126 10.2987 1.61237 54.5178
127 10.3808 1.62574 55.1144
128 10.4628 1.7531 55.7678
129 10.5449 1.67524 56.4022
130 10.6269 1.58642 57.0122
131 10.709 1.54221 57.6144
132 10.7911 1.55282 58.23
133 10.8731 1.63937 58.89
134 10.9552 1.77852 59.6167
135 11.0372 1.75448 60.3444
136 11.1193 1.73454 61.0744
137 11.2014 1.61262 61.7633
138 11.2834 1.68419 62.4933
139 11.3655 1.78853 63.28
140 11.4476 1.74081 64.0567
141 11.5296 1.79231 64.8678
142 11.6117 1.95032 65.7633
143 11.6937 1.87897 66.6378
144 11.7758 1.9131 67.5411
145 11.8579 1.84003 68.4222
146 11.9399 1.72078 69.2578
147 12.022 1.87225 70.1789
148 12.104 1.79597 71.0744
149 12.1861 1.78009 71.9744
150 12.2682 1.98822 72.9933
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0.0459319 0.00111111
34 2.74905 0.0867955 0.00333333
35 2.83112 0.448682 0.0155556
36 2.91318 1.11404 0.0477778
37 2.99524 2.25577 0.116667
38 3.0773 5.27497 0.286667
39 3.15936 7.81822 0.552222
40 3.24142 9.20179 0.881111
41 3.32348 11.4989 1.31333
42 3.40555 13.7427 1.85556
43 3.48761 14.9844 2.47556
44 3.56967 15.1511 3.13222
45 3.65173 16.953 3.90111
46 3.73379 16.055 4.66222
47 3.81585 16.0835 5.45889
48 3.89791 14.8773 6.22778
49 3.97997 15.5477 7.06556
50 4.06204 15.7971 7.95222
51 4.1441 15.9956 8.88667
52 4.22616 16.3874 9.88222
53 4.30822 15.5343 10.8622
54 4.39028 16.83 11.9656
55 4.47234 16.561 13.0922
56 4.5544 15.3194 14.1733
57 4.63647 16.426 15.3744
58 4.71853 15.3715 16.5389
59 4.80059 16.63 17.8422
60 4.88265 15.2542 19.0789
61 4.96471 15.0835 20.3433
62 5.04677 14.6124 21.6089
63 5.12883 14.5542 22.9111
64 5.21089 14.1541 24.2178
65 5.29296 12.7922 25.4367
66 5.37502 13.5336 26.7667
67 5.45708 12.8687 28.07
68 5.53914 12.0533 29.3278
69 5.6212 12.0464 30.6222
70 5.70326 11.2295 31.8644
71 5.78532 9.97224 33
72 5.86739 9.55751 34.1189
73 5.94945 8.98249 35.2
74 6.03151 8.24717 36.22
75 6.11357 7.47286 37.17
76 6.19563 6.74109 38.05
77 6.27769 5.74501 38.82
78 6.35975 5.12162 39.5244
79 6.44181 4.2759 40.1278
80 6.52388 3.84499 40.6844
81 6.60594 2.97251 41.1256
82 6.688 2.23593 41.4656
83 6.77006 1.9668 41.7722
84 6.85212 1.48363 42.0089
85 6.93418 1.24976 42.2133
86 7.01624 1.02969 42.3856
87 7.09831 1.0249 42.5611
88 7.18037 0.747705 42.6922
89 7.26243 0.897725 42.8533
90 7.34449 0.829898 43.0056
91 7.42655 0.769711 43.15
92 7.50861 0.898662 43.3222
93 7.59067 0.714562 43.4622
94 7.67273 0.626712 43.5878
95 7.7548 0.814706 43.7544
96 7.83686 0.872374 43.9367
97 7.91892 0.984626 44.1467
98 8.00098 0.892887 44.3411
99 8.08304 0.905209 44.5422
100 8.1651 0.857306 44.7367
101 8.24716 0.912866 44.9478
102 8.32923 1.0783 45.2022
103 8.41129 1.12203 45.4722
104 8.49335 1.1277 45.7489
105 8.57541 1.11943 46.0289
106 8.65747 1.11594 46.3133
107 8.73953 1.15479 46.6133
108 8.82159 1.16736 46.9222
109 8.90365 1.23207 47.2544
110 8.98572 1.22186 47.59
111 9.06778 1.26231 47.9433
112 9.14984 1.17023 48.2767
113 9.2319 1.32258 48.66
114 9.31396 1.44622 49.0867
115 9.39602 1.3031 49.4778
116 9.47808 1.42521 49.9133
117 9.56015 1.53337 50.39
118 9.64221 1.36276 50.8211
119 9.72427 1.52684 51.3122
120 9.80633 1.46727 51.7922
121 9.88839 1.64327 52.3389
122 9.97045 1.58692 52.8756
123 10.0525 1.6107 53.4289
124 10.1346 1.57755 53.98
125 10.2166 1.52642 54.5222
126 10.2987 1.62071 55.1067
127 10.3808 1.59691 55.6922
128 10.4628 1.71612 56.3311
129 10.5449 1.61611 56.9422
