# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 298.891 455.726 -21248.5 3343.69 54043.4 1.05559
600200 301.723 -89.2619 -21150.2 3375.37 54421.3 1.04826
600300 304.198 -239.929 -21129.9 3403.06 54593.1 1.04496
600400 298.401 -369.008 -21229.3 3338.2 54418 1.04832
600500 300.43 554.067 -21199.9 3360.9 54083.9 1.0548
600600 300.824 -21.8026 -21256.3 3365.31 54351.6 1.04961
600700 297.852 -184.846 -21283 3332.06 54629.9 1.04425
600800 298.656 -142.475 -21187.2 3341.06 54697.9 1.04296
600900 299.926 -228.424 -21189.1 3355.27 54640.5 1.04405
601000 302.892 296.346 -21175.2 3388.44 54380.3 1.04905
601100 297.323 47.1514 -21140.5 3326.15 54405.4 1.04856
601200 296.685 -260.994 -21142.3 3319.01 54414.6 1.04839
601300 301.803 67.0362 -21166.2 3376.26 54179.4 1.05294
601400 299.38 222.624 -21242.8 3349.16 54021.2 1.05602
601500 294.717 236.443 -21289.7 3297 54043.3 1.05559
601600 299.493 -9.9072 -21296.2 3350.42 54365.4 1.04934
601700 300.519 -306.706 -21261.6 3361.9 54527.3 1.04622
601800 296.401 -65.2759 -21345.9 3315.83 54369.6 1.04925
601900 296.1 137.4 -21337.1 3312.47 54128.2 1.05393
602000 301.519 212.681 -21289 3373.09 53985.1 1.05673
602100 295.631 -15.0473 -21243.2 3307.22 54070.3 1.05506
602200 302.323 -189.112 -21208.8 3382.09 54103.6 1.05441
602300 299.265 177.201 -21220.6 3347.87 54097.9 1.05452
602400 297.044 -133.214 -21306.5 3323.03 54236.5 1.05183
602500 301.526 129.279 -21332.3 3373.17 54263.5 1.0513
602600 293.986 -340.752 -21391.2 3288.82 54285.2 1.05089
602700 295.379 309.48 -21465.2 3304.4 53947.7 1.05746
602800 298.573 107.319 -21342.4 3340.13 53767.9 1.06099
602900 299.514 187.308 -21263.2 3350.66 53871.7 1.05895
603000 302.987 -408.047 -21219.7 3389.51 54125.3 1.05399
603100 297.583 295.226 -21287.6 3329.05 53949 1.05744
603200 301.829 538.211 -21270.3 3376.56 53819.6 1.05998
603300 302.455 -174.473 -21251.4 3383.56 54341.8 1.0498
603400 298.628 -593.271 -21342 3340.75 54834.8 1.04035
603500 300.571 -2.81371 -21287.5 3362.48 54575.4 1.04531
603600 301.261 603.546 -21304.9 3370.2 54196.6 1.0526
603700 295.282 -254.327 -21321.3 3303.31 54412.8 1.04842
603800 299.111 58.3097 -21228.6 3346.15 54467.8 1.04736
603900 301.752 -94.6811 -21141.1 3375.69 54455.2 1.04761
604000 301.291 -84.1073 -21195.7 3370.53 54203.4 1.05247
604100 299.784 -49.1501 -21220.3 3353.68 53871.5 1.05896
604200 301.802 474.007 -21308.9 3376.25 53484.6 1.06662
604300 294.718 361.229 -21343.4 3297 53604.5 1.06424
604400 300.253 -350.18 -21292.8 3358.92 54208.1 1.05239
604500 299.818 -301.805 -21271.5 3354.06 54420.1 1.04828
604600 296.644 -226.313 -21326.7 3318.55 54242.5 1.05172
604700 305.845 351.616 -21319.7 3421.49 53957.6 1.05726
604800 296.989 -17.9254 -21327.9 3322.41 53983.4 1.05676
604900 299.929 132.549 -21376.7 3355.29 53977.6 1.05687
605000 294.442 -27.1997 -21425.9 3293.91 54018 1.05608
605100 298.86 161.073 -21375.4 3343.34 54122 1.05405
605200 300.571 3.42425 -21325.6 3362.49 54410.5 1.04847
605300 302.569 -81.6934 -21267.6 3384.84 54604.9 1.04473
605400 298.883 -295.32 -21319.5 3343.6 54583.5 1.04514
605500 297.752 201.755 -21418.8 3330.95 54192.9 1.05268
605600 297.61 20.9021 -21402.6 3329.35 53880.1 1.05879
605700 299.968 277.31 -21288.9 3355.74 53641 1.06351
605800 299.924 132.013 -21285.3 3355.24 53715.2 1.06204
605900 298.423 -365.352 -21351 3338.45 53977.7 1.05687
606000 298.35 159.409 -21342.6 3337.64 53794.4 1.06047
606100 301.709 331.215 -21298.5 3375.21 53647.8 1.06337
606200 295.383 -187.525 -21357.6 3304.45 53793.1 1.0605
606300 297.26 171.74 -21333.8 3325.44 54048.4 1.05549
606400 299.016 -301.613 -21237.3 3345.09 54384 1.04897
606500 301.971 -115.3 -21256.6 3378.14 54357.2 1.04949
606600 298.07 -2.04885 -21352.8 3334.5 54104.8 1.05439
606700 298.764 175.433 -21300.6 3342.26 53937.6 1.05766
606800 302.141 198.716 -21317.6 3380.05 54202.6 1.05249
606900 297.054 -292.989 -21294.8 3323.14 54691.2 1.04309
607000 301.268 -72.8473 -21308.4 3370.28 54877.2 1.03955
607100 297.904 -306.858 -21322.7 3332.65 54766.9 1.04164
607200 304.788 218.769 -21261.5 3409.66 54306 1.05049
607300 300.607 318.241 -21308.5 3362.89 54207 1.0524
607400 300.401 -92.8438 -21297.8 3360.58 54519.9 1.04636
