# Time-averaged data for fix rdf_CO_avg
# TimeStep Number-of-rows
# Row c_rdf_CO[1] c_rdf_CO[2] c_rdf_CO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.00381526 0.00111111
37 2.99524 0.0235556 0.00833333
38 3.0773 0.137269 0.0527778
39 3.15936 0.319381 0.161667
40 3.24142 0.670146 0.402222
41 3.32348 0.821782 0.712222
42 3.40555 1.00379 1.11
43 3.48761 0.974348 1.515
44 3.56967 0.937699 1.92333
45 3.65173 0.886519 2.32722
46 3.73379 0.872329 2.74278
47 3.81585 0.778125 3.13
48 3.89791 0.744899 3.51667
49 3.97997 0.77193 3.93444
50 4.06204 0.719323 4.34
51 4.1441 0.78835 4.80278
52 4.22616 0.823924 5.30556
53 4.30822 0.772585 5.79556
54 4.39028 0.821643 6.33667
55 4.47234 0.802333 6.885
56 4.5544 0.801209 7.45278
57 4.63647 0.853941 8.08
58 4.71853 0.807671 8.69444
59 4.80059 0.804242 9.32778
60 4.88265 0.756314 9.94389
61 4.96471 0.777684 10.5989
62 5.04677 0.718949 11.2244
63 5.12883 0.752263 11.9006
64 5.21089 0.744288 12.5911
65 5.29296 0.719128 13.2794
66 5.37502 0.731231 14.0011
67 5.45708 0.725083 14.7389
68 5.53914 0.773761 15.55
69 5.6212 0.813981 16.4289
70 5.70326 0.819746 17.34
71 5.78532 0.867091 18.3317
72 5.86739 0.90681 19.3983
73 5.94945 0.938449 20.5333
74 6.03151 0.962258 21.7294
75 6.11357 0.949663 22.9422
76 6.19563 0.974684 24.2206
77 6.27769 1.00369 25.5722
78 6.35975 0.996037 26.9489
79 6.44181 0.99303 28.3567
80 6.52388 1.03227 29.8578
81 6.60594 0.996311 31.3433
82 6.688 1.02874 32.9156
83 6.77006 1.07033 34.5917
84 6.85212 1.05931 36.2911
85 6.93418 1.06175 38.0356
86 7.01624 1.03485 39.7761
87 7.09831 1.04754 41.58
88 7.18037 1.07492 43.4739
89 7.26243 1.06516 45.3933
90 7.34449 1.06777 47.3611
91 7.42655 1.07838 49.3933
92 7.50861 1.03531 51.3878
93 7.59067 1.09302 53.5394
94 7.67273 1.0547 55.6611
95 7.7548 1.09172 57.9039
96 7.83686 1.08941 60.19
97 7.91892 1.09781 62.5428
98 8.00098 1.08605 64.9178
99 8.08304 1.10475 67.3839
100 8.1651 1.16159 70.03
101 8.24716 1.11396 72.6189
102 8.32923 1.14369 75.33
103 8.41129 1.14318 78.0933
104 8.49335 1.15492 80.9406
105 8.57541 1.13203 83.785
106 8.65747 1.1304 86.6794
107 8.73953 1.16383 89.7167
108 8.82159 1.14707 92.7667
109 8.90365 1.16766 95.9294
110 8.98572 1.15029 99.1028
111 9.06778 1.11207 102.227
112 9.14984 1.13605 105.477
113 9.2319 1.09871 108.677
114 9.31396 1.07018 111.849
115 9.39602 1.11008 115.198
116 9.47808 1.03873 118.387
117 9.56015 1.03597 121.622
118 9.64221 1.03869 124.922
119 9.72427 1.02535 128.234
120 9.80633 0.993372 131.498
121 9.88839 0.977325 134.763
122 9.97045 0.947653 137.982
123 10.0525 0.963909 141.31
124 10.1346 0.976425 144.737
125 10.2166 0.975375 148.215
126 10.2987 0.945462 151.641
127 10.3808 0.986337 155.273
128 10.4628 0.97379 158.915
129 10.5449 0.986028 162.661
130 10.6269 0.99011 166.482
131 10.709 1.01702 170.467
132 10.7911 1.00486 174.466
133 10.8731 1.00784 178.537
134 10.9552 1.01441 182.697
135 11.0372 1.01163 186.908
136 11.1193 1.03336 191.273
137 11.2014 1.03911 195.728
138 11.2834 1.03559 200.232
139 11.3655 1.02273 204.746
140 11.4476 1.02665 209.343
141 11.5296 1.04055 214.07
142 11.6117 1.0353 218.84
143 11.6937 1.03603 223.681
144 11.7758 1.0511 228.662
145 11.8579 1.03259 233.623
146 11.9399 1.03018 238.641
147 12.022 1.00874 243.622
148 12.104 0.999543 248.625
149 12.1861 1.00939 253.747
150 12.2682 1.00104 258.895
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0 0
32 2.58493 0 0
33 2.66699 0 0
34 2.74905 0 0
35 2.83112 0 0
36 2.91318 0.00190209 0.000555556
37 2.99524 0.0361412 0.0116667
38 3.0773 0.147315 0.0594444
39 3.15936 0.35395 0.180556
40 3.24142 0.69746 0.431667
41 3.32348 0.807643 0.737222
42 3.40555 0.919066 1.10222
43 3.48761 1.02727 1.53
44 3.56967 0.893218 1.92
45 3.65173 0.862286 2.31389
46 3.73379 0.802864 2.69722
47 3.81585 0.821823 3.10722
48 3.89791 0.782623 3.51444
49 3.97997 0.776078 3.93556
50 4.06204 0.710678 4.33722
51 4.1441 0.801732 4.80889
52 4.22616 0.807197 5.30278
53 4.30822 0.764682 5.78889
54 4.39028 0.839999 6.34333
55 4.47234 0.82947 6.91167
56 4.5544 0.800816 7.48056
57 4.63647 0.812401 8.07889
58 4.71853 0.818882 8.70333
59 4.80059 0.803776 9.33778
60 4.88265 0.727154 9.93167
61 4.96471 0.739014 10.5556
62 5.04677 0.734808 11.1967
63 5.12883 0.734947 11.8589
64 5.21089 0.750096 12.5567
65 5.29296 0.731178 13.2583
66 5.37502 0.726983 13.9778
67 5.45708 0.751658 14.7444
68 5.53914 0.747918 15.5306
69 5.6212 0.813025 16.4106
70 5.70326 0.867299 17.3767
71 5.78532 0.856644 18.3589
72 5.86739 0.878018 19.3944
73 5.94945 0.957309 20.555
74 6.03151 0.970134 21.7639
75 6.11357 0.968206 23.0033
76 6.19563 0.98204 24.2944
77 6.27769 0.973505 25.6083
78 6.35975 0.97108 26.9539
79 6.44181 1.03864 28.43
80 6.52388 0.996302 29.8822
81 6.60594 1.01448 31.3989
82 6.688 1.02971 32.9767
83 6.77006 1.04648 34.6194
84 6.85212 1.05864 36.3222
85 6.93418 1.03894 38.0333
86 7.01624 1.07518 39.8467
87 7.09831 1.07047 41.6939
88 7.18037 1.02857 43.5106
89 7.26243 1.07563 45.4539
90 7.34449 1.03414 47.3644
91 7.42655 1.08543 49.4156
92 7.50861 1.084 51.5089
93 7.59067 1.07618 53.6328
94 7.67273 1.08137 55.8133
95 7.7548 1.12176 58.1239
96 7.83686 1.09369 60.4244
97 7.91892 1.09925 62.7856
98 8.00098 1.10673 65.2128
99 8.08304 1.07112 67.61
100 8.1651 1.14259 70.2189
101 8.24716 1.10747 72.7994
102 8.32923 1.13155 75.4883
103 8.41129 1.14373 78.26
104 8.49335 1.16588 81.1406
105 8.57541 1.15915 84.06
106 8.65747 1.14574 87.0017
107 8.73953 1.1509 90.0128
108 8.82159 1.14172 93.0561
109 8.90365 1.15311 96.1878
110 8.98572 1.13744 99.3333
111 9.06778 1.12392 102.499
112 9.14984 1.12719 105.731
113 9.2319 1.09109 108.916
114 9.31396 1.10467 112.198
115 9.39602 1.07231 115.442
116 9.47808 1.03446 118.624
117 9.56015 1.04797 121.906
118 9.64221 1.00604 125.109
119 9.72427 1.01455 128.396
120 9.80633 0.972411 131.599
121 9.88839 0.987002 134.904
122 9.97045 0.979699 138.241
123 10.0525 1.01296 141.747
124 10.1346 0.953567 145.102
125 10.2166 0.970166 148.57
126 10.2987 0.952467 152.031
127 10.3808 0.980567 155.65
128 10.4628 1.00877 159.433
129 10.5449 0.993205 163.216
130 10.6269 1.00136 167.089
131 10.709 1.02574 171.118
132 10.7911 1.01775 175.178
133 10.8731 1.00183 179.234
