# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.00112265 0.000223839
31 2.50287 0.0470803 0.0102966
32 2.58493 0.574377 0.141354
33 2.66699 2.06855 0.643872
34 2.74905 3.16595 1.461
35 2.83112 2.91861 2.25999
36 2.91318 2.22057 2.90353
37 2.99524 1.55599 3.3803
38 3.0773 1.1337 3.74695
39 3.15936 0.926146 4.06267
40 3.24142 0.846281 4.36631
41 3.32348 0.833771 4.68081
42 3.40555 0.780397 4.98993
43 3.48761 0.857986 5.34639
44 3.56967 0.868646 5.72445
45 3.65173 0.876969 6.12378
46 3.73379 0.922798 6.56307
47 3.81585 0.945323 7.03324
48 3.89791 0.999459 7.55176
49 3.97997 1.00188 8.09379
50 4.06204 1.03243 8.67555
51 4.1441 1.06225 9.29849
52 4.22616 1.08815 9.96217
53 4.30822 1.10932 10.6652
54 4.39028 1.12553 11.4062
55 4.47234 1.12443 12.1743
56 4.5544 1.13413 12.9776
57 4.63647 1.09505 13.7815
58 4.71853 1.06963 14.5949
59 4.80059 1.03956 15.413
60 4.88265 1.04179 16.2611
61 4.96471 0.999356 17.1023
62 5.04677 0.995748 17.9683
63 5.12883 0.948653 18.8206
64 5.21089 0.92706 19.6801
65 5.29296 0.943349 20.5827
66 5.37502 0.931262 21.5014
67 5.45708 0.895879 22.4125
68 5.53914 0.91515 23.3715
69 5.6212 0.897714 24.3401
70 5.70326 0.911249 25.3523
71 5.78532 0.905716 26.3876
72 5.86739 0.928463 27.4792
73 5.94945 0.941202 28.6169
74 6.03151 0.985967 29.842
75 6.11357 0.971934 31.0826
76 6.19563 0.992433 32.3835
77 6.27769 1.02185 33.7588
78 6.35975 1.0255 35.1753
79 6.44181 1.03611 36.6435
80 6.52388 1.05071 38.1706
81 6.60594 1.0501 39.7354
82 6.688 1.06853 41.3675
83 6.77006 1.05417 43.0176
84 6.85212 1.0487 44.6992
85 6.93418 1.0568 46.4346
86 7.01624 1.04228 48.1868
87 7.09831 1.03614 49.9696
88 7.18037 1.02155 51.7681
89 7.26243 1.00592 53.58
90 7.34449 1.00897 55.4386
91 7.42655 1.00478 57.3312
92 7.50861 0.979602 59.2173
93 7.59067 0.988211 61.1617
94 7.67273 0.98343 63.1388
95 7.7548 0.967756 65.1262
96 7.83686 0.979535 67.1806
97 7.91892 0.985474 69.291
98 8.00098 0.977805 71.4284
99 8.08304 0.974895 73.6036
100 8.1651 0.989904 75.8572
101 8.24716 0.977212 78.1271
102 8.32923 0.978165 80.4447
103 8.41129 0.988438 82.8329
104 8.49335 0.993206 85.2796
105 8.57541 0.995542 87.7796
106 8.65747 0.998101 90.3345
107 8.73953 1.001 92.9455
108 8.82159 1.00349 95.6123
109 8.90365 1.00073 98.3213
110 8.98572 1.0005 101.08
111 9.06778 1.00023 103.889
112 9.14984 1.00016 106.748
113 9.2319 1.00828 109.683
114 9.31396 0.996102 112.634
115 9.39602 1.00627 115.667
116 9.47808 1.00299 118.744
117 9.56015 0.992172 121.841
118 9.64221 1.00027 125.017
119 9.72427 0.990202 128.215
120 9.80633 1.00642 131.52
121 9.88839 0.996731 134.848
122 9.97045 0.995367 138.227
123 10.0525 0.997051 141.668
124 10.1346 1.0034 145.187
125 10.2166 0.990078 148.717
126 10.2987 0.996576 152.326
127 10.3808 0.999532 156.004
128 10.4628 0.997885 159.735
129 10.5449 1.00497 163.551
130 10.6269 0.998309 167.401
131 10.709 1.00371 171.332
132 10.7911 0.994837 175.288
133 10.8731 1.00123 179.33
134 10.9552 0.995641 183.411
135 11.0372 1.00415 187.588
136 11.1193 1.00726 191.841
137 11.2014 1.00815 196.161
138 11.2834 0.9981 200.501
139 11.3655 1.00469 204.932
140 11.4476 1.00602 209.434
141 11.5296 1.00314 213.988
142 11.6117 1.00388 218.61
143 11.6937 1.00007 223.281
144 11.7758 0.998449 228.009
145 11.8579 1.00208 232.82
146 11.9399 1.00101 237.694
147 12.022 0.999981 242.629
148 12.104 1.00313 247.648
149 12.1861 1.0013 252.726
150 12.2682 1.00633 257.898
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000561668 0.000111919
31 2.50287 0.0475197 0.0102966
32 2.58493 0.566276 0.139899
33 2.66699 2.06133 0.641746
34 2.74905 3.16927 1.46178
35 2.83112 2.97755 2.27879
36 2.91318 2.19115 2.91539
37 2.99524 1.55996 3.39463
38 3.0773 1.16502 3.77236
39 3.15936 0.923883 4.08808
40 3.24142 0.838557 4.3897
41 3.32348 0.805583 4.69435
42 3.40555 0.812132 5.01679
43 3.48761 0.858612 5.37437
44 3.56967 0.835062 5.73867
45 3.65173 0.882693 6.14169
46 3.73379 0.903788 6.57314
47 3.81585 0.949195 7.04633
48 3.89791 0.988606 7.56049
49 3.97997 1.00976 8.10811
50 4.06204 1.03997 8.69569
51 4.1441 1.06734 9.32322
52 4.22616 1.09177 9.99071
53 4.30822 1.08259 10.6786
54 4.39028 1.12544 11.4213
55 4.47234 1.11748 12.1863
56 4.5544 1.1325 12.9905
57 4.63647 1.10416 13.803
58 4.71853 1.06957 14.6182
59 4.80059 1.06128 15.4555
60 4.88265 1.0389 16.3033
61 4.96471 1.00877 17.1544
62 5.04677 0.984357 18.0128
63 5.12883 0.969737 18.8861
64 5.21089 0.953722 19.7727
65 5.29296 0.944016 20.678
66 5.37502 0.927606 21.5955
67 5.45708 0.905258 22.5184
68 5.53914 0.8882 23.4514
69 5.6212 0.88911 24.4131
70 5.70326 0.904373 25.4201
71 5.78532 0.917374 26.4713
72 5.86739 0.929894 27.5673
73 5.94945 0.949159 28.7175
74 6.03151 0.951825 29.903
75 6.11357 0.993329 31.1739
76 6.19563 1.00369 32.4929
77 6.27769 1.00459 33.8482
78 6.35975 1.0341 35.2802
79 6.44181 1.01965 36.7288
80 6.52388 1.0429 38.2485
81 6.60594 1.05447 39.8237
82 6.688 1.06615 41.4563
83 6.77006 1.0547 43.1111
84 6.85212 1.04141 44.7851
85 6.93418 1.04671 46.508
86 7.01624 1.03783 48.257
87 7.09831 1.04826 50.0651
88 7.18037 1.03252 51.8875
89 7.26243 1.02379 53.7361
90 7.34449 1.01507 55.6105
91 7.42655 1.01311 57.5233
92 7.50861 0.994629 59.443
93 7.59067 0.971082 61.3585
94 7.67273 0.980871 63.3354
95 7.7548 0.972816 65.3382
96 7.83686 0.980487 67.3997
97 7.91892 0.979387 69.5022
98 8.00098 0.978442 71.6464
99 8.08304 0.976465 73.8304
100 8.1651 0.974469 76.0545
101 8.24716 0.973902 78.3222
102 8.32923 0.99008 80.6736
103 8.41129 0.990428 83.0725
104 8.49335 0.987673 85.5116
105 8.57541 0.990388 88.0049
106 8.65747 0.997456 90.5642
107 8.73953 0.994722 93.1653
108 8.82159 1.00948 95.8547
109 8.90365 1.00792 98.59
110 8.98572 1.00314 101.363
111 9.06778 1.00121 104.181
112 9.14984 1.00164 107.052
113 9.2319 1.00352 109.98
114 9.31396 1.00084 112.952
115 9.39602 0.996226 115.963
116 9.47808 1.01156 119.074
117 9.56015 0.993454 122.182
118 9.64221 0.993318 125.344
119 9.72427 0.98998 128.549
120 9.80633 0.996787 131.83
121 9.88839 0.995109 135.161
122 9.97045 1.00198 138.571
123 10.0525 0.998499 142.025
124 10.1346 0.999533 145.54
125 10.2166 0.994251 149.092
126 10.2987 1.00086 152.726
127 10.3808 1.00701 156.441
128 10.4628 1.00037 160.19
