# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.740896 0.76645 0.663839 2.17119
602000 1.70598 1.76719 1.63869 5.11186
603000 2.64416 2.5678 2.57741 7.78938
604000 3.74123 3.51123 3.79706 11.0495
605000 4.68122 4.43977 4.81556 13.9365
606000 5.52996 5.37975 5.59921 16.5089
607000 6.54799 6.16065 6.65372 19.3624
608000 7.81615 7.17889 7.35797 22.353
609000 8.83064 7.81305 8.19549 24.8392
610000 9.65481 8.81225 8.78736 27.2544
611000 10.2612 9.5111 9.69133 29.4636
612000 10.8174 10.508 10.9502 32.2756
613000 11.824 11.6506 12.094 35.5686
614000 12.3655 12.4849 13.4313 38.2817
615000 12.9248 13.3757 14.4884 40.7888
616000 14.2408 14.3346 15.1118 43.6872
617000 15.1523 14.94 15.8408 45.9331
618000 15.9028 15.4916 16.7598 48.1542
619000 16.7797 16.0664 17.6163 50.4624
620000 17.6082 17.1356 18.6799 53.4237
621000 18.0004 17.8494 19.3612 55.211
622000 18.8995 18.5331 20.1039 57.5365
623000 19.7479 19.2162 20.916 59.8801
624000 21.1396 20.2297 22.3449 63.7142
625000 21.603 21.3095 23.3001 66.2126
626000 22.2213 22.8338 23.7997 68.8548
627000 23.3456 23.9294 24.162 71.437
628000 23.601 25.131 25.3241 74.0561
629000 24.0283 25.9692 26.8622 76.8597
630000 25.0425 25.9921 27.6132 78.6478
631000 26.2803 26.6332 28.7169 81.6304
632000 27.3617 27.2582 29.8722 84.4921
633000 28.6993 28.1561 30.4268 87.2822
634000 29.2016 28.7157 30.9942 88.9115
635000 29.9039 29.2478 31.9688 91.1205
636000 30.3347 30.2512 33.5281 94.114
637000 31.3924 31.2496 34.6705 97.3125
638000 31.7362 31.8295 35.5966 99.1623
639000 32.985 32.7481 36.5916 102.325
640000 34.4574 34.3838 37.8407 106.682
641000 35.5517 35.5939 38.2718 109.417
642000 36.2206 36.5043 39.2902 112.015
643000 37.0334 36.8287 39.9973 113.859
644000 37.7995 37.6485 40.3662 115.814
645000 38.9266 38.6658 40.8689 118.461
646000 40.1416 39.6674 41.6411 121.45
647000 41.1204 41.1038 42.9136 125.138
648000 41.8614 42.1831 43.9291 127.974
649000 43.0612 43.2586 44.5258 130.846
650000 44.2571 43.7752 44.8509 132.883
651000 45.0284 44.3091 45.3819 134.719
652000 45.5369 45.8164 46.3172 137.671
653000 46.3767 47.197 47.4989 141.073
654000 47.5576 48.6605 48.6873 144.905
655000 47.6437 49.4412 49.8697 146.955
656000 48.1544 50.5838 51.0218 149.76
657000 49.1748 52.5095 52.6057 154.29
658000 49.6162 53.2365 54.1282 156.981
659000 50.5961 54.4693 54.9135 159.979
660000 51.2976 55.7967 56.1892 163.283
661000 52.6398 56.7199 57.5071 166.867
662000 53.8627 57.5253 57.8737 169.262
663000 54.8295 58.4067 58.0804 171.317
664000 55.7911 59.7509 59.5446 175.087
665000 56.6683 60.4885 60.4065 177.563
666000 57.3897 61.7507 61.1538 180.294
667000 58.2018 62.4434 62.4244 183.07
668000 58.9811 63.7166 63.1418 185.839
669000 59.9039 64.636 64.3984 188.938
670000 60.1431 65.1576 65.8867 191.187
671000 60.5005 65.8911 66.7299 193.122
672000 61.379 67.06 67.6735 196.113
673000 62.7643 67.359 68.5187 198.642
674000 63.995 68.0286 68.104 200.128
675000 65.0052 68.436 68.9652 202.406
676000 66.0566 70.1349 70.4169 206.608
677000 67.47 71.716 71.9224 211.108
678000 69.0931 72.9053 72.9401 214.938
679000 70.5126 73.362 74.031 217.906
680000 72.1516 74.4544 75.1463 221.752
681000 72.4137 75.2841 76.1569 223.855
682000 73.7348 76.3562 76.8212 226.912
683000 73.6923 77.3116 77.6194 228.623
684000 73.8217 78.372 78.5452 230.739
