# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 303.126 187.684 -22372.5 3391.06 53358.4 1.06914
600200 299.372 -152.616 -22388.8 3349.07 53512.2 1.06607
600300 299.214 -37.61 -22384.9 3347.3 53487.9 1.06655
600400 295.917 303.325 -22419.5 3310.42 53405.8 1.06819
600500 299.272 -14.371 -22366.2 3347.95 53669.6 1.06294
600600 301.927 -197.142 -22283.8 3377.65 54039.8 1.05566
600700 299.784 -439.463 -22285.6 3353.68 54049.7 1.05547
600800 299.256 477.074 -22331.3 3347.77 53509.2 1.06613
600900 302.592 79.5607 -22266.1 3385.09 53406 1.06819
601000 303.768 59.2768 -22173.5 3398.24 53696.7 1.06241
601100 299.159 -417.328 -22211 3346.69 53878.6 1.05882
601200 298.186 76.7943 -22281 3335.8 53750.4 1.06134
601300 300.04 108.978 -22267.4 3356.54 53569.8 1.06492
601400 301.332 236.783 -22197 3370.99 53390.1 1.0685
601500 298.883 -139.423 -22221.9 3343.6 53464.2 1.06702
601600 298.332 -95.0444 -22262.9 3337.43 53414 1.06802
601700 304.962 137.058 -22221.1 3411.6 53329.2 1.06972
601800 303.811 49.001 -22148.4 3398.72 53381.4 1.06868
601900 299.826 -389.749 -22227.6 3354.14 53438.9 1.06753
602000 301.373 410.803 -22219.9 3371.46 53244.9 1.07142
602100 306.284 -138.733 -22245.5 3426.4 53307.3 1.07016
602200 299.199 -281.565 -22287 3347.13 53310.1 1.07011
602300 299.018 43.6162 -22331.7 3345.11 53000.6 1.07636
602400 298.941 409.189 -22366.8 3344.24 52827.9 1.07987
602500 301 86.4031 -22285.8 3367.28 53152.6 1.07328
602600 301.115 -218.734 -22238.6 3368.57 53388.7 1.06853
602700 298.543 -329.126 -22361.4 3339.8 53310.7 1.0701
602800 297.797 366.625 -22297.5 3331.45 53092.7 1.07449
602900 300.896 -24.4329 -22247.3 3366.12 53075.6 1.07484
603000 299.273 -118.356 -22286.4 3347.96 53112.1 1.07409
603100 300.563 2.32792 -22321.1 3362.39 53128.9 1.07376
603200 302.617 -16.8144 -22233.8 3385.37 53069.7 1.07495
603300 301.547 -46.0778 -22189.6 3373.4 52959.7 1.07719
603400 299.024 409.203 -22249.9 3345.17 52905 1.0783
603500 299.819 -129.461 -22258 3354.07 53138.6 1.07357
603600 298.491 -372.539 -22255.2 3339.22 53354.8 1.06921
603700 302.323 220.213 -22210.2 3382.08 53281.2 1.07069
603800 298.455 -181.113 -22208.6 3338.81 53376.6 1.06877
603900 299.949 353.642 -22226.4 3355.52 53359.8 1.06911
604000 302.39 -348.776 -22132.6 3382.83 53607.2 1.06418
604100 300.888 -287.91 -22213.6 3366.03 53611.9 1.06408
604200 300.267 -83.5463 -22236.9 3359.09 53255.5 1.07121
604300 303.149 479.431 -22237.1 3391.32 53025.4 1.07585
604400 297.586 79.6949 -22309.6 3329.09 53199.3 1.07234
604500 301.689 -230.715 -22268.9 3374.99 53547.4 1.06537
604600 306.154 4.52946 -22178.3 3424.94 53605.7 1.06421
604700 299.169 56.9285 -22241.6 3346.8 53645.6 1.06341
604800 300.185 64.5968 -22227.5 3358.17 53603 1.06426
604900 301.117 -127.543 -22266.1 3368.59 53597.9 1.06436
