# Time-averaged data for fix msd_avg
# TimeStep c_msd_water[1] c_msd_water[2] c_msd_water[3] c_msd_water[4]
601000 0.67158 0.638268 0.671977 1.98183
602000 1.51854 1.36867 1.55831 4.44553
603000 2.61969 2.24689 2.62047 7.48706
604000 3.20123 3.10382 3.5049 9.80995
605000 4.10625 4.21098 4.48517 12.8024
606000 4.74411 5.17565 5.55028 15.47
607000 5.54601 5.89073 6.19222 17.629
608000 6.21434 6.65306 7.22371 20.0911
609000 6.98311 7.52179 7.77601 22.2809
610000 7.59632 8.41476 8.69234 24.7034
611000 8.45469 9.27401 9.46267 27.1914
612000 9.25377 9.99307 10.3309 29.5777
613000 9.92669 10.8158 11.3045 32.0471
614000 10.4876 11.9486 12.2219 34.6582
615000 11.4208 12.132 12.965 36.5178
616000 12.3053 12.7229 13.993 39.0212
617000 13.2689 13.5854 15.1424 41.9967
618000 13.9227 14.418 16.2308 44.5716
619000 14.3293 15.3302 16.8129 46.4724
620000 15.0706 16.7945 18.0961 49.9611
621000 16.1392 17.8535 19.1445 53.1372
622000 17.0952 18.7042 19.9933 55.7927
623000 18.1617 19.874 20.92 58.9557
624000 18.7568 20.7702 21.8634 61.3904
625000 19.5599 21.6183 22.6405 63.8186
626000 20.2445 22.1545 23.4787 65.8777
627000 20.4714 23.5903 24.466 68.5277
628000 21.2173 24.1718 26.0046 71.3938
629000 22.0086 24.6856 26.6068 73.3011
630000 22.5659 25.5853 27.1131 75.2643
631000 23.2674 26.3097 27.7959 77.373
632000 24.132 26.6873 28.6464 79.4657
633000 25.2959 27.7637 28.9284 81.988
634000 26.1611 28.8849 29.8737 84.9197
635000 26.9853 29.4462 31.2074 87.6388
636000 27.6535 30.0707 31.7915 89.5157
637000 28.3181 30.9386 32.7534 92.0101
638000 29.1704 31.1185 33.3025 93.5914
639000 29.7699 31.3799 33.5304 94.6801
640000 30.9409 31.9618 33.6553 96.558
641000 32.3102 33.0895 34.4783 99.8779
642000 33.3296 33.8337 35.1173 102.281
643000 34.6343 35.0161 35.8043 105.455
644000 35.4278 35.7606 36.5897 107.778
645000 36.8679 36.4312 37.1551 110.454
646000 37.2111 36.9418 38.1166 112.27
647000 37.82 37.7057 38.9486 114.474
648000 38.6231 38.5641 39.6646 116.852
649000 39.2355 39.055 40.2914 118.582
