# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.00165623 0.000335758
31 2.50287 0.0434449 0.00973699
32 2.58493 0.617584 0.152322
33 2.66699 2.04827 0.655736
34 2.74905 3.11135 1.46816
35 2.83112 2.9869 2.29536
36 2.91318 2.22689 2.94841
37 2.99524 1.58096 3.4385
38 3.0773 1.17832 3.82406
39 3.15936 0.946967 4.15064
40 3.24142 0.839176 4.45529
41 3.32348 0.828295 4.77146
42 3.40555 0.846967 5.1108
43 3.48761 0.834328 5.46144
44 3.56967 0.872688 5.84566
45 3.65173 0.892981 6.25708
46 3.73379 0.92974 6.70498
47 3.81585 0.951249 7.18355
48 3.89791 0.958792 7.68685
49 3.97997 1.01758 8.24387
50 4.06204 1.04646 8.84051
51 4.1441 1.03182 9.45271
52 4.22616 1.05655 10.1046
53 4.30822 1.0891 10.803
54 4.39028 1.09602 11.533
55 4.47234 1.08859 12.2853
56 4.5544 1.08825 13.0652
57 4.63647 1.09384 13.8777
58 4.71853 1.05447 14.6889
59 4.80059 1.02149 15.5022
60 4.88265 1.04305 16.3613
61 4.96471 0.995523 17.2091
62 5.04677 0.991879 18.0819
63 5.12883 0.982449 18.9748
64 5.21089 0.97389 19.8884
65 5.29296 0.947821 20.8058
66 5.37502 0.936086 21.7402
67 5.45708 0.926563 22.6936
68 5.53914 0.919639 23.6685
69 5.6212 0.912207 24.6644
70 5.70326 0.906258 25.6828
71 5.78532 0.921089 26.7481
72 5.86739 0.940276 27.8665
73 5.94945 0.93395 29.0087
74 6.03151 0.960403 30.2159
75 6.11357 0.979112 31.4802
76 6.19563 1.00055 32.8073
77 6.27769 1.00587 34.1769
78 6.35975 1.03347 35.6213
79 6.44181 1.04207 37.1154
80 6.52388 1.04916 38.6583
81 6.60594 1.05052 40.2422
82 6.688 1.04437 41.8562
83 6.77006 1.06471 43.5422
84 6.85212 1.04159 45.2318
85 6.93418 1.03578 46.9525
86 7.01624 1.03012 48.7044
87 7.09831 1.02802 50.494
88 7.18037 1.01695 52.3057
89 7.26243 0.999666 54.1274
90 7.34449 1.01661 56.022
91 7.42655 0.973 57.876
92 7.50861 0.994455 59.813
93 7.59067 0.98869 61.7813
94 7.67273 0.983953 63.7827
95 7.7548 0.97647 65.8115
96 7.83686 0.976164 67.8829
97 7.91892 0.977889 70.0017
98 8.00098 0.997048 72.2068
99 8.08304 0.979576 74.418
100 8.1651 0.989401 76.6971
101 8.24716 0.979039 78.9979
102 8.32923 0.990811 81.3729
103 8.41129 0.982125 83.7737
104 8.49335 0.993139 86.2489
105 8.57541 0.994938 88.7769
106 8.65747 0.998246 91.3622
107 8.73953 0.996414 93.9916
108 8.82159 1.01269 96.7144
109 8.90365 1.00429 99.4651
110 8.98572 0.993811 102.238
111 9.06778 1.00511 105.093
112 9.14984 1.00575 108.002
113 9.2319 1.00185 110.952
114 9.31396 0.993836 113.931
115 9.39602 0.993151 116.96
116 9.47808 0.99942 120.062
117 9.56015 1.00111 123.224
118 9.64221 1.00224 126.443
119 9.72427 0.985395 129.662
120 9.80633 1.00424 132.999
121 9.88839 1.00752 136.403
122 9.97045 0.988811 139.799
123 10.0525 0.98743 143.246
124 10.1346 1.00188 146.802
125 10.2166 0.994888 150.389
126 10.2987 0.994387 154.033
127 10.3808 1.00612 157.779
128 10.4628 1.00206 161.569
129 10.5449 1.00646 165.436
130 10.6269 0.996654 169.325
131 10.709 1.00601 173.311
132 10.7911 1.00305 177.347
133 10.8731 1.01112 181.477
134 10.9552 0.99862 185.618
135 11.0372 1.0029 189.839
136 11.1193 0.998509 194.104
137 11.2014 1.00258 198.451
138 11.2834 1.00808 202.885
139 11.3655 1.00009 207.348
140 11.4476 1.00441 211.896
141 11.5296 1.00553 216.514
142 11.6117 1.0012 221.178
143 11.6937 1.00436 225.923
144 11.7758 0.994737 230.689
145 11.8579 1.00178 235.556
146 11.9399 0.998796 240.476
147 12.022 1.00138 245.476
148 12.104 1.00138 250.545
149 12.1861 1.00006 255.676
150 12.2682 1.00037 260.878
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.00221485 0.000447678
31 2.50287 0.0462058 0.0104085
32 2.58493 0.589726 0.146055
33 2.66699 2.10344 0.66122
34 2.74905 3.08194 1.46301
35 2.83112 3.03431 2.30028
36 2.91318 2.22305 2.94975
37 2.99524 1.53419 3.42361
38 3.0773 1.17619 3.80705
39 3.15936 0.940139 4.13016
40 3.24142 0.867596 4.44398
41 3.32348 0.809337 4.75176
42 3.40555 0.834734 5.08506
43 3.48761 0.839988 5.43682
44 3.56967 0.890382 5.82742
45 3.65173 0.8668 6.22529
46 3.73379 0.90218 6.65831
47 3.81585 0.94539 7.13218
48 3.89791 0.970017 7.63962
49 3.97997 1.01409 8.1925
50 4.06204 1.0245 8.77448
51 4.1441 1.035 9.38646
52 4.22616 1.08909 10.0561
53 4.30822 1.0773 10.7444
54 4.39028 1.10012 11.4743
55 4.47234 1.11741 12.2438
56 4.5544 1.08436 13.018
57 4.63647 1.07947 13.8169
58 4.71853 1.05897 14.6285
59 4.80059 1.07405 15.4806
60 4.88265 1.02054 16.3181
61 4.96471 1.01749 17.1815
62 5.04677 0.992781 18.0519
63 5.12883 0.958432 18.9199
64 5.21089 0.961003 19.8181
65 5.29296 0.939445 20.7242
66 5.37502 0.931597 21.6507
67 5.45708 0.929113 22.6031
68 5.53914 0.902613 23.5565
69 5.6212 0.921893 24.5593
70 5.70326 0.919138 25.5885
71 5.78532 0.926163 26.6556
72 5.86739 0.934767 27.7635
73 5.94945 0.948529 28.9194
74 6.03151 0.959258 30.1208
75 6.11357 0.965065 31.3625
76 6.19563 0.990099 32.6708
77 6.27769 1.01366 34.0461
78 6.35975 1.02126 35.468
79 6.44181 1.03259 36.9431
80 6.52388 1.04746 38.4778
81 6.60594 1.04897 40.0536
82 6.688 1.04063 41.656
83 6.77006 1.07296 43.3489
84 6.85212 1.02889 45.0119
85 6.93418 1.05163 46.7527
86 7.01624 1.03283 48.503
87 7.09831 1.02515 50.281
88 7.18037 1.01665 52.0854
89 7.26243 1.00439 53.909
90 7.34449 1.01266 55.7895
91 7.42655 0.992503 57.6739
92 7.50861 0.995245 59.6055
93 7.59067 1.01005 61.609
94 7.67273 0.982674 63.6006
95 7.7548 0.972997 65.6148
96 7.83686 0.970152 67.6659
97 7.91892 0.97413 69.7688
98 8.00098 0.996971 71.9658
99 8.08304 0.97169 74.1512
100 8.1651 0.975337 76.3897
101 8.24716 0.980494 78.6853
102 8.32923 0.981776 81.03
103 8.41129 0.992214 83.4467
104 8.49335 1.00552 85.9437
105 8.57541 0.9894 88.4483
106 8.65747 0.998106 91.0236
107 8.73953 0.996088 93.6426
108 8.82159 0.996458 96.3121
109 8.90365 0.999647 99.0402
110 8.98572 1.00467 101.833
111 9.06778 1.00295 104.672
112 9.14984 1.00637 107.572
113 9.2319 1.00541 110.522
114 9.31396 0.995281 113.494
115 9.39602 1.00718 116.555
116 9.47808 0.994975 119.632
117 9.56015 1.00473 122.793
118 9.64221 0.992428 125.97
119 9.72427 0.990713 129.195
120 9.80633 0.989019 132.469
121 9.88839 0.992902 135.811
122 9.97045 1.00304 139.244
123 10.0525 1.0001 142.723
124 10.1346 0.994635 146.239
125 10.2166 0.996988 149.822
126 10.2987 1.00419 153.488
127 10.3808 0.999864 157.197
128 10.4628 1.00135 160.971
