# Time-averaged data for fix rdf_OO_avg
# TimeStep Number-of-rows
# Row c_rdf_OO[1] c_rdf_OO[2] c_rdf_OO[3]
610000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0 0
31 2.50287 0.0318561 0.00682708
32 2.58493 0.548294 0.132177
33 2.66699 2.00636 0.620593
34 2.74905 3.13905 1.43234
35 2.83112 2.93346 2.23705
36 2.91318 2.20001 2.87599
37 2.99524 1.53929 3.34863
38 3.0773 1.08633 3.70073
39 3.15936 0.872483 3.99877
40 3.24142 0.743631 4.26614
41 3.32348 0.731717 4.54281
42 3.40555 0.764172 4.84611
43 3.48761 0.782887 5.17202
44 3.56967 0.801731 5.52166
45 3.65173 0.872734 5.91998
46 3.73379 0.887875 6.34359
47 3.81585 0.927407 6.80571
48 3.89791 0.997495 7.32434
49 3.97997 1.01358 7.87387
50 4.06204 1.0444 8.46357
51 4.1441 1.08557 9.10151
52 4.22616 1.11559 9.78344
53 4.30822 1.13996 10.5076
54 4.39028 1.13335 11.2551
55 4.47234 1.1575 12.0473
56 4.5544 1.12237 12.844
57 4.63647 1.11874 13.6669
58 4.71853 1.09662 14.5024
59 4.80059 1.07656 15.3514
60 4.88265 1.03982 16.1998
61 4.96471 1.03636 17.0739
62 5.04677 0.989316 17.9361
63 5.12883 0.966248 18.8059
64 5.21089 0.95694 19.6951
65 5.29296 0.933532 20.5902
66 5.37502 0.918976 21.4987
67 5.45708 0.902831 22.4188
68 5.53914 0.902251 23.3661
69 5.6212 0.885333 24.3234
70 5.70326 0.885055 25.3086
71 5.78532 0.89816 26.3373
72 5.86739 0.896946 27.3941
73 5.94945 0.917445 28.5053
74 6.03151 0.954921 29.6941
75 6.11357 0.951157 30.9108
76 6.19563 0.991407 32.2132
77 6.27769 0.999926 33.5617
78 6.35975 1.03049 34.988
79 6.44181 1.04394 36.4705
80 6.52388 1.05303 38.0043
81 6.60594 1.03644 39.552
82 6.688 1.0452 41.1519
83 6.77006 1.05695 42.8097
84 6.85212 1.05173 44.4996
85 6.93418 1.06863 46.2579
86 7.01624 1.05334 48.0322
87 7.09831 1.04388 49.8321
88 7.18037 1.03468 51.6576
89 7.26243 1.01838 53.4958
90 7.34449 1.01733 55.3737
91 7.42655 0.998468 57.2582
92 7.50861 0.997074 59.1819
93 7.59067 1.00213 61.1577
94 7.67273 1.0008 63.174
95 7.7548 0.979988 65.1908
96 7.83686 0.973366 67.2366
97 7.91892 0.987949 69.3568
98 8.00098 0.984711 71.5139
99 8.08304 0.974128 73.6919
100 8.1651 0.989212 75.9487
101 8.24716 0.994018 78.2625
102 8.32923 0.99296 80.6198
103 8.41129 0.989439 83.0153
104 8.49335 0.997238 85.4771
105 8.57541 0.996951 87.9859
106 8.65747 1.00408 90.5612
107 8.73953 0.992165 93.1543
108 8.82159 0.998941 95.8147
109 8.90365 1.00337 98.5368
110 8.98572 0.998444 101.295
111 9.06778 1.00535 104.124
112 9.14984 1.00888 107.015
113 9.2319 1.00125 109.935
114 9.31396 0.998622 112.899
115 9.39602 0.999225 115.918
116 9.47808 1.00314 119.002
117 9.56015 0.99051 122.1
118 9.64221 0.99797 125.275
119 9.72427 0.991762 128.484
120 9.80633 0.996958 131.765
121 9.88839 0.997648 135.103
122 9.97045 1.00145 138.51
123 10.0525 0.992498 141.942
124 10.1346 1.00411 145.471
125 10.2166 1.01016 149.08
126 10.2987 1.00947 152.744
127 10.3808 1.00019 156.432
128 10.4628 1.00266 160.188
129 10.5449 1.0108 164.035
130 10.6269 1.00789 167.93
131 10.709 1.00476 171.873
132 10.7911 1.001 175.862
133 10.8731 1.00144 179.913
134 10.9552 1.01189 184.069
135 11.0372 0.997317 188.227
136 11.1193 1.00309 192.471
137 11.2014 0.995053 196.743
138 11.2834 1.01661 201.172
139 11.3655 1.0047 205.614
140 11.4476 0.991379 210.06
141 11.5296 0.995811 214.589
142 11.6117 0.995101 219.181
143 11.6937 0.994133 223.833
144 11.7758 1.01003 228.626
145 11.8579 0.99477 233.412
146 11.9399 0.999129 238.287
147 12.022 0.997661 243.221
148 12.104 0.996209 248.215
149 12.1861 0.998559 253.29
150 12.2682 0.996275 258.421
620000 150
1 0.0410307 0 0
2 0.123092 0 0
3 0.205153 0 0
4 0.287215 0 0
5 0.369276 0 0
6 0.451337 0 0
7 0.533399 0 0
8 0.61546 0 0
9 0.697521 0 0
10 0.779583 0 0
11 0.861644 0 0
12 0.943705 0 0
13 1.02577 0 0
14 1.10783 0 0
15 1.18989 0 0
16 1.27195 0 0
17 1.35401 0 0
18 1.43607 0 0
19 1.51813 0 0
20 1.6002 0 0
21 1.68226 0 0
22 1.76432 0 0
23 1.84638 0 0
24 1.92844 0 0
25 2.0105 0 0
26 2.09256 0 0
27 2.17463 0 0
28 2.25669 0 0
29 2.33875 0 0
30 2.42081 0.000562721 0.000111919
31 2.50287 0.0338697 0.00738668
32 2.58493 0.571547 0.138332
33 2.66699 1.94722 0.613095
34 2.74905 3.14877 1.42876
35 2.83112 3.0132 2.25663
36 2.91318 2.1483 2.88159
37 2.99524 1.49486 3.34124
38 3.0773 1.09663 3.69726
39 3.15936 0.853764 3.98937
40 3.24142 0.8038 4.2789
41 3.32348 0.750493 4.56307
42 3.40555 0.752103 4.86212
43 3.48761 0.758039 5.17818
44 3.56967 0.827096 5.53945
45 3.65173 0.852554 5.92916
46 3.73379 0.893201 6.35602
47 3.81585 0.92716 6.8188
48 3.89791 0.963291 7.32054
49 3.97997 1.02779 7.87857
50 4.06204 1.04541 8.46984
51 4.1441 1.10121 9.11796
52 4.22616 1.08792 9.784
53 4.30822 1.15093 10.5163
54 4.39028 1.13752 11.2677
55 4.47234 1.15689 12.0609
56 4.5544 1.14617 12.8758
57 4.63647 1.15053 13.7236
58 4.71853 1.09789 14.5614
59 4.80059 1.06779 15.4048
60 4.88265 1.03003 16.2464
61 4.96471 1.0273 17.1144
62 5.04677 1.00511 17.9918
63 5.12883 0.967004 18.8638
64 5.21089 0.948684 19.7468
65 5.29296 0.933578 20.6433
66 5.37502 0.918111 21.5524
67 5.45708 0.893 22.464
68 5.53914 0.891693 23.4018
69 5.6212 0.881615 24.3567
70 5.70326 0.88026 25.3381
71 5.78532 0.897578 26.3679
72 5.86739 0.903861 27.4345
73 5.94945 0.926102 28.558
74 6.03151 0.940598 29.7308
75 6.11357 0.951607 30.95
76 6.19563 0.974137 32.2317
77 6.27769 1.00027 33.583
78 6.35975 1.01279 34.987
79 6.44181 1.02207 36.4409
80 6.52388 1.05984 37.9871
81 6.60594 1.06245 39.5764
82 6.688 1.07055 41.2177
83 6.77006 1.05204 42.8704
84 6.85212 1.07198 44.5957
85 6.93418 1.0697 46.3586
86 7.01624 1.05198 48.1337
87 7.09831 1.02205 49.8988
88 7.18037 1.03375 51.7256
89 7.26243 1.02345 53.5758
90 7.34449 1.02469 55.4704
91 7.42655 1.01285 57.3852
92 7.50861 0.999608 59.3168
93 7.59067 0.987989 61.268
94 7.67273 0.980114 63.2458
95 7.7548 0.987501 65.2813
96 7.83686 0.983372 67.3514
97 7.91892 0.984326 69.4672
98 8.00098 0.991318 71.6425
99 8.08304 0.996032 73.8731
100 8.1651 0.982966 76.1192
101 8.24716 0.97535 78.3929
102 8.32923 0.991469 80.7506
103 8.41129 0.997457 83.1696
104 8.49335 0.996606 85.6337
105 8.57541 0.998963 88.1517
106 8.65747 1.0034 90.7295
107 8.73953 0.996879 93.3393
108 8.82159 1.00058 96.0083
109 8.90365 1.00922 98.7506
110 8.98572 1.00246 101.525
111 9.06778 0.987505 104.308
112 9.14984 1.00217 107.184
113 9.2319 0.992807 110.084
114 9.31396 0.999959 113.058
115 9.39602 0.990791 116.056
116 9.47808 1.0038 119.147
117 9.56015 0.986094 122.236
118 9.64221 1.0001 125.423
119 9.72427 1.00255 128.673
120 9.80633 1.00742 131.993
121 9.88839 0.994624 135.327
122 9.97045 1.00557 138.753
123 10.0525 0.9965 142.205
124 10.1346 0.996623 145.713
125 10.2166 1.01102 149.33
126 10.2987 0.998376 152.96
127 10.3808 1.00661 156.678
128 10.4628 1.01003 160.468
129 10.5449 1.00722 164.307
