# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 300.234 -143.195 -20373.9 3358.71 54018 1.05608
600200 304.5 74.8872 -20335.3 3406.44 53925 1.0579
600300 298.729 -213.047 -20375.1 3341.88 53782 1.06072
600400 299.084 188.661 -20398.8 3345.85 53448.2 1.06734
600500 303.641 -10.9241 -20317.3 3396.83 53351.3 1.06928
600600 300.173 22.7895 -20337 3358.03 53296.6 1.07038
600700 300.794 141.854 -20389 3364.97 53293.6 1.07044
600800 300.21 -179.344 -20384.1 3358.44 53581.1 1.0647
600900 298.724 -274.251 -20401.5 3341.82 53709.5 1.06215
601000 303.174 153.168 -20374.5 3391.6 53445.2 1.0674
601100 297.064 259.515 -20408.2 3323.25 53223.8 1.07184
601200 301.136 311.051 -20456.4 3368.8 53414.6 1.06802
601300 302.491 -433.035 -20322.3 3383.96 53983.7 1.05676
601400 302.44 -203.195 -20274 3383.39 54151.7 1.05348
601500 298.868 -10.7188 -20366.8 3343.43 53959.1 1.05724
601600 297.591 157.501 -20409.4 3329.15 53858.5 1.05921
601700 300.823 -4.99501 -20292.1 3365.31 53983 1.05677
601800 300.414 -155.608 -20288.1 3360.73 54262.9 1.05132
601900 297.159 -220.408 -20356.2 3324.31 54250.1 1.05157
602000 299.136 148.002 -20353.2 3346.43 53887.7 1.05864
602100 299.435 258.143 -20369.1 3349.77 53590.4 1.06451
602200 297.34 217.399 -20420.7 3326.34 53539.9 1.06551
602300 296.168 -240.504 -20361.6 3313.23 53644.8 1.06343
602400 301.376 102.636 -20356.4 3371.48 53517.9 1.06595
602500 297.081 3.28109 -20385.7 3323.44 53525.8 1.06579
602600 301.753 47.5964 -20290.2 3375.7 53739.4 1.06156
602700 299.706 -144.85 -20286.8 3352.8 54126.3 1.05397
602800 298.671 -261.939 -20340.1 3341.22 54118.9 1.05412
602900 299.166 456.382 -20368.8 3346.76 53667.7 1.06298
603000 300.873 437.884 -20345.4 3365.86 53625.4 1.06382
603100 302.425 -539.594 -20257.1 3383.22 54136 1.05379
603200 302.004 -59.0249 -20197.6 3378.51 54283.2 1.05092
603300 300.218 47.7197 -20325.3 3358.53 54088.9 1.0547
603400 298.786 98.2354 -20343.4 3342.52 53916 1.05808
603500 301.826 34.9244 -20314.9 3376.52 54015.5 1.05613
603600 298.321 -281.517 -20315.1 3337.31 54212.3 1.0523
603700 302.509 243.036 -20281.5 3384.16 53990.7 1.05662
603800 298.846 312.249 -20303.3 3343.18 54002.8 1.05638
603900 299.535 -431.733 -20366.4 3350.89 54349.3 1.04965
604000 301.472 338.453 -20308 3372.56 54308.1 1.05044
604100 303.769 -327.361 -20253 3398.25 54562.3 1.04555
604200 299.912 63.3688 -20314.2 3355.11 54644.2 1.04398
604300 296.257 -180.127 -20338.3 3314.22 54510.1 1.04655
604400 301.755 148.249 -20323.3 3375.73 54267.1 1.05124
604500 300.979 -112.306 -20298.7 3367.05 54100.8 1.05447
604600 297.138 475.179 -20370.4 3324.08 53972.8 1.05697
604700 299.001 -61.2089 -20386.5 3344.92 54289.1 1.05081
604800 300.11 -477.064 -20306.6 3357.33 54459.3 1.04753
604900 306.016 353.659 -20295.7 3423.39 54087 1.05474
605000 301.014 87.7534 -20398.6 3367.44 53960.1 1.05722
605100 298.057 -154.689 -20390.5 3334.36 53990.2 1.05663
605200 301.09 139.785 -20333.4 3368.28 53893.3 1.05853
605300 300.503 -68.2009 -20309.8 3361.72 53913.7 1.05812
